Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11
ADCYAP1R1	Not-coupled	-	-	-	VIP and PACAP receptors	classB	-37.947048127371275	-22.308243277259297	-43.51712420070189	11.6665616310228	9.637678703910245	-7.403684196082825	4.329447215040958	-2.1085762568714057	-0.0798762000475933	4.826429862770362	1.7074781993929644
ADORA1	Coupled	-	Coupled	-	Adenosine receptors	classA	-59.12546743851061	-7.1910821454795	-14.354187644566808	-1.5035700977776654	2.399021876865149	5.831144854700235	5.047241385590674	6.953019635043285	-0.7942982361598367	8.665671161446443	-10.111836749791635
ADORA2A	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	-28.23309592372823	-28.357227582751563	-44.310620541533275	10.505597398212688	10.360600405143867	-12.549695403683831	3.81465473186126	0.8317158774445977	2.5816078171591315	5.082725473586124	-3.0323331184198854
ADORA2B	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	-35.35591712226031	-20.54313891105986	-47.33005426256233	18.267086619364648	5.730609575188974	-7.028777624068555	3.9877186403233287	-6.934146575329798	-1.0567115309190525	3.764608975927602	-0.6445018351906157
ADORA3	Coupled	-	Coupled	-	Adenosine receptors	classA	-58.1805720751882	-5.593068633211557	6.248931735615292	-12.392790468155933	-4.596345786439782	0.5991715195896898	-0.8636639414067963	3.933740195270267	-7.591037601095134	5.187051613272442	-9.373321203010303
ADRA1A	Not-coupled	-	Not-coupled	-	Adrenoceptors	classA	-65.1346786301962	-1.6822268580233333	16.706083293405346	-16.060594780663006	-8.081639265863101	3.9955776414146627	-0.8951693948726601	11.647424106878793	-0.3747195095123433	1.6765666370062697	-9.597218630107069
ADRA1B	Not-coupled	-	-	-	Adrenoceptors	classA	-73.01447148610015	6.535235475608822	23.715991092494175	-18.034228267650118	-10.425172769232077	12.616084284047309	-4.012443778858658	11.740000912483772	9.889225672351788	-0.03569909341331593	-5.462804656163088
ADRA1D	Not-coupled	-	-	-	Adrenoceptors	classA	-60.95774803205976	-4.588489885419781	13.72978608416558	-21.17952659187547	-15.642848110317289	2.58339473764402	-6.288549777320091	2.4657977202839096	7.844859699260174	-2.387262997255701	7.081573643986956
ADRA2A	Coupled	-	Coupled	-	Adrenoceptors	classA	-57.14143459084334	-7.285821661196201	9.559505354951646	-20.8426887887076	-12.697078683745257	-1.0495616545815145	-5.415781282924663	5.486528033643362	0.7995558109822325	3.06842817164216	6.891679723394824
ADRA2B	Coupled	-	Coupled	-	Adrenoceptors	classA	-52.24749591803601	-15.07320896977048	9.812420949249713	-19.82554372336523	-12.490081841340476	-3.5642990120413267	-7.119031384018658	4.972869422553009	11.262858563619211	-2.312265753414181	7.008233197714369
ADRA2C	Coupled	-	Coupled	-	Adrenoceptors	classA	-57.22584796060345	-15.718443956083036	13.541782022158511	-11.38746820459485	-5.674015795576475	-8.267295516024461	-6.60266620685592	9.449378964291697	11.467623151071544	-1.9834091729677952	-4.217001742642778
ADRB1	Coupled	-	Coupled	-	Adrenoceptors	classA	-50.74727006599769	-20.64302369022008	-0.05376510495278093	-7.9533506428727	-1.7774130247136333	-10.506368963846564	-1.7456822465502027	-2.9612394333077603	-1.9113196519585756	2.1175436976719038	-8.648812632869756
ADRB2	Coupled	-	Not-coupled	-	Adrenoceptors	classA	-43.98930368180588	-22.834119158230585	-3.9342971374963196	-3.4753361722294627	-2.0161633636609166	-12.507528300335899	-9.245765108040022	8.354504210965453	10.78200491489964	0.326324865446926	2.018438071683966
ADRB3	Coupled	-	-	-	Adrenoceptors	classA	67.28323542106132	-23.45903934918454	-16.05619549064432	-2.6609026630831534	-15.520777200782069	9.754517040092379	1.211757245443934	-4.540032342176574	-3.751750636838478	6.886601487883895	-0.02639339800464463
AGTR1	Coupled	-	Coupled	-	Angiotensin receptors	classA	53.83912506588523	-31.54301974040925	-6.135117481390655	-6.512477221198026	-11.671668719859738	6.690900868063194	0.949968827104251	-0.8777261862421541	-2.1754783387583236	4.8936142282199375	-2.897120354795604
APLNR	Coupled	-	Coupled	-	Apelin receptor	classA	1.247012753494265	-3.150396896268981	21.846813450522383	30.06988099350227	-12.613259327524872	2.0022519247364783	-17.171206226334704	9.158557625600093	-10.829629224765448	-8.824954241400517	-2.98437208402913
AVPR1A	Not-coupled	-	Coupled	-	Vasopressin and oxytocin receptors	classA	-2.410046558279554	-4.233549872093922	26.565133068236985	32.19893876424059	-10.623252021783202	0.8237967907970506	-19.890355761180214	12.050943282690747	-10.425190318131873	-5.37651378943799	-3.934023528250005
AVPR1B	Not-coupled	-	-	-	Vasopressin and oxytocin receptors	classA	7.0262948291785685	-2.750283125877885	14.834025992462324	41.9534389074131	-11.908582426330732	-3.1341247165858883	-24.869096689212665	9.078757354950017	-6.585292245790769	-3.7123282040596504	4.354016945731765
AVPR2	Not-coupled	-	-	-	Vasopressin and oxytocin receptors	classA	47.36070223171777	-12.934140053982995	-14.95065207426933	0.6478961046513759	-13.257324835211195	10.807776634740291	-2.9767763418255426	-8.083761441336073	0.4287208363724109	4.771751364166757	8.832250047980308
BDKRB1	Coupled	-	Coupled	-	Bradykinin receptors	classA	27.117474381669766	-1.639764474831852	-1.0200407390677089	-0.02213293475246938	-20.103253516613403	17.54018591407546	-4.281945056224478	-14.791103616162887	1.1438324294269306	1.5435152080501788	4.170795780779895
BDKRB2	Coupled	-	Coupled	-	Bradykinin receptors	classA	6.390654506628907	-37.08062594751538	21.045924578209032	4.6081078070775	16.578967284547076	1.7323836163506385	-4.101753182818712	-0.8180665259812543	-5.599918814545031	0.17786793718709895	-0.8913224298768994
CCKAR	Not-coupled	-	Coupled	-	Cholecystokinin receptors	classA	-1.011643872124418	-30.484430353894695	28.001596221011845	5.060725227095006	14.54737020452427	6.5715031352507705	-8.291143686203732	4.643071240589848	1.4409153477955825	-0.5129885599234493	1.212206482799045
CCKBR	Not-coupled	-	-	-	Cholecystokinin receptors	classA	-39.97158123371159	-32.488616844825856	14.598428585155208	-19.660302480361146	-3.0401485286231242	-22.16893291821577	1.0347839637587024	4.59302953723742	-5.534320011552201	0.23329308080211178	1.5476707843219033
CHRM1	Not-coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-46.91992074084887	-23.777955365095004	18.155124984917727	-22.29636702593293	-3.511624952405742	-13.139932955248396	3.1263266020782456	-2.1497227957646987	-11.347203874536852	2.4468475967936367	-2.4728608051028194
CHRM2	Coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-68.99974276330008	-6.0867085204380125	33.86628645516111	-26.98158291468244	-5.487010679167063	0.03783855858343996	4.090674409831671	-2.4452257166984435	-11.169543679109355	-3.4710291588480224	-2.6075401243507645
CHRM3	Not-coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-46.419581404703365	-23.830041222785468	17.48740284007658	-21.619415614271713	-2.3776881379229504	-13.979680104032512	0.7316989083053352	-0.9324734456262532	-7.720962371654529	0.6593921630186222	2.314623867135669
CHRM4	Coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-62.94676338860183	-7.684864481618155	27.515055234663183	-26.886776885323073	-4.827688744574961	-3.8156072940318686	1.5700267892724518	-1.507401352538366	-13.483817412399409	2.4090293673821574	0.8997516991236745
CHRM5	Not-coupled	-	-	-	Acetylcholine receptors (muscarinic)	classA	-96.6240675880312	33.5846292526246	-3.222029637479774	0.894223475585213	-4.02324977479942	29.846927584086327	1.5817364924189403	-15.00704169431159	0.20617695983482737	0.5635869095124766	-1.1212364795929717
CNR1	Coupled	-	Coupled	-	Cannabinoid receptors	classA	-70.10096231973496	11.830919016139607	-28.846287256951666	11.575372997431383	-0.09126371954159766	12.133572609865697	3.1226336821115663	-0.9525994215386699	2.147025850448572	0.8438910777450899	-1.3080507210182344
CNR2	Coupled	-	Coupled	-	Cannabinoid receptors	classA	84.8754528364682	23.4925746660664	-8.810342694936319	-7.875198852297786	-3.9349386088651976	-7.721366844743353	0.8985332795972263	-0.6462766867076427	-3.8969358811815744	-0.3588566619768778	-2.184173703789972
CYSLTR1	Coupled	-	Coupled	-	Leukotriene receptors	classA	75.55934421241481	21.49940212401578	-7.043124396470856	-6.204965903601915	-8.020692378255589	-0.0020677541957286674	0.42315692964549567	-3.840743416637221	0.6940408016432917	-2.365086495755339	-1.9736889287802402
CYSLTR2	Coupled	-	Coupled	-	Leukotriene receptors	classA	-58.72861379424138	-11.911062950701861	6.673983835117297	-10.30098415134514	0.8152573430980831	-4.856101841623446	-3.7369010028387977	-5.408278760147354	-7.728800653276352	6.210338676497805	-2.215511504774073
DRD1	Not-coupled	-	Not-coupled	-	Dopamine receptors	classA	-52.0203954927655	-15.205743833981096	4.004138139002823	-19.819741298552668	-4.52157044053714	-4.792816989810273	1.4394523312035887	4.927364389348516	-10.956125976028519	-4.944264565700409	4.0080509211520114
DRD2	Coupled	-	Coupled	-	Dopamine receptors	classA	-38.649877238942594	-22.867921800611832	-5.556775952407469	-14.498212071708746	-1.5057061014164776	-8.894541361528566	-1.0505225540779355	5.284032757506101	-8.904090487264478	-5.012042334728655	7.300872617669916
DRD3	Coupled	-	-	-	Dopamine receptors	classA	-29.949300053928795	-28.161230396830135	-5.783845880872363	-7.912302369410632	-3.2649940747392026	-15.001351142599347	-5.722415271658643	20.00061312087201	17.04101805263139	-4.11375772661265	9.231828915148338
DRD4	Coupled	-	-	-	Dopamine receptors	classA	-64.90582440962467	-6.3248750305384975	11.177057215408142	-9.076021182395948	0.9533407403043437	-0.06159317051309471	-2.4055606911915377	-7.8250228035204445	-4.803826243165605	0.7663976769568592	1.1331228715393045
DRD5	Not-coupled	-	Not-coupled	-	Dopamine receptors	classA	21.299823427168835	-9.949929513130856	24.73880809375215	4.346992057724371	21.848861129452136	16.775753190765986	4.972537420183694	-16.505578378113846	-2.3310963878465407	-2.456742520278936	12.033917541079576
EDNRA	Not-coupled	-	Coupled	-	Endothelin receptors	classA	7.282570932861576	0.14231403454644773	30.956267421685112	4.5288143752031775	12.080239380866194	21.57831351655394	0.3525995444977042	-12.621183571884107	2.470570523464443	-8.236820273623302	13.798441868492095
EDNRB	Coupled	-	-	-	Endothelin receptors	classA	24.08896037263025	61.17792908572942	16.656928774937345	-14.410173138542929	-4.128251518483145	8.383553662268733	0.8231699615679041	-8.84680796418353	6.244043326528269	-12.6717033110379	0.2341892354137768
F2R	-	-	Coupled	-	NA	classA	34.870696055643165	52.66839225662831	13.967226278014236	-9.467544716623511	-0.1652425085137637	3.6050704181515014	1.486491122646324	-8.883720673198777	-2.4997359670667576	-8.839513321892973	3.6196123890295007
F2RL1	-	-	Coupled	-	NA	classA	37.46598926137792	56.139631641223374	1.315824630846088	-9.608758841478886	-13.126038064036548	4.840685112219176	-2.6650030970518963	-11.318313035295178	8.111952536027054	-12.24733439023542	7.1897573588398265
F2RL2	-	-	-	-	NA	classA	31.863568461069846	47.484871994244564	4.549493041481133	-7.766694128448134	-6.99318547420496	0.21646326560521065	-6.139469955326305	8.333910112502066	14.677969683936556	-11.352639321329296	4.51003204024685
F2RL3	-	-	-	-	NA	classA	36.84052158599586	33.743544808896985	-29.95748393843735	-3.4443312626653557	-5.746738014399067	-2.734194656189247	-3.092569750562114	16.48878754472968	3.8922355559108937	5.148078208039338	9.56736241626576
FFAR1	Coupled	-	-	-	Free fatty acid receptors	classA	45.77894363056216	49.11625309188883	-11.680844133746357	-11.733112128477236	11.486128397931058	-14.939466798009986	7.2018224430474245	20.59323186747497	-6.976648016008877	3.4002846874770776	-4.117267752181296
FFAR2	Coupled	-	Not-coupled	-	Free fatty acid receptors	classA	29.669948120746007	51.29487076990704	-10.988135251172737	-13.419484843105035	0.2507633948993973	-7.208766488994964	4.639469607274011	17.531177578938042	-3.2422727752709446	1.2433674823005796	-4.105863477834466
FFAR3	Coupled	-	Coupled	-	Free fatty acid receptors	classA	1.7956375986619606	-6.269012032446606	-4.26902694323934	19.03093259409671	-2.8411356142721487	11.798585240443755	-12.14897324920392	-9.873806874588242	3.597484612392599	4.572905129699411	5.967384572459511
