Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34
ADCYAP1R1	Coupled	Not-coupled	-	-	VIP and PACAP receptors	classB	-3.226848976410766	-3.6402918929444787	-2.634318756090261	-1.7850944848780674	1.42391973901842	-4.501267925733691	-0.8427774198587874	0.8748886862475642	1.6455566962616026	3.0730225477604627	3.439667321608579	1.9669604857535934	1.2416668909367083	1.8319631776718701	-1.9374869048188774	-1.4413740783492506	-2.1222027739735014	-1.9070407964612157	2.731118813561607	-0.20742268459922206	-1.2655140669434917	0.5351871894916594	-1.5906681201066621	-1.4110952614319396	-1.1904846475855124	-1.2210518386261024	0.4950242894925918	0.560605516313671	-1.6321272064980143	0.7239102476630092	-1.605037147710838	-0.7026260666319684	0.5182360322290269	0.23001720612730697
ADORA1	Coupled	Not-coupled	Coupled	-	Adenosine receptors	classA	10.956715120589488	2.691011769719397	-2.2031113329827217	1.3143684165762004	0.4050633635563795	-0.829100721827397	5.121893231440686	1.6689240800944574	2.9456863035706906	-0.09678164836896642	1.0048733015404834	1.23307320492731	1.014475493330521	1.5174855014897446	-1.400130813106108	-1.9334092491734085	-1.451613243390143	-0.7830773145757314	0.5624965577108364	0.16111353996338135	-1.6738816469538533	-0.05420848095205198	0.4191860735645702	-0.7818609035795988	0.14747704804584635	-0.4789167017348151	0.9452402399033379	0.472596356941378	0.16610492614552108	0.6644187546020126	0.4171374373961594	-0.899107989790853	-0.0010786266808890754	1.2081638642841555
ADORA2A	Coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	0.8211393194512738	-3.5414428144106807	-5.3155436627696355	-1.705476188831538	-0.7116205024704699	-4.257771286956754	-0.16861032670005796	2.864252537447014	2.988390435233648	0.8057391262932191	-1.6838502814329592	1.967539227723765	0.02206620591264659	0.8709759596017227	-1.4864992164505586	-1.6460656972644208	-1.5460681679700812	0.5658238743504019	0.06274980048065643	-1.2818081618806507	-0.36591277265413996	-0.23019187984419676	0.6378249759219783	-2.701640770088757	0.015393634112509777	-0.2546098778745446	1.7842690013332068	-0.3820419175090346	-0.01395712146508585	0.45954849230778555	-0.8461612163298897	0.13937497575647012	-0.4938358351621598	1.048824010042783
ADORA2B	Coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-1.7259564781860917	-7.596375444214729	-3.1442422474276595	-4.076242818108647	0.8328340415560477	-6.119477473772201	-0.3933504981036231	1.9914492813062898	0.08265570820680368	-0.17712250938844534	3.271518233382137	0.43198761378620665	2.2345453401340136	2.726658019317563	-2.4668323830004386	-0.4781785525116816	-0.5287400290839339	-1.0672428053025953	1.8056650555314764	-0.01272617632027536	1.111217621276127	-0.6574490956580664	-1.7556132198757988	0.06017093483209943	0.15707815489878274	-0.8731120766855192	-1.0121837228514363	-1.4482686518456607	-0.7936762315535714	-0.6114077826082815	-1.870896796378711	-0.7213889888008355	-0.26061896110792	0.539943163539729
ADORA3	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	11.007044121817474	7.097460069910326	-3.1410671634797915	-0.42404782596728197	-2.664008544921733	-0.9335004287719889	3.52623506496496	-0.5041305470097911	2.6328755669719963	-1.0896473184438178	0.02882625767896193	-0.4887930559646411	-0.9443117470136677	0.6467331007919942	0.35166669163576386	-2.1588953183058006	0.8568878812818249	-1.2754051200694947	-1.7238267458602055	-0.6874720277409044	0.9042132070425217	0.556913148965454	1.932897208129616	-0.38035807387491466	-1.5251744021535527	0.15072991608185185	-0.7673305243102329	2.543230703029504	-1.2531150909137614	-0.726316988156927	-0.8948218291340042	-1.897783522161342	-0.01971217398444873	-0.3243719757213538
ADRA1A	Coupled	Not-coupled	Not-coupled	-	Adrenoceptors	classA	10.782429118713502	11.970456955237859	-1.2406692854861696	1.8053342358284075	-0.782334149958065	1.5001046967638323	4.382815425713981	0.6594894556001474	0.5778026186407222	-1.3519331771918712	-0.4853301282348911	0.3952441578269507	0.9387655663063775	1.0044695299518658	0.49089418138330243	-1.516161613858724	1.1962501430143937	-0.6091336349020966	-0.5115020180055518	0.7315377000167389	0.8230878647928352	0.20664041560524823	1.0556418225419995	0.690087373556951	-1.2424805661402194	0.2737659835701337	-0.412057154168552	2.2000730411375535	-1.9423549921370487	1.2257336862042933	-0.3492225915380075	-1.13703174061136	0.02384055975902665	-1.1986724565094737
ADRA1B	Coupled	Not-coupled	-	-	Adrenoceptors	classA	22.974021580090216	10.911835875820026	-2.293268339393476	3.297249608386934	0.8227887634194423	5.301195466552409	0.4772645043744224	7.2810510138253015	-1.8375507964195559	-1.5949390680250919	-0.42831207454537495	0.03449471070210238	2.0782355001248276	2.5636387284322115	0.5233792279108924	0.0674066647744665	0.4118180065400907	-1.2926460996101545	-1.0276047989077688	-1.1231275580177762	-0.47136674179769544	0.3710632643769165	2.0111694480870006	-0.0693543282907361	-0.7977218101985641	-0.3672413313082985	-1.361054015683225	1.437899565330599	-1.3105371065430338	-0.8505216672440646	-1.1401604646611792	-0.1999429915999057	0.09281812565168794	-0.8028564287069443
ADRA1D	Coupled	Not-coupled	-	-	Adrenoceptors	classA	-6.174874798997049	18.811358495232582	-0.16090525171054143	4.519315055090164	-2.59247866314448	1.3116285781496029	-2.83089951050741	-3.2581179241046017	-1.7301674486398986	-4.123402526544338	2.404781954594488	2.592337796116664	1.0403776166830379	2.2215238311743817	2.8735535070618137	-2.3856783910006323	0.8022733622678679	1.4936742716133238	0.4644538227488788	-0.9743803573547274	-0.1815423678405855	2.006762208041354	0.41774458572572964	0.4257879170082335	-0.3729599825607692	0.31377955540392605	0.08650198074364557	-2.540586224581444	-0.41292525044046446	2.484491282800744	-0.7596992123079453	0.9785448637247476	-0.23194072069102403	0.34955416875450274
ADRA2A	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-1.4358602126889777	16.469768418797273	-1.0766312458637797	4.7985575740455975	-1.6897053704649923	-1.7944589966902407	-2.9332885910927766	-3.508541016737633	0.9930739889831682	-2.268108959856642	1.9047046383511619	-0.3062870174944943	0.16633130307924976	0.7826574305351125	2.2641362192415446	-0.8179023197341443	0.9673814744331812	-0.17494995454169984	0.13958255883197357	-1.0810401188320353	-1.8681975176821686	1.7834895908292345	1.5361706266837978	0.1988694873418795	-0.3858166566688216	-0.7628481854542148	0.35790138319383036	-2.176425557283398	-0.3023849745651255	2.970299642892575	-1.2000213574292398	1.185732772990019	-1.083908100331443	-0.06849007498493768
ADRA2B	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-3.6905139777372313	16.501194486508382	-2.037742113831681	2.291542033418983	3.7119648487392007	2.2409956950666503	-5.398360032920932	2.263136700611868	-3.1201264249498255	-1.538125085183715	0.3589085102810281	1.8892883377554621	1.5847664738443188	1.6763343562683486	1.5192695574667936	0.22636056188852588	-0.5124984467354884	-0.02316598846077386	-0.2804074763228697	0.7551708199902575	-1.0484990825716038	0.3049870521612813	2.555371682355624	0.5938309931423759	0.5662699380603381	1.5283038414450145	-1.6192813519009808	-1.3341004711093702	0.9482157336204468	0.819297627159374	-1.0920653295078777	0.4042348700012312	-0.30738797577856913	-0.22331653609141694
