Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31
ADCYAP1R1	Not-coupled	-	-	-	VIP and PACAP receptors	classB	-1.8491057974084504	-4.091600054818013	-3.1876362116340298	1.4670215645552747	0.1280517076687307	-4.475662264644761	-0.9038662017513523	-2.978680191940296	-0.420582729297001	1.6659948764742902	-3.6475423454923197	1.6039646190430112	-0.005923483701507163	1.666536429913348	2.02346140071084	-0.9354564367328326	0.9583440626218396	-1.9491936277604638	2.3403330910641995	0.5264568109332192	0.27927502139002575	-0.9374695479646543	-1.0911459325211512	-2.1796882274527234	-0.7130924107444547	0.5201120898030017	0.427973621609571	1.4159348793167565	-0.8620289884492733	2.0638121646283802	0.9822042662263689
ADORA1	Coupled	-	Coupled	-	Adenosine receptors	classA	7.272498020116251	4.8665822229714575	-2.315347429139128	-1.9219509229957938	3.1536123343474607	1.1858653221149207	-6.07695795462578	-0.6806017221214116	1.9545661909605176	0.8933650250012776	-2.0580616421988562	0.4314031590853192	0.9170225721115273	1.8001793793087368	0.7001295894331772	-1.1816074981862403	1.2041982962719833	-1.0358216276722396	0.4562531279310646	-0.6888677346607657	-1.116523703941139	-0.8229788776135077	0.3884843335921729	-0.4762421696023595	0.4123061210038656	-0.24385757053362772	0.6904327378166367	0.7997542363348263	-0.6378877715244419	0.04887959757864522	0.09403768895738707
ADORA2A	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	-0.41378675721510666	-4.061783719853987	-5.179170731571802	-0.19864049663027206	-1.3321279308450498	-3.212131911296566	-2.9761008328087106	-2.282757904088962	2.7613570630631314	1.889314950572938	-0.7928948546370448	-2.432424796699954	0.8580091236284034	1.2732268240480114	0.961701499711177	-1.3354345404046892	1.3123113279072796	0.22762851301228973	0.16996589426035935	-0.886520703685141	1.0150157259889347	-1.1417969096186331	0.8633593305901095	-2.2922838578107605	0.5374004063559791	0.1464378463332837	1.2911702630939357	-0.5683768327271977	-0.6354571192415223	0.5554701111255195	-0.018799734072626372
ADORA2B	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	0.47182380499429105	-8.0574923343183	-5.218278794113651	2.869242930084409	-0.6105594568495568	-5.781349135939109	-1.5455999465678552	-2.5694182628305913	1.4860585010703602	-1.1657447871654008	-2.2298915588887738	2.3448964159875874	0.9460020878923231	2.2463579866215153	2.0137765614787035	-0.5486388345804001	-1.200495865004278	-0.6776157903330784	1.425452022950199	1.5295508822467552	0.8955254461092668	-0.13201926785061613	-1.54341728519034	0.11860565304170105	-0.8748114931172597	-0.8385147088875096	-0.4496149771356025	-0.6750010462956865	-0.7802064736375859	1.26860403072321	1.1241246940454925
ADORA3	Coupled	-	Coupled	-	Adenosine receptors	classA	1.8868908767141606	10.083127599605994	-2.7426806516737985	-0.25937863009640955	0.22258450589481696	0.5120908343113394	-5.023117609377986	1.5919787943498453	1.0017259269955117	1.0362227009848692	0.16639443031766532	-0.5195625823394389	0.6961047351419649	1.3094296524426339	-1.9518553304684274	-1.0423485342556256	-0.9050735354691256	-1.6280100780751892	-1.7352333493018988	-0.5299926857725877	0.8657756621827847	-0.8136144202301139	1.5645906839832244	0.7005129647396213	0.23571739458507204	2.1836822640918556	-1.0518888583415553	2.4982008049470057	0.888736998518369	0.4566261159158425	2.05319655735653
ADRA1A	Not-coupled	-	Not-coupled	-	Adrenoceptors	classA	6.001089499297289	15.169516781882997	-0.6983658208255741	-2.488333091769203	1.7004266895316265	3.280241320947745	-4.326601933813128	0.6868547842088755	1.272400856635716	-0.4989638350247962	-0.4266576391332271	-0.19558649662022512	1.6017201516932893	0.5811992800207831	-1.670438200653486	-0.44205330722195996	-0.8006383051216419	-0.3655005999415077	-0.9057801369789578	0.9598645807364905	-0.6290451504374437	-0.11464809779011992	0.8722119348285349	1.3812190897255245	0.14475257733101363	2.7177392173383987	-0.7940289217608771	2.2945493778993384	-0.42575338678574026	1.3917184605472221	1.4130911859662918
ADRA1B	Not-coupled	-	-	-	Adrenoceptors	classA	19.206176210764404	15.655194323554463	-2.7173081053890775	-5.810458631866786	0.7119371394405914	5.686245407746301	1.681148821167224	-4.740902639864587	5.168587818874529	-2.2022543788200264	-0.848413014332355	0.08317717255950102	3.1460438810629183	1.3941572529169008	-1.018131375309184	0.7979463377113792	-0.590524028842971	-1.2464934790216406	-1.3571026387225809	-0.6702362365817379	0.08962433889189536	-1.8033943860250776	0.6938941427345924	0.5207462619292567	-0.07353619123560577	1.7295654334402597	-0.32871702386899043	1.8716516688899298	0.21988796553010312	1.1296507607475736	0.25318929924172257
ADRA1D	Not-coupled	-	-	-	Adrenoceptors	classA	-10.22062897434342	17.600449198928867	3.7392578511934316	-4.2623697533600655	-2.913398536092756	-0.37446389832857596	3.5774201537172283	5.113031449635189	1.0846871595097216	-1.9390231338415658	-4.187810545929132	0.9958542650374997	0.5669772194949345	1.2103222630920634	-2.8887109742654706	-1.351588155843651	0.3239709113153194	1.5848833593284242	1.328409005412434	-0.7387354844716186	-1.3253966678070495	1.1132079652801838	0.345406578634955	0.4998828151633798	-0.6424498609822688	0.02143280632765188	1.504004913237375	-1.9379929012127795	-0.19303526365587176	3.489457858432339	-0.45768360077613496
ADRA2A	Coupled	-	Coupled	-	Adrenoceptors	classA	-8.370758612970008	16.46695412898908	2.7610547637857423	-4.130398276896134	-1.7313263003295865	-3.645219897862526	1.9767475960415761	4.339905637261319	0.5883204964217953	0.9152744907532876	-1.5224486582512053	1.5682120565234439	0.2937051782586454	0.2570316902849124	-2.1750481887616218	-0.07912769248864325	-0.1983265104053757	0.31963772951475217	0.7509351271334322	-1.2719228135865306	-1.5589860488914746	-0.665966452410753	0.5627667834163372	0.16680294770691365	-0.43205774854771056	-0.7920367094538526	2.4543967627210055	-1.2788279083546006	0.05720742677705344	3.33915547469553	-0.8778189056343951
ADRA2B	Coupled	-	Coupled	-	Adrenoceptors	classA	-9.608248368097515	16.97534171643286	0.34336486474498235	-2.8178926239118294	1.4111293559655536	-1.1044949235683066	7.572400698797397	-1.4501498250017968	2.1761833761306573	-2.1920429957533303	-2.202394516363446	-0.42135876192715194	1.443786260923218	-0.14147538207631044	-1.1416912818747833	0.9406842354077837	0.5035219971960725	-1.066157193640256	-0.26512402802254803	-0.4426940854876043	-2.3888034704641967	-0.5945075263162403	1.817234353942198	1.8219606855655477	0.47846453675214023	0.010858614984468763	-0.7080265059517683	-2.289400289047495	-1.2464116402421608	1.0349270771073673	-0.7775883503848023
