Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21
ADCYAP1R1	Coupled	-	-	-	VIP and PACAP receptors	classB	-38.7232750079852	17.25140873874977	-20.86384649262155	-40.097521868412095	-40.88720251910004	12.12398829301613	18.36261001714608	-3.904232478986418	11.141963297592769	16.715146024936907	8.299904993237291	-10.297143275194863	8.843171334544325	-1.6925588070093365	-10.286946509625695	1.0353862873317294	-12.564649350411532	13.63457787376904	0.18879453823993259	-6.524103164189908	-11.13663805594535
ADORA1	Coupled	-	Coupled	-	Adenosine receptors	classA	-49.52353104829524	25.800808724631825	9.295216501650481	-14.902515843305011	-22.43444276235949	-2.4564060591796713	0.07185340825042309	10.87668751078772	12.56067909516334	10.847296672509561	5.4575284076941335	-25.556338634343366	1.1305504553135612	7.863924997960192	-16.89751831954584	-4.097518384782563	-2.804239484443176	12.17760025236679	0.11573359603398735	-8.260602273803654	-4.087673231235859
ADORA2A	Coupled	-	Not-coupled	-	Adenosine receptors	classA	-39.61201373699627	18.00253857592389	-16.878077752634493	-25.012199284840317	-48.428637265261194	16.137334871266646	3.4252217710847037	-13.218568721702555	11.3104738975446	22.442951098781677	7.406051734016824	-14.722552058721202	2.30019276450038	0.4799659418039898	-12.564888622194163	-1.221470234916142	-13.085543801730292	13.049780593372647	-0.7511138926428926	-9.219968023560659	-4.953916005857355
ADORA2B	Coupled	-	Not-coupled	-	Adenosine receptors	classA	-41.67380665563634	16.245018164527576	-49.6638194011845	-40.64896908018587	-40.6166536091646	13.852936027834769	6.621052025850706	-8.943913871140923	10.31131917620242	8.732726379099956	11.500039652954415	-6.984633602789063	9.061567379617784	-1.9336256252184854	-13.060761105635672	-2.8203386408477322	-9.720687008003441	8.994108000963838	-0.756918278992974	-7.79247815784829	-8.967689867534979
ADORA3	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	-65.07719353820147	3.83127647205761	0.4765644881859101	31.7131517631515	-6.924185113432109	-0.96612413179134	-6.422272722219731	3.9951210128111985	-8.314762047537778	-3.8313428046842524	-8.746640808548243	-14.004776094702184	-11.523557832950697	11.019665248232355	-8.220961136193603	0.36098531603000594	7.081217503371629	5.1414848388736525	4.841685170780408	2.8447721505153507	-1.7103289159645156
ADRA1A	Coupled	-	Not-coupled	-	Adrenoceptors	classA	-61.868935577038926	-1.1160448807164143	23.144171130870387	26.72307017682661	1.1947784218350357	-16.447986217477414	-6.0242582473233135	10.961277419796447	-4.182627633079515	-8.111964388182484	-5.631843215275628	-4.740249139598489	-11.27267858747202	6.995581747582141	-4.728290388705511	-2.983816571482389	2.31951541424113	-0.9693047453171458	8.80522591331095	4.644438559599733	-0.034524813638185256
ADRA1B	Coupled	-	-	-	Adrenoceptors	classA	-54.16040751586792	8.298955975506496	44.59445300208679	25.068305056955555	2.9615416167713233	-24.96010355254799	-25.73979099772627	8.35215069705057	2.8279224453687015	-4.757667586095089	11.690383609256541	-5.2096857524463775	-5.598439942653825	1.036936359453424	-2.648217765482671	-1.3975620483095976	0.12910503441975854	-2.6938967265765514	7.76064371630179	1.7887241758086816	1.7005831881569295
ADRA1D	Coupled	-	-	-	Adrenoceptors	classA	-55.10776153625374	2.5516491228331364	45.234696709658024	46.84909052299154	-20.50733736137549	-1.9895514266964647	-7.484152501960547	0.7835378136547925	6.4424291527521	5.837212697793686	7.209692639869424	0.4352612276014596	2.201694835317918	0.8019945900363217	18.183631802016485	4.94515418224604	4.809964219403984	7.282914409655546	19.84216048783344	-9.236978116403346	4.1671143231341246
ADRA2A	Not-coupled	-	Coupled	-	Adrenoceptors	classA	-52.765457107493	0.030619702081121417	44.039089447174646	44.99807909562066	-24.62572868088528	0.5838572762723486	-2.1834075816028653	-2.735870968980442	0.32383495037622034	6.867982439070306	4.149336326514773	-6.674247558586684	9.595406679604753	8.053869782136939	12.660160083372354	1.8461135098067476	10.106774081860035	11.280014541111122	20.675566211545227	-7.804502504763599	3.6183608454275773
ADRA2B	Not-coupled	-	Coupled	-	Adrenoceptors	classA	-53.398240144965	-13.917470559952003	41.690379096090496	36.40068310871485	-20.802793053571456	0.15711690719765029	-10.882033843059098	-13.800205261963423	4.102686017303162	11.262070540288146	25.69703926064449	0.9297254086286225	5.588899903916331	-1.562336511419788	22.565020519669787	-1.6223151413401622	-4.084059432311498	0.33255397186181734	19.361547720820585	-7.961779677593421	7.4181295892888475
ADRA2C	Not-coupled	-	Coupled	-	Adrenoceptors	classA	-54.980382450439386	4.50469157137066	50.676420507440326	22.720656804303655	-13.686331521481225	-16.821842910284754	-13.64386083194057	-10.670842634615786	-2.854741919019679	3.509400670683823	17.55421280366897	0.0666715939262092	-3.7863945223214226	-0.011189762571275394	-7.069967171306955	0.25590373759750573	-13.32946042922251	-5.104019781686616	-5.33650828773672	14.517703218483325	4.209122382066014
ADRB1	Not-coupled	-	Coupled	-	Adrenoceptors	classA	-62.91315334911411	-1.5381985961348996	0.3746608056309041	27.508445367127372	-18.30228952426741	3.6159895829993256	6.011024921407086	-0.8303927478664918	-5.5311801607184155	-2.529310526846882	-7.920815923651079	-5.446285446362334	-14.763236681186028	4.180929387218102	-15.733041150927072	9.535268030551437	-2.4844222143628234	1.9156721951094444	-5.669068472917724	11.916295796310546	-8.260908236454728
ADRB2	Not-coupled	-	Coupled	-	Adrenoceptors	classA	-37.655978504827175	8.839950065589267	64.80661224678866	5.214095610862322	-32.61569771780539	-5.422528554957584	-6.431464403914302	-16.549222093263708	-5.162158165986175	1.8005961342605674	0.485215211508474	3.959561481416129	-5.829312531740355	-0.1262955821838368	-15.323733771686578	3.797603426523124	-8.731764221677079	0.7889687014730505	-13.68654827957446	15.601662078513586	-0.07014968444290706
ADRB3	Not-coupled	-	-	-	Adrenoceptors	classA	45.33425767017708	-48.455862525539935	-36.858505932930406	-7.871100666741467	-6.138291227052947	12.852057237768827	-10.167081755557328	0.9296494441139135	-9.997597534184305	-18.22494974981457	1.3400554387442125	-13.530387013162825	7.361198980962172	-2.439077239247275	5.289913388888216	5.412432849039784	5.582884330895466	7.4209312085110595	4.860373019977008	5.357873549926338	0.3332245306405876
AGTR1	Coupled	-	Coupled	-	Angiotensin receptors	classA	37.809154027423276	-46.09346089740036	-5.52995417761994	-9.596593597860236	-5.303645149614316	0.9347774807646557	3.2114112790639777	7.234320249176507	-2.1032381637820516	-16.960104638456077	-2.7356267749809287	-10.84867507197599	1.0067549761821775	3.001523037926323	3.2455982853859475	5.841814065730603	1.4830347862477304	1.9180191795484844	3.12625457093313	1.7316302860962465	-0.6806560960121928
APLNR	Not-coupled	-	Coupled	-	Apelin receptor	classA	-10.649666297133162	-11.290971593818686	7.015737044261039	-7.675927429984737	36.45240799394568	24.77681203470014	6.115053738442304	-7.710215921111304	8.465479577708772	-15.346653882358483	14.505533205252583	9.743961162683341	-17.36710278239624	12.969074581379491	9.729230225473735	-1.075453424835627	4.674274781730668	6.177901365579903	-11.700422914490026	-7.743021771510436	-3.574305543764624
AVPR1A	Coupled	-	Coupled	-	Vasopressin and oxytocin receptors	classA	-7.227199731449557	-3.344875849010889	25.711265053464466	-11.005167371636722	37.312463078584656	16.938922277798152	3.6039150527272605	-7.7563744563380475	1.1954685823515492	-21.108727542506593	5.8269454562527345	9.479238101817343	-10.017376677796198	15.999374542762588	-3.3787952527809617	-2.2177434966845717	8.109359190464676	8.387493641569824	-13.386610190468538	-10.763654059214975	2.7190158467041377
