Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36
ADCYAP1R1	Not-coupled	-	-	-	VIP and PACAP receptors	classB	-6.687486611426128	-3.928512449005286	-1.73021034322028	-2.5401799257803477	1.4974441383710644	2.206360376546423	1.064687239475291	-0.946832891675765	4.583763699953664	-2.967890190897874	0.8025768110499596	0.0407133187906504	0.6921225535059297	2.42864201798624	0.5215444627531296	0.12237607028133585	-2.840548900285443	-0.24247079160196708	1.4678147961583292	1.3597599066155042	-1.2733631079032233	-2.2579521085716023	1.0735203061650094	-1.590382433751541	1.4394023104810856	-0.20686019388299637	0.5970919242812648	-0.8818937777148695	-1.3636365081709443	-0.3559856979503917	-1.4278589991948165	0.5366276134560553	2.464608589978822	-1.4406822888665105	-0.4321907521323206	-0.6883340764761144
ADORA1	Coupled	-	Coupled	-	Adenosine receptors	classA	-1.6769951589424557	3.2229263522306417	-0.7379528317122851	-1.132665237985175	1.4682912852362724	1.593177034044084	1.1029999325870683	-0.2770557950656487	3.366991580827687	2.9996899404993878	-1.6516434483219609	1.4712124218318916	-0.9097334481021955	2.9255494558365065	-0.3760602811007365	-0.3520441139864884	-1.972598865823486	-1.41592179972332	1.1396228120161052	0.915695623601444	-0.15025110493175592	-0.7398244189605294	0.362270501625043	-1.6103548715951341	2.0930715143496395	-0.07516558939580041	0.006110377898070936	1.1900901671992425	1.0042567248104226	-2.3631499274070182	-0.7105015968103434	-0.8753313073029265	1.252604556217552	-0.6123097344982278	0.08723210431024485	0.17524213113485473
ADORA2A	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	-1.7814568610980923	-2.646511034080801	-2.8713867097899217	-2.8798588490476558	3.087371122915674	0.5438073406864924	4.095284438035168	0.008101463879029653	0.8365392067411882	1.8506958320142244	0.683713027694898	0.9647186569118772	-0.791078483846697	2.8100518628657607	-1.0343299029123045	0.396725095547783	-1.4461351188371423	-0.13330290017377902	0.27665410664126955	1.4579410665075885	-0.9568500573679227	-0.6099656019599928	0.2716640968797723	-2.1476575983962602	0.13424514831277565	-0.03263540147811692	1.8876741036887021	-0.19351241075379258	2.7089982372661074	-2.0222050195012122	0.7251341250670584	-0.9164349253135846	0.9686379682501479	-0.16377132714496817	-1.656637223018663	-0.3054950409366901
ADORA2B	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	-3.832432004903144	-6.947589986336329	-3.382434297029346	-4.18781891157368	3.7856368515754153	2.3236167618562287	2.1175944164909284	-0.5178263557033543	3.1436759065506377	-2.8052866039566866	-2.0321334892045466	0.4796104812294373	-0.6282377813783769	0.2538436222401172	-0.008553487611833546	-3.401726731540271	-0.5863125350100492	-0.7271504271342204	0.20060836674054763	0.004232590360109134	-1.85543270135733	-0.9425220765154261	0.8902172906246488	0.06768468230815725	1.366351387492869	-0.08508884009366513	0.7792849510614955	-1.903927624843805	-1.3818349309360063	-0.945604761867854	-0.6664035072973266	1.2325086764941064	-0.4778181168433105	-1.4301686257242923	-1.1065014953641923	-0.5030547535575842
ADORA3	Coupled	-	Coupled	-	Adenosine receptors	classA	4.921319309683343	3.754917522306459	-3.033196423731763	-0.679646666659202	0.637310827600719	1.6097567175342706	-0.328346296898009	-2.2428828176995355	1.4592722357006604	3.748769127689502	0.12582357370691447	2.5152803613959174	-0.4333262074881453	0.6891242835941163	-0.5361659899827665	0.6902644708120627	-0.8877586144132054	-0.7912303728209252	1.844005269405751	0.9854815982395118	1.5223946812615734	-1.152901435806163	-0.9307191115834341	1.6563356629867296	-0.09536972155397466	0.17246511358580274	0.6839535760265189	1.0053064631567985	-0.9508637909475226	0.7479981860852115	0.5440936188644736	1.2864361282591785	0.41171397452916725	0.4873951300712189	-1.000014522991762	0.6070089764863549
ADRA1A	Not-coupled	-	Not-coupled	-	Adrenoceptors	classA	3.800158532652591	8.963391773281092	-1.268166703164863	-0.35205493705328933	-0.22740735276039373	1.255837124008044	-0.32064736994393117	-0.2537290787481259	0.25489088287618905	3.4837459506117003	-0.36956357280475344	1.4695059556564223	-0.9245543365433023	0.5830786589974633	-0.2543719537437824	-0.9352991431663082	-1.4267446848460534	0.0965588885644889	1.304744500944958	0.5864447266595324	1.0817877453741855	-0.8921780310586058	0.2732836940112722	1.1673248444217659	1.3845204586856028	2.101155696628106	-0.6570745691469461	1.6046049237919584	-0.6058694690556912	0.8888062567522239	-0.6398940981200402	0.6837794589452778	0.43537781751489435	0.46376641261110946	0.061795228177696025	0.3667983485896432
ADRA1B	Not-coupled	-	-	-	Adrenoceptors	classA	14.065275884574568	9.901762795769544	1.3320812768812615	-4.431109931440029	-3.9269025271941804	2.9986277377670034	2.2165673430729322	3.7929992996583315	-1.5012691189867282	1.7558004397135907	-1.136376077505872	1.4796094779837021	-2.7526078621600067	-0.6721705207108889	-1.9026796592972006	-1.0455371873102175	-1.9003092843651608	2.3527416158013654	1.848668576756183	2.4823545599269714	2.4135089138953147	0.3995978012423175	0.01723303766568124	0.7017639406714877	0.6165966247406052	2.145182553947353	1.192665263535912	0.24299192409890094	-2.2486553809455883	0.2838343117821394	0.023335863201768996	0.1953680254174796	-1.3020376938757623	1.1763529663711743	-0.8619148261744409	0.4777005696295008
ADRA1D	Not-coupled	-	-	-	Adrenoceptors	classA	1.0884153358240478	13.537483176809898	1.0697287163276918	-0.26027494878254154	-2.461737248823561	3.185819732386392	-1.6759294081704532	-4.446060972068815	0.5238030450697638	-2.162184117013072	-1.7297538888495585	-0.4217424328151759	-4.146904998826637	0.9209489686616903	1.6483238648570213	0.9946002004445862	0.05752053671858786	2.8608039502135303	-0.8079311296397802	0.3005906553432344	0.5586672328416498	0.7366700596218824	1.2497766879579142	0.17885472703785146	0.04839844999175867	1.1565164953589346	-0.8404628553899172	0.25872609805781016	1.7924817994531395	1.8424221578091582	0.07676844192491018	-0.7250666610911903	-0.4049821090621761	-2.755730448491539	0.6011565122496649	-0.40164663397545924
ADRA2A	Coupled	-	Coupled	-	Adrenoceptors	classA	1.5436576770988137	11.33629890346778	0.9801999034436645	1.1184362373227659	0.3534474170685364	-0.20758407350423522	-1.2764600493486187	-4.526073151452656	0.7248391152721595	-1.855136388596027	-0.7228256891328289	0.21094477555403804	-2.1462342225291744	-0.5594067900126696	0.7730740115344311	1.9170256135771646	0.11412994672856668	0.6760295214121623	1.6950837239074772	1.416360448462406	2.121462795460572	-0.8842072858518912	1.7608941096136022	0.8081472798588449	1.4125610546696228	0.5487237817761145	-2.2114116657811165	0.4747726729810602	3.2231681072631586	1.2153062710255131	0.37889940339506323	-0.6706088083544341	-0.20689893246535246	-2.043876506426683	1.3758818432292765	-0.5268290506976909
ADRA2B	Coupled	-	Coupled	-	Adrenoceptors	classA	3.565838704110224	11.481908294386038	1.6893932223618733	-4.020507257724614	-3.98863511719232	0.6082109492481338	1.1905199980668228	0.3296380110059208	-0.35269629767407007	-2.565015498568593	-1.4153954254199828	-1.7244089086544503	-3.4818240517667194	0.048878208376236756	-0.411546011346663	-0.9524455969354242	-1.2649994508730562	1.5928491437956647	-1.3158495881032057	0.1690518766486849	3.1738262449538914	0.8834563435305713	-1.0053611943570442	0.7556999592613087	-1.278894270935231	-0.3985596229260611	0.20350910341689193	-0.543462886830343	-0.12659287601784527	0.24309382548143052	-0.16302826148622235	0.3583511952155071	-1.2869955035764333	-1.411059199438736	0.43795993696955643	-2.1550323147966215
