Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
ADCYAP1R1	Not-coupled	-	-	-	VIP and PACAP receptors	classB	-24.795788320488892	5.419071730485095	5.887775955200918	-3.8008090291140877	5.893916670547663	0.2682926824562085	-0.3587442646624078	2.815685936375849	-4.096148820322961	-1.4227437182748828	1.5358065356373651	4.703599176438469	2.1361086055739946	-1.0693568674660077	0.49726096748456333	2.6361621549031646	-1.6890388849335145	-0.7168035099301822	-0.43788832701347613	0.10125585668961783
ADORA1	Coupled	-	Coupled	-	Adenosine receptors	classA	6.590373103818353	3.3485207346513453	-1.4142839690924376	-2.3189179976122736	3.1215427145137737	-8.482354786866157	-5.168766308282314	0.5649565954091251	-0.6137050833719924	-3.0036617156477763	3.2633123365789447	4.457580450808978	1.3747118881480795	-2.0434508422076414	0.9500701459166596	1.4298132562289914	-1.2557428970689497	0.302391104757792	0.6390983022286825	-0.3350796282824791
ADORA2A	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	-31.230792858291856	9.452059121700273	3.2051381988022856	-4.468867440239095	4.45680944630536	-3.408567374635424	-3.475189615567278	2.7888020216244946	-0.2551524873677738	-1.2739081601705031	3.3629025891933066	2.7818240480653387	3.3046416719325844	-2.724498682443718	0.5390449176445046	1.9007703062034806	0.08137476652805237	-0.12791834501574245	0.465055541603004	-0.11212341215599167
ADORA2B	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	-30.91207458642744	3.550972794504934	8.452835690052991	-6.7483144080256725	5.014755899039331	1.1891545811889654	-1.9381667648482055	2.609493027277129	-2.1397804617175353	-4.050766803558113	-0.8105044024008983	3.3987322694922866	-0.5822747982693498	-0.2619133811118147	0.015628944936667014	3.2891470084940595	-1.8553818160040532	-1.8032757254883853	-1.8436860655239697	-0.9203900852811816
ADORA3	Coupled	-	Not-coupled	-	Adenosine receptors	classA	14.36627045990587	8.417460132751858	0.8396826678004694	-3.2666559061661644	0.4389328030332723	-4.837037629411549	-4.898336231180944	-4.02872202015451	0.06185832524467611	-0.7598378069496506	3.7600030564624585	2.4990539474655145	-2.4501446588067806	-0.9091527266178095	-0.5294807851708841	-0.09759631465950634	1.179966673122823	1.3240684291857092	-0.8601740619106181	-2.524276376093626
ADRA1A	Not-coupled	-	Not-coupled	-	Adrenoceptors	classA	29.34831510073866	8.1251773415454	-3.7059742399376967	0.4305283895322251	0.38242252237424196	-7.372941143354893	-4.32407387092659	-1.2586928940335746	1.2643795046337276	-0.9302966856738291	3.2096063079257213	1.5810935246573306	-2.847947947036562	-0.22969483434923083	-1.7291137787892361	-1.1635775882145367	0.22107711144683503	0.3853591790178498	0.39438618347251675	-2.042802679253169
ADRA1B	Not-coupled	-	-	-	Adrenoceptors	classA	35.206780406918355	7.142613801984794	-7.140224606860674	2.43674733963813	0.5442286113525441	-5.639338776053505	-0.6372676796988851	7.298544978445163	1.4258483937490942	-5.141224106040885	1.1382556225936111	2.6204404466844498	-1.964072343270409	-0.1075507497786757	-2.0591107497645513	-0.2930448031091366	1.491711008281638	1.0002847410415818	1.2120513734159095	-2.45870319624013
ADRA1D	Not-coupled	-	-	-	Adrenoceptors	classA	24.450331726880563	14.96697169958655	-6.227891385685152	3.6626482771202524	1.5156934357052947	4.129200129770766	3.9128186042860187	-0.9424072421926057	5.167254716877953	1.685842086492028	-2.2594597204812437	1.6995340165789226	-0.4717055195467	0.34804478859348636	3.9537150933128777	-2.4474575501415954	-0.6817205341287428	-3.683004817312448	1.3730667985108194	0.8571363792482316
ADRA2A	Coupled	-	Coupled	-	Adrenoceptors	classA	23.46612897100229	13.537091848855546	-4.902655799482759	1.0290077852284412	5.9495076201635815	4.147846607968869	3.9658425004859947	-4.985284708336444	2.3437744338757587	-0.031709751432665086	-1.9090830899507707	3.7297259533790026	-0.881961787590842	-0.592568112722982	2.350788131885538	-1.7945377868749097	0.2890894580313344	-2.801269994522422	1.9303784312065233	1.0072917414323166
ADRA2B	Coupled	-	Coupled	-	Adrenoceptors	classA	16.35540696819466	18.40769961739042	-5.3295800224070655	3.5127422121313576	3.621101567723273	3.464249043362706	5.569475234285356	5.7374385799535785	3.1252304815820304	1.3429391101091543	-3.2971883246135314	0.8411506788171688	-2.1822280758558708	1.368748403440126	1.3868156362705855	0.53888837837475	-1.0553649245294365	-1.4209077839727102	3.8339513598068464	-2.182853451307491
