Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29
ADCYAP1R1	Coupled	Coupled	-	-	VIP and PACAP receptors	classB	0.03190747649358049	3.4144117935814005	-1.819227585185692	-3.80997735176429	-0.05535982579833746	0.49266542085345083	-1.5352643200183285	-1.7018179091406256	-0.049738690174336686	1.0116996768859372	0.28563751523105807	-1.0601843409124294	-0.1655483271235469	-0.23390388767034317	-0.5408581605735985	0.8386737405201122	0.2506934944873102	0.7951642053349524	-0.08869162887430769	-0.4065167963517311	-0.9044415716813952	0.9334724628158861	0.25155389878179263	0.28344768402156223	0.5126059972679742	0.10806616715603838	-0.8714766382089508	-0.07948862005553999	-0.03550284209457869
ADORA1	Coupled	Not-coupled	Coupled	-	Adenosine receptors	classA	0.7560465762141736	-1.2872036014218164	0.4776116242294603	-2.880055554663759	-1.5355794170946904	-1.5397535337964803	0.0556636682048492	-0.10492246794718205	0.4849976700641258	0.5057597768604746	-0.3449876559792015	-0.9916697338169075	-0.6631250563408015	-1.176604504823696	-1.5107337660685165	-0.7314469511088966	-0.5091327501641577	-0.933127888231116	0.15604132304740995	0.2722531262767378	1.2016128177759011	0.3871994845715545	1.0248308486524524	0.3077746897009075	0.6365018845856164	0.03598289903091447	0.20009146924248356	-0.5898373508820357	-0.03436068848057697
ADORA2A	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-4.533928934663521	1.0137392664987652	1.0068809682891142	-3.055368698869677	-2.2053112412780815	0.7052936593014764	0.5600151277426603	-0.6895266326091921	0.3219557122450131	1.0342822429956822	-0.9346387363411924	-0.3285625800128274	-0.061832709905339206	-0.40689639388258425	1.0415714007833292	0.25745046114809805	-0.38069689273117396	0.02982673735174827	-0.07244758013583132	0.4087337187390186	1.1280644592411877	0.6584585352077141	0.13971741956270597	0.8480948848002119	-0.2304151195736403	0.6848990022792557	0.09180682575328934	0.2528925798873018	-0.13156174905641996
ADORA2B	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	0.4372212238305811	7.401668783417905	-3.8437621020601664	-0.36770538493928895	-0.9710403971181966	-0.8778036629041864	0.3595929822443649	0.07770926320283342	0.6938155844636211	-0.26814845420408673	0.40936597260984553	-1.5271023120401	0.7267995790207891	0.39252438054438754	0.8574837961183134	0.8107646861788361	-0.007924391638259311	0.6218938548703267	0.6025784677885966	-0.7099256017789011	-0.6831366169501718	0.41831547805180463	0.7746716154737749	1.4872230148627383	0.509682514313553	0.6715515030918724	-0.6505652496620671	0.07667663337642512	0.21960050453645855
ADORA3	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-2.6357760841675404	-3.426762329410054	0.23088303763188475	0.3775811837055384	-1.2751722923531572	-1.3692703986423849	0.43571608690518066	-0.21526648960669892	-1.7542465017339695	-1.0492602718289927	-1.0103511447863762	-1.3673169337192506	0.2241556269437802	-0.9071627949869164	-1.3027569222466528	0.5189267224667511	-1.7138051475341	-1.2365276497006235	0.0885473172215737	0.5243635529460561	-1.0539660493303822	-0.341873363768762	-0.5093649123997604	-0.07558626026212326	1.2865489338134246	-0.0860811090523303	0.6138593901390795	-0.14201572091601494	-0.38523299586682697
ADRA1A	Coupled	Coupled	Not-coupled	-	Adrenoceptors	classA	3.332459504679073	-5.245426019076537	0.3855858847923054	0.24578275576996741	-0.6271927893135854	-1.5749235280311498	0.7088658615057034	0.15506444212221143	-0.887230723836087	0.3135710402130972	0.9174072414802404	-0.9112930501469866	0.40499695021134274	-0.9547934189524419	-1.1015248480862012	0.26508035611101033	-1.998022154105672	0.5003551042495625	-1.3197725080805494	-0.47830506129881395	-0.42872117429784956	0.42457640129144075	0.2209725852093903	-0.07508045480826002	-0.8888586258618193	0.3620110579029193	-0.07582794753793101	0.1169491240888333	0.5393586905780645
ADRA1B	Coupled	Coupled	-	-	Adrenoceptors	classA	5.994817747862415	-5.3384899489169495	1.243681191227537	-0.9515993186686162	-1.9096781699684093	-0.9715748422420417	2.507322572440225	1.260454457148976	-2.591635075931605	-0.32189854869819307	-1.3612305505243087	-2.659986964435908	0.9702869719782857	-0.2925737477689665	0.8630003167581813	0.12646101775255084	0.42854681503331854	0.19355975970311048	-1.5511262880346783	-1.2647634088258288	-0.9875085612461545	0.453675357275656	-1.2157628727083547	0.13830634781672166	-0.67954961586564	0.08634229187410691	-0.9441703353031795	0.7885477944875016	-1.1544932967167483
ADRA1D	Coupled	Coupled	-	-	Adrenoceptors	classA	14.109211977538255	-4.985500616623963	-4.278353413776069	-1.5648723223475516	0.1963005693239709	0.3780867376470866	1.2750935894076318	-0.7683113193467228	-1.3964341771317406	2.1794214421705322	0.9971476275512737	-0.5746446257103592	0.0620241370749969	-0.5652070023124789	-1.0501978984885496	-1.3825654451938885	-0.43103047621376306	-0.669733015080476	0.9191956351381104	-1.2326837348834887	0.6315049817057046	-0.23422793652437202	-0.42729448037318984	-0.07698592506891107	0.07859631590882482	-0.026723393349724615	0.1454104509927184	0.944279091051558	1.0983952418498169
ADRA2A	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	11.766620201464645	-2.697417488805768	-2.4147118394971536	-0.939942213409145	1.316485048536711	-1.2661570660659542	-0.8035637826162607	-0.5984364784602775	-0.6766426571292871	2.8290666306912358	0.7523206258504607	0.010712510025333319	0.3842638420463378	-0.7830880211760153	-0.26651270682268424	-0.5720000877140512	0.20670666322008457	-0.7182543271818301	0.5546251685168535	0.4855372215986399	0.8714826876777112	0.1253420887590698	-1.0146319908903505	0.16301206285810557	1.3403627839766632	-1.40612477884839	-0.8678339094510036	0.20740076408749436	0.8693207609073462
ADRA2B	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	13.926653434530227	-3.1111493526591136	-1.5413396933577241	0.4889371252163733	-0.37841394410358936	0.5307887174637135	3.143392148468612	1.00568903259834	-1.4322992505598418	1.607207204630799	-1.272846960886311	-1.6457418771558148	1.8466863339544952	1.197353706220681	-0.48332322408140305	-0.48081631484054366	1.4446691017754343	-0.09438551437086039	1.044435260970696	0.09547079407126813	0.6591518324000613	0.4302777985839254	-0.5291412201587548	0.10373189432894078	-1.0399724228860583	0.11900251105204689	0.4861891399339613	0.7916609502729293	-0.7027602905657152
