Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37
ADCYAP1R1	-	-	-	-	VIP and PACAP receptors	classB	0.32987354466858315	-4.26761582731259	0.41915057258859323	-1.2333823107931574	2.0868919383962585	2.4314101584105257	-1.6354184005789938	1.4080106850939809	-3.967656876314688	-2.0984590395147955	-1.0358578230578785	1.999851274001407	2.5840559679972417	0.9622537478676334	0.18084159925738236	0.12907971268964855	-0.31917094623974707	-1.2309128872029664	-0.1678341142817055	-1.6811653893506904	-1.5176053082411112	0.8881124897490587	1.5939523665408	-1.3100065295944974	1.5092361333126953	1.9578979676764274	-0.2033585495635768	-0.048521594775194486	0.46910883917114615	1.2629305035668432	-0.7874590159190215	-0.5047730340909822	1.4237292677999642	0.8987305666250636	-2.7381851506240333	-0.2831477589705503	0.10900173040834404
ADORA1	-	-	Not-coupled	-	Adenosine receptors	classA	1.6089195879920677	2.434456284419206	1.3897031634793209	-0.1552837778033225	1.980624376616525	2.935600124795694	-0.7530116167276792	-3.6459721839858283	-1.1689603688375043	-1.983845467513268	-0.9409902496289054	3.291047616656784	1.2163838777429536	2.0936034913834014	0.6638636631696815	-0.633903602972002	1.0864442094916995	-1.0488542500025606	-0.25431007463627286	-0.9344612786561621	-0.16589151628589419	1.820189452782359	1.6320113974449897	-1.0925619476065278	0.2935689582055774	-1.693802336463784	-0.07797340946377293	-0.1088230515148795	0.6626650349819885	0.6660524670634752	-0.5010045596470352	0.9735985146346333	-0.7896054661393813	0.18623051426372264	-0.625464339042259	0.3611870785883135	-0.938203823303926
ADORA2A	-	-	Not-coupled	-	Adenosine receptors	classA	-0.7676929711411238	-4.428961390991361	0.1336648621678572	-1.6075111222788343	3.8721357451987646	2.22011293438351	0.9496130921191193	-0.8233833579208009	0.7599908076406524	-2.5270583965007316	-0.008068644649140951	2.392867296807505	0.2527207105545005	2.0506817771853125	1.3081493102665174	0.08914444039053937	0.3923627769288316	-1.16737317934232	-0.36615630471592386	-1.4793274958885019	0.6457139496220334	-0.4926517471794381	1.1579637018443814	-1.3942802137160588	0.473512196921855	-1.0740497384734613	1.2937068349018155	3.4851744012267964	0.44389311446724866	0.45070416624960635	-0.7410083785526079	-2.5747933690414335	-0.38743641918034505	-0.330427990470604	-1.2605574226250562	-0.16670199204559058	-0.24330615913544396
ADORA2B	-	-	Not-coupled	-	Adenosine receptors	classA	2.6231799661135	-8.180684867817206	-0.6057965194190688	-2.544290753304943	4.800209233049737	3.2017355047596654	-1.7249214185902864	0.3353528119707574	-3.2562302212195045	0.9143995116878498	-1.1136770639462	1.616669584893932	0.24832106400019374	-0.29863819652240653	-2.676077346799659	-0.6765582996266205	0.9728564328805268	-0.32570057388462587	-0.5784068268361187	-1.1339043720752013	-0.45159707103878377	1.3046825169875782	0.23274637369972836	1.1258589989176806	0.028640535637386104	2.2383687997632107	-1.3739280509122234	0.5392899658137861	0.20206211565332757	0.14405618129144054	-0.40821354843393187	-0.9530245719384826	-0.36562598222312337	2.3629585786467087	-1.1037888003995007	-0.31403190342168513	1.9486257250570997
ADORA3	-	-	Not-coupled	-	Adenosine receptors	classA	6.816440635548287	1.8709726432117026	3.7136602719965754	0.7316218481450537	1.1790371613309079	0.8027023606330006	-1.3393149559590098	-3.3789459849404757	0.6793559652678405	-3.1297460688029513	1.0265047651901162	2.1402484107492485	-1.0367149408721943	0.2646509925766535	0.3330196672431956	-0.6032494309307364	-0.5181841364201487	-2.352883862959071	0.5529395460221209	0.05845987655254493	-1.3725982754645967	-0.7110810654888159	-1.1629567740453373	0.5954714604569799	0.5920559501397675	0.004443027086468727	-1.17867615213421	-0.47872377186409926	-1.3257131504100446	0.28945362054817414	-0.6943656691053347	-0.3344323953302509	0.8230784203827295	-0.07834561020243892	0.32378328912424875	0.4439786877766167	-0.40436716483470675
ADRA1A	-	-	Not-coupled	-	Adrenoceptors	classA	0.09778370114150887	6.919993078492757	3.7996444833148852	0.0667902446235313	0.6191982720196023	0.9568945488739411	0.7143435626087219	-3.293438867858094	0.7999011485893994	-1.3204026895494512	1.0383317049569043	1.9177688847365204	-0.20569143491035585	0.029641669381619332	-1.4806409845214954	0.05861525983239698	0.28567427075206464	-1.0590254199323166	-0.060521629258295594	1.1914098741575883	-1.5537317296276174	1.458681268767876	-1.8305722758335339	-0.8077332983287021	1.6290679799802492	0.007850741669730012	-0.3934190422895127	-1.3727358116746802	-1.2554516315506825	0.6656721291448547	-0.4850504023912811	-0.16950229978981873	0.24220495207344644	0.2847574649541064	-1.503519776890088	-0.7372011813237417	-1.6188091800706916
ADRA1B	-	-	-	Coupled	Adrenoceptors	classA	8.766760387752353	9.767472660065161	1.4714676321875542	-4.837403668577691	-0.1966026549088778	4.61119808994301	5.270877060973998	-1.1949586330836561	1.1531512166758522	1.3069369137846947	0.7399532465165277	2.787214116936734	-2.5526290774558866	0.7678341371704039	-0.5081178656253492	2.4396907519384703	0.5998550749648801	-3.5446702606013027	0.14567723693667944	1.4326986564552369	-0.8410106149546055	-1.0221567229828257	-2.322198973085873	-0.8041466235836543	0.09798792565460701	0.28602691932872276	-0.5504122041599903	-1.3677159579931426	-1.8962718262140912	-0.3299675576654385	-1.6805980566732588	-1.3525890871399462	-0.6731938892238036	0.9867431812654234	-0.7371463806621906	-0.30476152654885547	0.3963560930793436
ADRA1D	-	-	-	-	Adrenoceptors	classA	-12.570684106192276	11.879405347336036	3.5478395667419047	0.2804225818077981	0.09143751000052482	0.5676145849384767	-4.196500911243879	1.7472765657090519	0.14578202001871207	4.047265095061043	2.138295464373822	3.4108486913350857	0.159002350761832	1.2948344476249076	1.4026935634689333	2.278176558418471	1.124363651268319	1.0766618047555665	1.5108815903392416	1.5998807358597869	1.6117674512665572	1.7044425535027545	-0.430412003753125	-1.2686170883848997	0.8449973947716694	1.0550440087983421	1.7287785195352119	0.4091927197327704	-1.2280038106358213	0.5551960642994697	0.6897680020174278	1.1854225983509046	0.5247435090387962	0.22060917290153223	0.922900620762602	0.5795089778015682	0.8578244355790282
ADRA2A	-	-	Coupled	-	Adrenoceptors	classA	-13.820956424590815	9.14133984110893	2.2243919816434685	1.6807087280573056	1.366082692241607	-2.5954951221116045	-3.924592873570661	1.5810513443618586	-0.05136035482570836	1.24981212481854	0.49909537522639635	0.8906637034040082	-1.3988467954007664	1.5458088567812136	1.5559409164465128	0.6368339510294548	0.036946015265914324	-1.1678761340064905	1.891984833839537	1.650039031817333	0.5890828798583457	4.043637602826334	0.963973887993707	-2.652273175977566	2.6388095378614205	-0.798979108421753	2.0040093468950118	1.176221514628399	-0.2756453479180419	0.5286011824137948	0.34869626076443655	0.22513223878882357	1.1692727934907143	0.6598819946063993	0.21786064395832266	0.7426723379540986	1.6188442876719693
ADRA2B	-	-	Coupled	-	Adrenoceptors	classA	-9.059994514065426	10.219725523494532	1.3441158894834024	-4.883323183437567	-0.7843455261375155	1.782952331836134	-0.24048429615768335	2.7128805996842513	0.18612547450946948	4.176801123011038	0.8974942688594499	0.6277661695173543	-0.6756473321905383	1.3305848580433766	0.6477298961041213	0.5697828501648355	3.508384961683564	-1.8708024369806853	0.07776928377785944	2.2405529461811358	0.496930410560249	-1.5626351047438525	0.46581092688681247	0.4873404299761874	0.24103946131338125	0.3712247779396216	-0.2658148298059752	-0.19730218209575376	0.055516389207395184	0.3186768587985888	1.2213924069059965	0.2581538958829178	-0.1898369882626059	0.5673155987546021	0.1912601228710976	0.4641349990769813	0.8654128872781657
