Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18
ADCYAP1R1	Not-coupled	Not-coupled	-	-	VIP and PACAP receptors	classB	-8.934712049827258	-5.543792084710855	-35.48410213546128	13.705367125365633	1.8378375454219962	2.2462838474343725	0.9722666369662984	-4.320777814417954	3.9412500894877303	-0.7167048405512718	-0.010438645834058348	-6.153864644246313	2.4433875442745348	4.647365987168396	5.1086283748774175	-1.6216563958650954	1.2733925359488456	-1.0160330349115196
ADORA1	Coupled	Coupled	Coupled	-	Adenosine receptors	classA	-33.2488999654051	-7.12210324155146	-11.167708252579006	3.613787690702802	-3.6161989932612477	-2.710663555244956	9.859374442713486	-10.962058208771916	-1.899842687857874	-8.844670446539629	-5.6569755654656255	-7.56164596539015	-1.9936608667077587	2.9391640947358635	3.9670979259993455	-1.5162662505950302	2.3444686626565447	-0.3381840581434999
ADORA2A	Not-coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-1.922070155937259	-10.41023529800015	-39.42538174080022	11.967504493047464	4.152590716666638	3.100262921739466	3.764372085754339	-5.935457891683539	2.9590610025530784	-4.91592668842333	-4.527889200489677	-8.326943351419372	-0.5115960705970446	6.801005057783671	2.787095802502015	-2.26290788910499	3.9013883426978095	-0.5924604725632725
ADORA2B	Not-coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-5.182293651386384	-3.2965348604852682	-35.36052715905139	19.532320837636114	0.8620232760537013	3.5082283015376317	-3.4956588600965506	-2.8762988886404717	0.7639254182545492	-3.4253516457291515	-0.09528164788960831	-4.7830292067220705	0.45538658946554955	3.5653809722906504	5.809184209294259	-2.6732147154331054	-1.15632467970648	-0.20554444930832966
ADORA3	Coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-37.464102856978975	-13.064214919721064	3.12401100099164	-4.793453350056597	0.8972868303116135	0.11285155779154464	1.7364938716318796	-8.66324243930249	-6.973989976370371	-2.760755598020917	-6.281899983447763	-3.901710363517902	1.305434953345553	-0.8880654465785912	-2.215792232448861	-5.1441896390017865	-3.4399854643302303	3.239825847950017
ADRA1A	Not-coupled	Not-coupled	Not-coupled	-	Adrenoceptors	classA	-46.521128907269386	-13.39581244810122	14.330528776987832	-9.021834418241756	0.5988931215749784	-2.285287247838197	10.498681862534049	-4.0344058754844845	-4.719071811899325	-5.858581064664187	-6.665977296153196	-3.877390931718784	0.13643392338482535	-3.490027324891033	-0.7194923033688774	-1.280116255041387	-1.905383724464472	1.3104474459362205
ADRA1B	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	-54.048308287656546	-10.418413761705473	22.155496599904115	-12.516257152179445	-2.0126116497222926	-1.6988335531709704	14.304619925255269	4.241238948573254	-0.8350315858087642	-9.535747154456807	-2.6268914141634236	-5.926633598200393	0.17352949779656834	1.9916504040692526	3.8837225944264815	1.186336863958078	-0.8293041657950092	1.9248108911772386
ADRA1D	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	-46.612875099706656	-15.302788446074874	16.10823865073439	-8.527808977220868	6.0697263812067925	0.9742365801742905	6.195353825434196	10.731027026674251	-4.1811826603997675	2.847218617357335	4.95718643236626	-3.2890703789069646	-4.702743221816434	-6.7789191259353005	0.14204705980030008	-0.4854374581196986	8.743899858262845	1.3072795706397506
ADRA2A	Coupled	Coupled	Coupled	-	Adrenoceptors	classA	-44.42032424979611	-16.194521035371395	9.845268932759437	-6.958155998705255	7.659650443715812	3.484451272977964	6.838282425255086	3.286611750029176	-5.868119792662314	4.636800283773699	6.981479231641046	-4.657809119198394	-3.876847350035956	-9.587901399159335	1.6684246425569953	-2.384205549910637	5.158501554383879	1.5335402637381816
ADRA2B	Coupled	Coupled	Coupled	-	Adrenoceptors	classA	-37.10005399372612	-21.41137803641931	9.112041644276063	-7.57554681602487	9.85488409789566	4.21125498212926	8.543945850314362	11.8449393456482	1.2366914646145752	-1.9598291019221796	6.44818718090182	-5.34696311899197	-4.48968286440823	-7.4162527842438175	3.5998981681054114	2.0242994060494133	7.442082314990005	1.628112554808773
