Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17
ADCYAP1R1	Not-coupled	Not-coupled	-	-	VIP and PACAP receptors	classB	0.20282669074871665	2.407679151338904	2.9809002006536813	-1.0223335469848265	0.1477361490321824	0.1042405756770949	0.3860710030787287	-1.2717233005344264	0.4883997749498796	-1.1524631198804665	-0.8267013523974452	0.39877117993758443	-0.5784859235569814	0.9414308042049297	0.28349127030990046	-0.663445860096302	-0.4786850894394562
ADORA1	Not-coupled	Not-coupled	Coupled	-	Adenosine receptors	classA	1.493282022652153	0.021578006095839295	1.9015090011835787	-0.5391718257385871	0.7809739991669841	0.9797053488760336	-1.2705383450690741	-1.3915471360474532	0.6036229432513264	-1.3085141422063429	0.5693040119220966	0.10750619464352543	0.0730255400476301	-0.1948278838968498	-0.8502868212586318	-0.14342294872403777	0.39465921597671577
ADORA2A	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	0.3580848610721712	1.6506326800067104	1.9466545951543435	-1.252988881814295	0.9174289434880841	-0.2827414691735042	-0.8728695548038105	-0.9606121651205856	-0.3364719049895225	-0.12038179408568173	-0.3310389141608169	0.5067005190840642	1.3118473114140268	-0.7457362292780965	-0.20844621830657753	-0.2160590403684036	-0.619797188718336
ADORA2B	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-2.011639653029163	4.402024404727602	0.4891051370222133	0.4006722488993624	0.7699405832817129	0.02390407987307638	-0.15588659647973557	0.19974895923299923	-0.3323082012949824	0.38155784288181943	0.2575430711191552	0.2365800893357305	-0.7191211767703968	0.2159300941351857	1.8918771670246965	-0.8636794158864106	-0.1964234738561061
ADORA3	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-1.7698984765439028	-2.2903565119191867	-1.5198270749073706	-0.0444253785569951	1.5596026836000905	0.30867525772599835	-0.0494539289400869	0.10067045490201906	0.5625574243637234	-1.2161247470412229	0.009529046581699388	-0.8983162359768776	0.8162101786531053	-0.22906938153995268	0.2629954709789834	0.16691415285784747	0.7424016842514114
ADRA1A	Coupled	Coupled	Not-coupled	-	Adrenoceptors	classA	0.8093743435061649	-3.3399303276363423	-0.15379405203559013	0.7221831579732184	0.3263479809678285	1.0221717632217497	-0.21087841066433263	0.49075670078257716	0.7641427709125888	-0.804626565750373	-0.5229832599891663	-1.1495108250190864	0.1496242578788296	-0.36215568289823835	0.5351226900540426	-0.7962230567959552	0.42501204216272026
ADRA1B	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	2.137722361189407	-3.9756915903041787	-0.5476332873800697	-0.4284409012021062	3.0909689119867916	0.4530897269787548	-0.7712485320400028	1.345550938431481	-0.4372382759756836	-1.0107168188803666	0.7056980028826095	-0.378620994989814	0.3466890467773375	0.26107339320822515	1.1586613851807348	0.7312737163422215	0.23457055493678422
ADRA1D	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	1.7790238892768144	-3.7462386261710554	2.6475287034082067	-0.19390919317549538	0.9251820228316737	1.1387339761971338	0.07483815600114423	0.8155517692547261	1.0106352614262741	-1.2126971685760066	0.0067604515230190905	-0.9741263973151697	-0.8722392518866255	-0.6290951826751325	0.04567627747307794	-0.2363580417905111	0.5067350473950629
ADRA2A	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	1.9695321066501528	-2.447246802105049	1.5122378943490373	-0.47699439803823473	-0.6298034303654481	1.6411954502170683	0.15087178105601082	-0.5813760595469767	0.9228676335460875	-0.956381970256907	-0.08930957928362267	-0.7104770731416992	-0.1868092252950028	0.031088998299240642	0.0731382910985396	0.8677984341071565	-0.11803291223404463
ADRA2B	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	3.5488133412881906	-2.6986615393005122	1.4582423988269915	0.35193673434389705	1.8575714961265368	0.37045790846494575	-0.8414558671531618	1.943864147584942	-0.8432837996223649	-1.0394138057362245	0.3415826909275767	-1.1564278178887386	-0.46072554655749626	0.1752903254525795	0.1933345236794109	1.181798905058305	-0.8547297804419927
ADRA2C	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	2.4188697814669933	-3.240386347626779	0.3287617325809246	-0.7060876406709493	0.24824762883111198	-0.7743800861002988	-0.112276811130825	-0.05533621638277628	1.221508093509763	0.09734604538381667	-1.3087517231093573	-0.5634912844172799	-0.7017250307978055	0.8595947091718076	0.7114856092057407	0.06213068407257796	-0.05873730751550939
ADRB1	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-2.3126510202069395	-1.4903820259942606	0.34379251605872496	-0.8972481360975127	0.48234299508312267	1.3016243397462655	-0.84597854026215	-0.2199705795592244	0.04992719983282029	-0.4355898476943625	1.2633040114902039	0.6725058556995506	0.8189864117560977	-0.19881511023935786	-1.0388982046072386	0.4016653910671536	-0.07530425607753453
ADRB2	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	4.301663250116388	-0.9705409648453962	0.22097244019808504	-0.410215889941841	-0.18165286037770978	-1.4966561074622324	0.2552514674678281	0.20895700099100423	1.502517445266738	1.633722231368588	-0.692417396265943	0.4749914402388401	-0.31772123206366265	0.6377036683384786	-0.1046304505167637	0.5484430212325945	0.5351965675738096
ADRB3	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	-1.17129689919353	2.8621159622804533	2.282971104709511	0.960713294650168	-1.206840824626412	0.037709543783127686	0.03917256236237705	0.6350982283048476	0.830332517657497	-0.963870832921283	-0.19442527511149324	-0.27208028294083264	-0.49274930569717745	0.40986736307809535	0.4133372113593985	-0.8040013650869088	-0.10325554648037018
AGTR1	Not-coupled	Not-coupled	Coupled	-	Angiotensin receptors	classA	-0.9878534150954381	-0.7222227321978706	-0.5361405844593075	-1.2072337514224083	0.05898245766308975	0.9309434507209114	-1.2164523271408572	0.7854495813640732	-1.5303101726092385	1.5206531203684968	0.31680832910789486	-0.6934899072363611	-0.18568511287837455	-0.34545981790991553	-0.2057369295164286	-0.28467100756366065	-0.1459263079184861
