Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
ADCYAP1R1	Coupled	Coupled	-	-	VIP and PACAP receptors	classB	-17.791375587918207	-2.8022169102000465	4.015760039215624	-3.3788712140940502	-5.979385463515225	-0.4795290917532227	1.57018829678548	0.8727213190874578	-3.5988522270217063	-0.7019052369454518	0.5345376663242732	1.064293456701371	3.755623592797881	0.33393143814681125	0.23860033451882437	-2.8195811783710543	1.8807434485030385	-0.9015141843471727	0.4779897162511194	-1.8266293931471869
ADORA1	Coupled	Not-coupled	Coupled	-	Adenosine receptors	classA	6.991765066559792	-2.5786498628809382	-1.5449020164882252	-0.8087921848504844	-2.4125441238809504	7.709938014838017	-3.0147617261638926	-0.5786832902047957	-2.7750074986905586	2.741361126036268	2.2055726354318756	0.4421229113147756	3.9485938349235994	0.47158665463937044	0.015337577707021599	-2.0808393947898267	0.21901773677855293	-0.015745325475375677	-0.21130219379552934	-1.0551478809654689
ADORA2A	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-23.09369498014904	-5.8585487143621595	0.8438872642146019	-3.839590195069183	-4.3755721151023055	2.804115691069688	-1.2235248131155507	0.2524729387620355	-1.5804325561722241	2.20520745227821	2.936055147538164	2.4114227325383086	2.542534559475303	2.1093897174156986	-1.5430194310698948	-2.1994808479855377	0.51185460737863	0.8519651963947594	-0.3840861502961284	-0.6779684771622072
ADORA2B	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-23.47776975684226	-0.41188882463606397	5.520111438254975	-5.966334268443655	-5.846495969267394	-1.3708848965642966	-0.34527372638181114	0.796829747503122	-3.2673762365895356	2.5515367201884835	-1.294387318887606	-1.5277328628927882	2.3496262238932513	-0.44065894269161354	0.7474824990392464	-2.8113235299983823	1.9546334212827292	-0.7252349704142677	1.3203896210449455	-1.2755308555745661
ADORA3	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	12.446305454305017	-8.405904546894861	-0.708969873467754	-2.796584721399612	-0.6269404635492991	4.152049873395828	-4.47805031133442	-3.263876495362646	-0.821591494494505	0.28934128190606395	3.4471900173546866	-1.9403252128713775	2.227379748373705	0.6175110289508932	0.30194874266125893	0.6812613682803237	-0.8187234899505064	1.1743921303368072	1.9703884763970692	2.034156073038124
ADRA1A	Not-coupled	Coupled	Not-coupled	-	Adrenoceptors	classA	22.46171002477778	-10.67740492041328	-3.0670221704217675	1.2526301299144158	0.21495061506711785	6.628691801853293	-3.3708206455726972	-0.8972601750150901	-0.8337293805384921	1.9014664584110974	3.234218726781232	-2.4545789184719347	1.1160940715728265	0.27461965088866175	0.8309925692592819	1.2146134569722429	-0.8705215315075834	0.4520247094311428	0.4264077696144588	1.8053507936177464
ADRA1B	Not-coupled	Coupled	-	-	Adrenoceptors	classA	31.3078352423791	-6.885474623618361	-6.573223617169016	3.173304108783869	2.0262681578941537	4.266665056730035	2.292880242111823	3.767051298294597	-3.672944385096713	6.0946085944578465	1.0938201372935192	-0.8510327565391582	2.1243337094088237	1.5416693901907172	1.1417078366773612	1.4719015025342255	0.10673624642239132	2.787065986746372	-0.19171891987449258	1.801001089799844
ADRA1D	Not-coupled	Coupled	-	-	Adrenoceptors	classA	15.684606457789917	-17.197749617548	-5.204080737128159	4.785760139870055	0.06419642491287805	-3.9616682109229706	2.3926530434588087	-0.8554445001839076	5.35834472296159	1.7546771063147089	-3.147767218144206	0.14755440680599974	2.097335956122146	-3.12178458094642	-2.7791225775362625	1.5548606565283432	-1.4498572646038013	-3.6316374893617893	-0.878080028507465	-0.8362349254603229
ADRA2A	Coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	15.633479171058013	-15.216589732894075	-4.7742582433651926	3.336607879584595	-4.450877613014805	-4.035294290043937	1.6941171894852456	-4.470718985012295	3.0643104030235646	0.6075953440712658	-3.5158358273536297	-0.6628345555024862	2.9032858368837933	-1.4201438335593235	-1.9121872834756015	1.8410769489866208	-0.5746879932115347	-2.7544372932462045	-1.9809010654415389	-0.6467302440361121
ADRA2B	Coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	10.280234589225183	-19.799487054405915	-5.346584449341905	4.396422062296017	-1.2831246778015812	-3.1349052132590813	6.77357372512018	4.377746911154518	3.3101534479969197	2.885576037887681	-1.188365545598968	-0.7164120657402187	0.563506970183693	-3.376371757901451	-0.8411078896359064	0.12516612150098047	0.6139346110753345	0.6798525446191144	-2.870967473688776	2.2892293992841592
