Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29
ADCYAP1R1	Coupled	Not-coupled	-	-	VIP and PACAP receptors	classB	-4.201461305181946	-2.288504390810548	-3.733275773487037	0.39771898678136636	0.7099666110626015	-4.376579841127044	-2.1508516920233953	-2.50576992322942	1.5675585927018434	2.313434236248306	1.3382626014100392	2.896213641398151	0.9399261150492746	2.105949957566049	1.0148400489938678	1.338584731728022	-0.28025928183517934	-1.1137323298044939	-1.5343913624143313	1.7075837050334162	-1.6573341204933865	1.156345093906331	1.2399840270581697	-0.7446372361693839	0.5279920954881929	1.0583936539469634	0.9325993333518957	-1.9146653268288913	-0.5214386844512123
ADORA1	Coupled	Not-coupled	Coupled	-	Adenosine receptors	classA	9.498602488757232	-1.4621583155871105	-0.8703432349346202	-1.5796399692161815	-4.7273847148337405	1.6524432436174779	-5.641941463413848	-0.09097593151368756	1.4025633520156315	0.22504832347956769	2.299985171693014	0.6449180968987683	1.304917132743525	1.855682424808121	-0.06206534198454912	1.207528615686262	-0.8888585438408289	-0.5082049152552898	-0.9164759905313375	-0.019587228101450572	-1.4151823604424818	0.3236349820057276	-0.41488336536072473	-0.5787355307168914	0.48033446347768066	-0.21893860595918557	0.46975166820679315	-0.3722260946785921	0.6088675354698209
ADORA2A	Coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-4.592809722564894	-1.851110191292752	-4.3555646300805995	-1.2686095312770356	0.8500653233479901	-2.5133806077322673	-4.5484922920851085	-0.7894998996132543	3.113379043634832	0.9746367554023349	2.904733040086092	-1.380506877432689	-1.0512924549166358	1.1032425273889783	-0.21873723707090795	1.281532173440241	-0.539207573921959	-0.04237390772739345	0.3395988811335057	0.7944364861751269	-1.0819972425021778	-0.30679470493894073	0.11653926737115085	-2.0346027137748206	-0.6905756888770233	-0.34079466234446953	-0.5532532339599264	-1.0025565915178756	0.12924748045633264
ADORA2B	Coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-7.859722923103557	-4.969903613316253	-5.82428795695966	1.285484984537962	1.0968074710010405	-5.359580905799543	-2.9155355356806787	-2.845816148902364	1.7239145591422664	-1.5383593686445183	0.719233775614561	1.7300925195097792	2.5557811722456254	2.093143550138514	1.3273363228938946	0.8178936555545356	1.387739592882833	-0.3966799693540661	-1.5514801446876285	1.0533004007041429	0.16273777078888596	1.6314961754937598	0.945275876390072	0.2934211187764293	-0.7226967561674589	1.0642314322229112	-1.1302701675805087	-0.18245678040813582	-0.24293501638196452
ADORA3	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	10.706376782314072	5.193309082300587	-1.9421695782192605	-0.6430826845689867	-1.424982609880165	1.5688935151781642	-5.167702797682003	1.3827792900410485	-0.3540778278874662	0.21731257294127906	1.4278231650055522	-1.3451666350704299	1.1878598810351677	0.5095842242728063	-1.640240387691052	-1.1898955955204593	1.1241536290164065	-1.4926481733228043	0.8168396681511539	-0.43460948579158337	0.5001939354346876	-0.40935284389963766	-1.0225221058948433	0.3576239734403364	-0.6628991743415865	-0.009702464450580902	2.2579340741794884	-1.6691942456987394	1.271076134817789
ADRA1A	Coupled	Not-coupled	Not-coupled	-	Adrenoceptors	classA	17.546819915455707	6.904834810697999	0.9909214850627509	-1.660826849855242	-3.751560630059317	3.8889701401708474	-3.615120677327168	0.4801043479928294	0.016287918544800935	-0.859283544098218	1.2405235742776564	-1.0238960816923814	1.6517972445514297	0.07308350958599606	-1.0434800645785747	-0.8731813055395352	0.7550638759912637	-0.15707606990637255	-0.5196423736505262	-1.8425479373375748	0.04651525914261117	-0.4223743593255055	-0.3122343334991223	1.693171444147881	-0.8670630092508418	0.43026196512324627	2.2037527599470152	-2.392431878717056	0.5770416635359055
ADRA1B	Coupled	Not-coupled	-	-	Adrenoceptors	classA	26.036001437505437	0.8981006677098704	0.668533580525438	-5.851370590757674	-1.8474728646119642	5.132874475046001	1.7493726219220027	-2.9330805366006483	6.259038724064734	-2.350019146847834	1.4405804774723954	-0.9514505035517455	3.085991049281908	0.3624708751732331	-0.42116087488893517	-1.6574038099060782	0.7932169509084308	-0.4306397158938454	0.9126561388780345	-0.7855812807794686	-1.4060955157580037	0.23368455741614103	0.08206140508417306	0.6312995962195653	-0.5765129161948679	-0.4329910590028106	1.9842987322783696	-1.959861145519209	-0.33621652243759553
ADRA1D	Coupled	Not-coupled	-	-	Adrenoceptors	classA	8.013038210566432	17.96410179876128	4.680051984416485	-2.853154829150156	2.779536386278385	-1.750422729797578	3.7185830021304334	4.651389704411149	-2.187464870131659	-2.3326624514338854	3.15779013925024	2.821572022966863	1.8643741597246866	0.35781554707722824	-2.228609170121435	-0.2263887610213764	-0.6728356982126048	1.2910284592522898	-0.8142170140096715	-0.3848954374454662	-1.78987558980289	-0.7851010752183915	0.14555933755876224	1.3524713312494006	0.01560557922445677	-0.5813135584598047	-2.593759165972023	-0.6858823281982414	-1.4909967777235522
ADRA2A	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	9.547091902697629	15.56376020480428	3.48539025184722	-3.7869578699038744	2.396189859335418	-4.790076264522013	1.082793389360375	4.366778704059078	-1.2903854693974754	-0.08189344720664983	0.5268253876622038	1.739947712815298	1.5949010328637054	-0.25441933937312566	-1.3726283483913593	-1.2614955712183435	-0.31601574358618706	0.602195870555342	-0.39587052425634345	-0.08880589175427567	-1.6689459872182655	0.3052945942756265	-0.49412675889467955	0.5142017139334973	1.5817849755370434	-1.5222935551015044	-1.508650652276634	-0.4945809917438392	-1.4843585294471497
ADRA2B	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	6.461094677484136	17.56393835165434	1.327083862697957	-3.0751770244215524	-0.31378143611913184	-3.185523464039434	7.778270482820634	-1.271400932864284	1.637413787027061	-2.1951277120951933	2.1700345448745457	0.5482071902249851	1.3709403493784516	-1.8944703532791856	-0.02319380492496938	-1.250868315837153	-0.7914290856764677	0.02602471878889357	-0.5369602022944012	-1.9307526644619204	-2.312271646077515	0.2059723302819176	-1.9529373937425414	0.9874567024986594	-2.0669084727715563	-0.8363669732591078	-1.216906764091265	-0.08586104709928967	-1.3941372680308581
ADRA2C	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	7.141412167844367	9.118754742704745	1.1890777358327689	-1.6597920965985526	-5.7637322709174805	1.0724706976713019	3.881803265506574	-4.924652021518296	3.432771495824728	-0.8443232563456036	-1.2319977490156504	-1.8823006430651679	1.713429792334231	-1.9898390064728164	0.17369603905069417	0.6425573709770445	-1.5078251536189657	1.3933377086245318	0.9750740041060725	0.44032029308546505	-1.6769813927460806	0.21728341978941765	0.25569689717698474	0.705571816895463	0.11608789682991474	1.6940616949244551	-0.5787443877952488	-0.5264401976535671	0.13013417685080844
ADRB1	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	2.5858516464998007	6.661737783595077	-4.161168908108896	4.262524067587783	-3.790526508379701	0.07293961681327678	-2.090697767831642	-1.5455683168312249	-0.49355875497487434	1.9123379500593194	2.0238989562864518	-0.9812664842887567	-0.33619046797160773	-0.8890045627230818	-0.10538713937313152	1.2608987460576415	-2.1763868122785013	2.669802804395712	0.5609391483178383	-0.280488923187633	-2.1909784890239874	0.93678055059929	-1.0553609759082803	0.21805180092750293	-0.5662316979814835	-0.09079005440488229	-0.9024809938482564	0.7060229744018695	1.557969898916486
ADRB2	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.6740251684858115	7.75931079138972	4.257152229739587	-5.082281005983032	-0.8306762171134662	-0.9953861762471069	-1.2430685592562523	-3.3333546610183835	3.229207457700388	-0.09097363656955518	-2.4762902322910447	-3.14083501391875	-0.5703102111445874	1.7022885866579651	1.04721353210386	0.5011832836335947	-0.4739075821725393	1.5809399757903326	1.1551060636908599	0.8131277692531116	0.2453546851050753	0.5457895333682662	1.4635877228736665	0.1300501675026649	-0.9476029807699657	-0.3030633812699721	-2.489430346343867	-0.7902393329689292	1.478942139718201
ADRB3	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	-9.011663115369682	0.5273680707731825	-2.9131151184238613	3.0183392396926596	-0.7526110763992943	0.43688930132967957	-3.006484888059338	0.9214971312591536	2.5700097232589343	-0.11361400271662968	-0.9216673317116307	-0.4916876103804207	0.8492932625605675	0.9380236096050214	0.8443813316879243	-1.390401978587222	0.4670059116944133	0.3825821589305704	-1.5144603850674767	0.129352271149492	0.45729505742608717	0.1501330712861684	-0.773684022211474	-0.14645206594482293	0.017175493200056843	0.7793269294726138	-0.7302464715773115	-0.9260470543742696	0.5862152682065154
AGTR1	Coupled	Coupled	Coupled	-	Angiotensin receptors	classA	-6.6265136732163405	5.12035968205803	-1.5237181058380265	3.237863099669842	-3.5925837890142183	2.3351188245332426	-1.2188083174680138	-0.2080571515855438	2.245189369378627	1.0439187229828717	0.4502336831892415	1.7641908246095768	-2.3767948530509018	-0.22620741632164817	1.4727741989353111	0.7438950261100583	-0.6677522881525021	0.9675439933572801	-1.2945613795280497	-1.8401363404829538	0.38826102270213886	0.929491377931479	-0.42926094966418693	-0.29133181209416575	0.8814865816433904	-0.7073829560058622	1.6026880231767384	0.8990487433843489	-0.04673231716159629
