Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11
ADCYAP1R1	Not-coupled	-	-	-	VIP and PACAP receptors	classB	-39.77400152324268	-25.98146074466551	-46.819246027787955	16.23749747683807	-8.090811889762952	-10.064789927589375	7.7948875049868915	0.17016686261984937	0.9459292943450315	-1.95406858251025	3.397409724311007
ADORA1	Coupled	-	Coupled	-	Adenosine receptors	classA	-61.75815011610431	-8.86097655339478	-18.12611523282458	-1.0056609527460627	-4.1738405830333045	5.275431738114197	3.926488755106961	7.324570905626016	-4.472522885140376	5.5636054049752	15.834887390426724
ADORA2A	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	-31.85586975704841	-30.489087503475723	-45.27158574048796	16.011789348621207	-8.959656046052059	-15.354605007389159	6.1976602563333305	3.687363741640165	2.811683651334964	1.3902973056177756	7.907928252741747
ADORA2B	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	-37.18805863362161	-23.795725886263696	-51.62836922989284	23.30453653592361	-2.872444605095209	-10.626049819104876	7.175026757570547	-4.343106328787616	1.3527233450925988	0.07935522742651495	5.433768474696827
ADORA3	Coupled	-	Not-coupled	-	Adenosine receptors	classA	-62.658523362831666	-4.925737217057624	3.782979781983548	-17.419479901973393	1.1292792685930122	1.241547881438442	-1.9303102622173067	-0.19264965979789173	-11.686161425227551	2.245325603851732	10.227822850433263
ADRA1A	Not-coupled	-	Not-coupled	-	Adrenoceptors	classA	-67.82814441609199	-0.4959939708038711	13.51373649739905	-23.654448508056564	4.566326878496762	7.407192563593887	-3.3297728658063024	8.120661804098555	-5.212083991583105	7.24078894131329	8.825958316998245
ADRA1B	Not-coupled	-	-	-	Adrenoceptors	classA	-73.69212969037979	6.403161803560013	20.817197841424424	-26.0216655924996	4.387464712283038	13.654779140831515	-10.234286615971817	11.686345648186437	8.961237432528735	8.630774042070332	5.951180413708666
ADRA1D	Not-coupled	-	-	-	Adrenoceptors	classA	-61.53094303400639	-7.890880841545118	6.4861168429856635	-29.98109773112646	11.307370661615636	4.842617402712405	-8.63524773378089	2.7267836773236223	7.869004814755713	0.05748037782054457	-7.261040093009562
ADRA2A	Coupled	-	Coupled	-	Adrenoceptors	classA	-58.80700488638521	-10.856382343198081	3.041558388631706	-28.91031850209968	8.682699314898008	0.9560416577633362	-6.2694265681812125	5.74237260635513	-0.7481172469297485	-2.7601765627620427	-5.107515089135769
ADRA2B	Coupled	-	Coupled	-	Adrenoceptors	classA	-51.74549270939777	-18.990155607735126	3.937428817942635	-27.82209023639846	9.204201122930534	-2.967928933433647	-9.562027750238219	8.16311462603994	11.57761281216797	0.8263727693179432	-6.430025368489677
ADRA2C	Coupled	-	Coupled	-	Adrenoceptors	classA	-63.871274658409995	-11.333519985135842	14.014950187862306	-15.403644023397018	3.163779542227773	-7.045251846724274	-8.855656866653154	12.883379047799723	11.330004003262285	3.870828146574442	3.173552168483027
ADRB1	Coupled	-	Coupled	-	Adrenoceptors	classA	-59.0621394846875	-17.25710611824819	-0.016247447807913235	-8.54104542554137	0.894246779688684	-10.988460908526857	0.14515350829483237	-3.8266856712617607	-1.8673194815634577	-0.4740791526001162	8.6074748809774
ADRB2	Coupled	-	Coupled	-	Adrenoceptors	classA	-50.19481570823143	-19.65234841637403	-3.6526022552366055	-4.674210466662036	0.22572756923650286	-14.205893234843064	-10.208989046607686	11.763168742597076	10.556051838914525	0.17649703086373766	-0.5840934753559854
ADRB3	Coupled	-	-	-	Adrenoceptors	classA	77.1543278069841	-33.06905360004575	-14.183349658514045	-0.5726884785486728	8.735435028415699	10.584346914961946	-1.2123014728350716	-4.072620154792653	-4.312124605545318	-8.64558440613173	4.351972507702245
AGTR1	Coupled	-	Coupled	-	Angiotensin receptors	classA	58.38986122752445	-37.90729681864558	-3.411357960964538	-4.779024736421291	6.667912691455684	8.663251785973387	-1.6204128400357423	-0.5453197289182604	-3.4733433670324465	-4.544293107206508	6.482638708799431
APLNR	Coupled	-	Coupled	-	Apelin receptor	classA	-9.745731358510985	6.388225664983193	21.880373440618033	24.070838922140673	21.416030237697395	0.6498141480566911	-18.686945826513984	1.6073281086484157	-15.561911454648111	9.425525710663656	-5.212720075572299
AVPR1A	Not-coupled	-	Coupled	-	Vasopressin and oxytocin receptors	classA	-16.396314754932185	5.993900216133002	28.07696523773264	25.2567755758226	20.59187310707495	-1.357699442025108	-20.3169574898678	5.330688873521476	-15.120400949140217	8.310049054079386	-2.758643844687654
AVPR1B	Not-coupled	-	-	-	Vasopressin and oxytocin receptors	classA	-5.952247253762706	7.764445044087123	16.028302568812116	36.10993743445223	22.781349519821713	-7.166169452259544	-27.55939316202016	5.153505238524977	-7.757663045209288	1.771090378297475	-8.351583833214615
AVPR2	Not-coupled	-	-	-	Vasopressin and oxytocin receptors	classA	56.20651782270719	-20.735031167513743	-14.92009069649475	3.0483420326545367	8.105800437694207	11.271714811330344	-3.5159723681329917	-6.59346314093521	1.9418603795462912	-13.175283555548456	-4.212518645620585
BDKRB1	Coupled	-	Not-coupled	-	Bradykinin receptors	classA	36.96937488037544	-8.599979279785083	-4.932128913718617	-3.160478084223712	15.02348382232514	18.59524479922131	-7.384449639319121	-16.52401623116988	4.209948781990554	-9.102642715620368	-1.9835421430162523
BDKRB2	Coupled	-	Coupled	-	Bradykinin receptors	classA	-8.033268476713582	-28.507407353811494	30.675357950195945	10.096145361595939	-13.429053685418639	-3.553667716687508	-3.3881208041848336	-4.6493400195861305	-5.91881590319747	1.2873161792239	1.1394975275660153
CCKAR	Not-coupled	-	Coupled	-	Cholecystokinin receptors	classA	-15.456921614648849	-21.546006123027254	36.641442330836206	8.519957362914733	-11.462764132301091	2.45264601929693	-8.871173473840468	2.0163343278862573	-0.28582618591002923	3.301766739754364	-0.013635992401474853
CCKBR	Not-coupled	-	-	-	Cholecystokinin receptors	classA	-50.313495670685626	-28.148833432465942	15.523163783059854	-22.627612813740768	2.1809147212117	-15.512594788621536	5.496908581802568	5.949695943729047	-7.056531182109961	-6.352738002865711	-6.750641116204303
CHRM1	Not-coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-55.123429140182715	-21.00223977407448	17.099464659358873	-23.342600484630065	0.7719122228681644	-10.67383589046953	6.336973197084061	-1.6422533563374198	-11.231385571802061	-4.395434676052431	-0.7669876665792588
CHRM2	Coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-79.11574828906257	-0.27128335798370123	33.50914551261036	-30.069805414519585	-0.2896253473441721	6.953459907199828	4.366903510512512	-7.616713328832062	-10.85169802271551	-2.3477329539797265	-4.000208278598013
CHRM3	Not-coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-55.93408871617287	-19.679583390406147	18.618199439409683	-22.701760073604092	-1.883561355715938	-11.422952623440242	2.4429078912184297	-0.07283552006872705	-6.485663769433254	-6.7512567739433385	-5.884425883923424
