-1.779137558791820695e+01	-2.802216910200046485e+00	4.015760039215623856e+00	-3.378871214094050224e+00	-5.979385463515225041e+00	-4.795290917532227248e-01	1.570188296785480109e+00	8.727213190874577586e-01	-3.598852227021706263e+00	-7.019052369454518159e-01	5.345376663242732418e-01	1.064293456701371099e+00	3.755623592797880939e+00	3.339314381468112547e-01	2.386003345188243696e-01	-2.819581178371054264e+00	1.880743448503038540e+00	-9.015141843471726757e-01	4.779897162511194120e-01	-1.826629393147186864e+00
6.991765066559792352e+00	-2.578649862880938226e+00	-1.544902016488225227e+00	-8.087921848504844302e-01	-2.412544123880950409e+00	7.709938014838017217e+00	-3.014761726163892597e+00	-5.786832902047956972e-01	-2.775007498690558627e+00	2.741361126036268026e+00	2.205572635431875650e+00	4.421229113147756018e-01	3.948593834923599388e+00	4.715866546393704395e-01	1.533757770702159906e-02	-2.080839394789826713e+00	2.190177367785529350e-01	-1.574532547537567731e-02	-2.113021937955293361e-01	-1.055147880965468854e+00
-2.309369498014903854e+01	-5.858548714362159515e+00	8.438872642146019176e-01	-3.839590195069182865e+00	-4.375572115102305482e+00	2.804115691069688054e+00	-1.223524813115550725e+00	2.524729387620355259e-01	-1.580432556172224112e+00	2.205207452278210134e+00	2.936055147538163990e+00	2.411422732538308633e+00	2.542534559475302824e+00	2.109389717415698584e+00	-1.543019431069894809e+00	-2.199480847985537668e+00	5.118546073786299777e-01	8.519651963947594275e-01	-3.840861502961284146e-01	-6.779684771622072059e-01
-2.347776975684226031e+01	-4.118888246360639660e-01	5.520111438254975411e+00	-5.966334268443654665e+00	-5.846495969267394344e+00	-1.370884896564296573e+00	-3.452737263818111413e-01	7.968297475031219657e-01	-3.267376236589535576e+00	2.551536720188483542e+00	-1.294387318887606053e+00	-1.527732862892788201e+00	2.349626223893251264e+00	-4.406589426916135421e-01	7.474824990392463508e-01	-2.811323529998382309e+00	1.954633421282729211e+00	-7.252349704142676545e-01	1.320389621044945505e+00	-1.275530855574566136e+00
1.244630545430501734e+01	-8.405904546894861440e+00	-7.089698734677539749e-01	-2.796584721399611784e+00	-6.269404635492991096e-01	4.152049873395828428e+00	-4.478050311334420108e+00	-3.263876495362645791e+00	-8.215914944945049703e-01	2.893412819060639518e-01	3.447190017354686553e+00	-1.940325212871377492e+00	2.227379748373704782e+00	6.175110289508931594e-01	3.019487426612589287e-01	6.812613682803236870e-01	-8.187234899505063668e-01	1.174392130336807227e+00	1.970388476397069155e+00	2.034156073038123846e+00
2.246171002477777989e+01	-1.067740492041328082e+01	-3.067022170421767502e+00	1.252630129914415802e+00	2.149506150671178506e-01	6.628691801853292986e+00	-3.370820645572697227e+00	-8.972601750150901445e-01	-8.337293805384921042e-01	1.901466458411097404e+00	3.234218726781231901e+00	-2.454578918471934657e+00	1.116094071572826474e+00	2.746196508886617482e-01	8.309925692592818880e-01	1.214613456972242878e+00	-8.705215315075833793e-01	4.520247094311428127e-01	4.264077696144588092e-01	1.805350793617746419e+00
3.130783524237909887e+01	-6.885474623618360823e+00	-6.573223617169015931e+00	3.173304108783868926e+00	2.026268157894153710e+00	4.266665056730034600e+00	2.292880242111822842e+00	3.767051298294596950e+00	-3.672944385096712949e+00	6.094608594457846529e+00	1.093820137293519235e+00	-8.510327565391582194e-01	2.124333709408823712e+00	1.541669390190717248e+00	1.141707836677361199e+00	1.471901502534225470e+00	1.067362464223913232e-01	2.787065986746371848e+00	-1.917189198744925771e-01	1.801001089799844079e+00
1.568460645778991669e+01	-1.719774961754799847e+01	-5.204080737128158773e+00	4.785760139870054886e+00	6.419642491287805286e-02	-3.961668210922970612e+00	2.392653043458808693e+00	-8.554445001839076079e-01	5.358344722961589923e+00	1.754677106314708857e+00	-3.147767218144205792e+00	1.475544068059997382e-01	2.097335956122146072e+00	-3.121784580946420196e+00	-2.779122577536262462e+00	1.554860656528343155e+00	-1.449857264603801266e+00	-3.631637489361789317e+00	-8.780800285074650269e-01	-8.362349254603228532e-01
1.563347917105801343e+01	-1.521658973289407513e+01	-4.774258243365192556e+00	3.336607879584594816e+00	-4.450877613014805334e+00	-4.035294290043936805e+00	1.694117189485245589e+00	-4.470718985012294588e+00	3.064310403023564611e+00	6.075953440712658082e-01	-3.515835827353629650e+00	-6.628345555024861557e-01	2.903285836883793269e+00	-1.420143833559323499e+00	-1.912187283475601518e+00	1.841076948986620776e+00	-5.746879932115347422e-01	-2.754437293246204455e+00	-1.980901065441538877e+00	-6.467302440361121230e-01
1.028023458922518252e+01	-1.979948705440591539e+01	-5.346584449341905021e+00	4.396422062296016620e+00	-1.283124677801581237e+00	-3.134905213259081336e+00	6.773573725120179745e+00	4.377746911154518195e+00	3.310153447996919684e+00	2.885576037887680911e+00	-1.188365545598967898e+00	-7.164120657402186509e-01	5.635069701836930012e-01	-3.376371757901451165e+00	-8.411078896359064361e-01	1.251661215009804706e-01	6.139346110753345354e-01	6.798525446191143740e-01	-2.870967473688776028e+00	2.289229399284159250e+00
