Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32
ADCYAP1R1	Coupled	Coupled	-	-	VIP and PACAP receptors	classB	-6.169790685384933	-4.385031249600135	-2.163687015640381	-1.1604654053969423	2.7830343920959866	0.2547127005168935	-1.577413857084431	1.674536944888549	-0.014896890720866486	1.8672575237332332	5.018234634737964	-1.0922013152934684	-0.49442973879748703	0.027180007741980945	0.18876734206551027	2.1476611598203474	-0.025199514413358853	1.538357537515453	0.554678684928655	1.5720312369536416	-0.9653916049405399	0.6170457837898289	3.2592128081190244	0.32046869051372656	-0.5669167443687798	1.0703983632228264	0.26859813850601294	1.1765783794288112	0.9619003406971061	1.211534600048984	1.4383396435749378	-2.1133397994734158
ADORA1	Coupled	Not-coupled	Coupled	-	Adenosine receptors	classA	6.464395822706844	2.0515748587937197	-0.4774028339011368	-1.2579780448227742	1.7437055350436372	2.2451163142642647	-1.6856367811266755	-0.11322899388707047	-3.154269039767602	-3.2618201225322605	2.781728464916742	-0.3500330343512354	1.2429301658478529	-0.3915416667472367	1.0915770678834116	1.547180049982329	-1.759087635920399	1.6557495408010552	-0.20980053903818224	1.2014374977466515	-1.1050382119422242	0.185844996554055	1.6324150962854571	0.3318599450602814	-0.20455628382248411	0.5403206412997865	-1.4318700779311089	1.1155244539045297	1.2102867905971624	-0.007616708230888921	0.5581195851863384	-0.42380642004843555
ADORA2A	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-1.8424388115264818	-3.521877135639728	-3.195367179767376	-2.956453207268209	3.784028977407572	0.32516759463675754	1.8211786282680007	2.468394874367832	0.0845628202459615	-2.0154835671374975	1.5908307185874786	0.4866098944470006	0.6620925648010213	-1.1357041581843375	1.9808000685176645	0.6086653561397568	-1.4466053024503407	1.4856627847829005	0.44014620573199353	0.7624111142775464	0.6182245270234292	-1.0917317503091095	1.988711822352659	0.35007891418693254	0.25506888364011016	0.6745159497647792	-1.701065931954352	-1.572236300155474	1.0941386478970145	-0.6924141552848068	0.5611207893478553	-0.5261797879954864
ADORA2B	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-4.097608737017457	-7.9198816553220075	-3.513127922290127	-2.196499431013774	5.045731669232528	-0.7903398527453459	-1.6388860383945976	2.3663493604015993	-1.5127136715304623	2.307216774604052	2.262768849094969	-1.6340143328184198	1.211702283992687	1.0754617697394613	1.1726168765987834	0.6269305614269455	1.652472584237028	0.2975710240890511	-0.24125298691216726	-0.6900693919434019	-0.4563712809984344	0.45339288275264694	2.792633804824195	0.8609987708283899	-1.11107281812849	-1.0162870012911978	0.5998507285892004	1.7601776741781732	-0.3606423478908244	-0.13108446084204659	0.8257213628184853	-0.8697276176365855
ADORA3	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	8.355580604164256	4.814222939189969	-2.8033452391393303	-0.2140048882509706	1.8810937161372185	2.2035992808441685	1.1474073601127415	-1.3893912696257853	-3.0091411308494522	-2.155838518824213	2.0343452811155087	-0.9427179605357527	-0.01817966071815593	-2.3469508677072506	-0.5480322971381296	-1.1103321702576232	-0.05203536260186974	0.22741797896488133	-0.6314167458750549	2.4062232824481544	1.9123665720878538	0.27106074410425696	0.04850111464409802	-2.1051259843122945	0.3377686237164507	0.6159954577896015	0.47186272915682953	0.8754336104819485	0.4873680088469389	-0.9403883078464508	-1.9045694955264747	-0.6599085484087748
ADRA1A	Coupled	Coupled	Not-coupled	-	Adrenoceptors	classA	9.093438820310027	9.844579713906562	-1.2307863564219708	-0.574755102365215	0.3623606548006707	2.8319995435227057	-0.5888614324581917	-1.2022981599470617	-2.5684342382472276	-2.8417177488965657	0.4518243114380873	-0.2914885623703409	1.3987770849679972	-0.839079070055184	-0.203554716369633	-0.02636161438216914	0.789580011831634	0.10745838502077407	-0.7146978109047756	1.4598989529523643	1.6270643942041247	0.6726498222674984	-0.17526553228975356	-1.080994086545286	-0.4322396430290562	0.24290841652825101	-0.9323508971752025	1.9543044879658196	0.9178467433309057	0.5150189883091645	-0.6130183412730914	-1.0462529473858746
ADRA1B	Coupled	Coupled	-	-	Adrenoceptors	classA	16.785648837596053	10.329218896114183	-0.957902039199092	-4.776481357623126	-3.0323099760911147	4.640666880314251	-2.794779911976212	3.6995739743390885	-1.0335175939579806	-1.8942313463498368	-2.7679515862321864	-0.931995670492297	2.498557349998157	2.086409713635776	-0.796565487242988	0.5173825562385265	0.2507971792602059	-0.5321343517640926	-0.45999531019225676	2.940562845462574	2.3853450362828457	-0.27206690040522247	-0.17794657761679497	0.16951408845606394	0.1832809035216429	-0.19774106232956845	0.6224346617163957	1.246116376513204	0.25726635604019815	-0.732701125358606	-1.9781167740951933	-0.566087122989032
ADRA1D	Coupled	Coupled	-	-	Adrenoceptors	classA	-5.10202987468439	16.452945974776956	2.008369101003666	1.290913404200582	0.9705474057247987	2.4981800534282166	1.1947827045649946	-0.8154476020047927	-2.7820564439552715	4.7285216855390635	0.8343675206317361	-0.23326948707363898	3.547572625890771	-0.7291511726874578	-2.4009192388099176	1.6686702062452938	-1.2446961378614956	-1.3261185076473647	0.8722579328576002	0.10337737408323959	1.9791594650819202	-0.12349732204572632	-0.5795396803463342	1.7394545190694048	-0.8062497917351629	0.7867092403021466	-2.060429132566332	-0.9098474171372947	-1.575154217328548	0.44214448252880234	1.9327806973458759	-0.19485694394875563
ADRA2A	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	0.8066478444597719	13.58411077154697	1.994846599038325	0.3097139215926492	2.0372862616625835	-0.0019032492725756468	2.713844200256452	-2.3082266418538335	-1.7228985624254904	3.1997658177658055	0.819404062931982	-0.7198099918707115	1.3411282198676167	-0.29294437879347507	-2.730833570479586	0.6710392603700382	-0.9990554942860218	-0.850625769441937	0.2740952868120626	3.16090572046676	0.568128766026284	0.7303335405081292	-0.7059858987380594	0.7726167202951083	-1.0810004327124585	1.051995700086475	-2.8134432461024534	-0.6948186981359238	-1.7565356556834069	1.2677106826978186	3.0045432940281356	-0.12761140092508558
ADRA2B	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.6278899868311018	12.7385165685257	-1.1995172525681475	-4.433345849296653	-2.8051839796086764	0.9610970896735219	-0.5379127030749028	3.0516072904207197	0.289922515499097	3.263465718290363	-1.3958192997876786	0.3396207752924094	2.0191414048521117	2.5591619193873822	-1.7479308029262777	1.5455223128396123	-1.4505407914653867	0.659834271032657	-2.0282890007717356	1.2208844097230642	1.9315746232557802	-0.8760191512278828	-1.2920856058175587	0.6897217933544333	0.4062817036549883	-0.8061419313840794	0.06210234960641272	-0.22502484963914546	-1.565820595668697	-0.48891988443678497	0.3136162376503378	1.614906291451301
