Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27
ADCYAP1R1	Not-coupled	-	-	-	VIP and PACAP receptors	classB	-4.512451371255606	1.6232205354708378	-3.8414646359240696	-0.012133887258203097	0.09582734386889306	1.8904804952991898	-4.635530101574864	-3.392006820150341	0.6149424939044015	1.8108019936318895	1.230648662216483	-1.5290479693353047	1.8423971157458459	0.8996879446956576	2.157304919358288	0.42131517079023373	0.10278166356153505	-1.0223513809716371	1.8278526979098848	-0.7103833950178728	-0.2872088454291503	1.5996922107172293	0.904518640497941	0.2844336207300951	2.3175851014752435	-0.24224570092852596	-0.2944009420483785
ADORA1	Coupled	-	Coupled	-	Adenosine receptors	classA	8.614678617647362	2.2206368871378115	0.05683820003625692	-1.5769901813031548	-4.817791516038439	-5.451975818899949	-2.459523708100465	-0.918945297783162	1.434510901200743	0.4819876430714151	2.224755347438176	0.12621803729532952	1.387589166378359	0.26499493282762915	1.74936929229999	0.7603288169687075	0.29185245877694516	-1.150107696784641	0.4274869885565491	-1.4354647846861148	-0.354565162845261	0.8020505642579132	0.4013579996120323	0.5649196005542264	-0.5493412950946182	-0.4475707622353687	-0.0064298285534643874
ADORA2A	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	-6.568434335050466	-0.3329809058037259	-4.249688027395542	-1.1320965833492107	-0.08080236470793847	-1.061358761545065	-4.8172348075455185	-1.735064075357181	2.5862829495610997	1.1731379584620998	3.203980378440635	1.5503900295262885	-1.1659641283647186	-0.16107023356983227	0.7387749497737514	0.8424951870845265	0.2371645600883121	-0.1653702190439705	0.5901728588716981	-0.5060890453064434	-0.6921356423975491	0.408428941003937	1.61125332755417	-0.1018346919280288	0.0939291597349855	-1.8340980655161618	0.11374881956757758
ADORA2B	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	-8.3818137390814	3.859279004896151	-5.892215670314176	0.15076762634450944	0.8020057153774541	1.5720175935132203	-5.658682191176142	-3.035354421043066	1.9225549102915322	-1.3877448155440049	0.17385702295904448	-0.45310985916538277	2.8745237922586435	0.477263857221024	2.5793198594757536	0.33506277117520394	-0.927208767195041	-0.03786073950700058	1.7336891881356724	0.09939829401917431	0.9798844476663495	1.7028374675138922	-0.7870795444960865	-1.288786703413476	0.7874336010101555	-0.9494776680694593	0.2542056244996107
ADORA3	Coupled	-	Coupled	-	Adenosine receptors	classA	14.650578063977967	-1.033084184698742	-1.7873678627588745	-1.4635736086445652	-1.3558005191778015	-5.190557807344129	-2.4095610203580033	1.1930752810608458	-0.12201776522355963	0.6015759709905472	1.229842359844844	1.690009473906405	1.014711927358068	-1.3399872225706688	0.11652603004145529	-0.7247233387261811	-1.8110635497067953	-0.6782050510954394	-0.7341730894163015	0.32002607626654267	-0.35174754178247075	-1.1872557719047523	-1.041113815045979	1.6191943405599336	0.5522602003933272	-0.39515456146921374	-0.82838695718218
ADRA1A	Not-coupled	-	Not-coupled	-	Adrenoceptors	classA	20.603728732890637	-2.236877382457112	1.659843396802521	-1.509735142907236	-3.774549313695186	-5.647226606391256	0.32175176043807596	0.2860198336297631	0.17656007230158363	-0.4221894219236441	1.0789411202160766	1.6205286353986506	1.16448126992925	-1.1532218057210661	-0.16112435677082157	-0.11155859032454102	-1.0360592989137039	-0.12954905150808854	-1.6689134131333891	-1.4388299268497233	0.7225543622428753	-1.168787380345252	-1.5508827763519109	1.086353262489868	1.5977607141147978	-0.3658144857411651	-0.8899561171051055
ADRA1B	Not-coupled	-	-	-	Adrenoceptors	classA	26.584348058986556	2.722766875953668	2.814714291651905	-5.563858059324064	-1.7491483365799358	-2.908635460045249	5.3397004147507205	-3.007009453714922	6.673360390104903	-0.4601408887428791	0.2508106320712278	2.366427734745486	2.756823659611495	-0.4082293583453482	-0.12303723819131822	-0.5691879584231936	-0.6638040841392056	0.25319248665326766	-1.0274961367275783	-0.8753090276614335	-1.3447582706884043	-0.04910863041015268	-0.46238503126552427	0.6291435132616718	1.4979144933631332	0.33015891947420684	-0.37901117374711263
ADRA1D	Not-coupled	-	-	-	Adrenoceptors	classA	13.783317108548943	-13.853533620439073	4.584252874031362	-1.2091429210363969	2.0741629449261247	4.346589057670928	1.1092164553540471	4.758059278072775	-1.2436592645114137	-1.4618004679042844	2.9729648666686908	-1.7708541142251322	3.2176302433654933	-2.266698913492112	-1.0889359292055052	1.0979293450314092	1.3215779168015975	-0.049172376440608144	0.19787868680465182	-2.2600288775447797	-0.11252656902257592	-0.6932833625467286	-0.4024968480220409	-0.9566990033301854	0.4049863809658862	-0.5374262178752992	2.008620889139987
ADRA2A	Coupled	-	Coupled	-	Adrenoceptors	classA	15.986927245812481	-10.705509158048168	3.60363244688096	-3.011386133093349	1.9934809159798055	4.300791750089396	-3.068581135056027	4.014594826360451	-0.6091078585900883	0.6139512916377572	0.516451582451714	-1.1369355704870012	2.2841153066511124	-1.6003478303255834	-1.20304017379752	-0.015684747311085084	0.809638177220709	0.07349731887748352	-0.00911308402564235	-1.621063787240741	-0.8150167539441655	0.7563992655079685	0.11539527156985023	-0.0623010036927432	-0.2113111477195485	0.8866087290047174	2.0452707890968953
ADRA2B	Coupled	-	Coupled	-	Adrenoceptors	classA	13.0665688693581	-12.319096527271588	2.258770121803409	-2.1713836611015847	-0.9452221655870863	8.002518547733455	3.7734028591028577	-0.5209687038361124	2.1567946241534734	-2.339461387777124	1.7425684327505149	0.07562365379183085	2.0967072309079287	1.0944667684054363	-2.082569419634244	-0.62231683702539	0.05418413206567806	-0.4581984945849706	-2.2297702136008364	-2.330802292299309	-0.829737731502022	0.433000249522134	-2.001297818389155	0.280748669205784	-1.0013233393231882	-0.9837583849711364	0.5314582540963299
