Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17
ADCYAP1R1	Coupled	Coupled	-	-	VIP and PACAP receptors	classB	-43.65281485262384	10.40912823339009	-63.16707769026515	-6.897444822840427	-2.3555925356038867	1.4300202099370436	8.973336156565558	-3.083775197335453	14.075203443330167	2.1338392054146786	13.09644800847989	-0.9840056131406462	-5.167837862953575	6.540923049651201	3.708576324903371	-15.070048398818667	0.3105189261412073
ADORA1	Coupled	Not-coupled	Coupled	-	Adenosine receptors	classA	-54.26549191872816	16.5315572745099	-24.25945183367806	7.702984625310366	12.352080663153151	-9.944197866761117	-8.673961252806539	-3.955402713330417	11.871232666982332	-2.4252818832715635	21.364146257457968	-7.741961165324019	10.286554748837371	0.44117883558219756	-2.2195330932366333	-13.794414003139826	4.93416999996393
ADORA2A	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-40.25344455525187	7.905518796707669	-62.212930797777915	-2.2148073583125996	0.24584615445841546	3.4509956591935405	9.672021662766516	-11.40411485449589	11.074145096347683	7.918592338026054	13.482922414872988	-0.33851274626228606	2.064165835001753	6.1677285937738855	1.8817980552245284	-14.809898555780274	0.8469279335713747
ADORA2B	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-45.17963580884474	15.878040378021943	-69.21908669659682	-15.307761238312438	-15.333595015944896	5.746463523638961	6.969137833139298	-6.113465626702837	6.660428478717321	3.078734659511208	15.810133237012815	0.5174555521330082	-5.3167886084318585	5.593667206228937	1.602884279442211	-14.415111416329655	2.941249857894658
ADORA3	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-60.71005997758438	-5.893903320029968	12.10138443137411	22.785468132212067	-4.705590040690618	3.3574150476952638	-4.476275574464358	3.9471270915073617	-1.7558939044371702	1.3529363189021573	-0.17700618712826052	-4.790902432972889	23.706584401269097	1.0677024016650771	-1.8934738084200946	2.4680614063526507	8.117632800542943
ADRA1A	Not-coupled	Coupled	Not-coupled	-	Adrenoceptors	classA	-60.55808145420257	-7.634162636355521	25.15702699613167	26.163869641729185	8.511415414314683	-7.1129253076318655	-8.154295630728399	-0.6331245834786987	-4.408367399991167	-1.0225794363376282	-0.6322455315898161	-4.432109699384435	15.550645033711273	-2.3734233877400808	-1.18319130731517	3.1130584113307376	3.729732867322291
ADRA1B	Not-coupled	Coupled	-	-	Adrenoceptors	classA	-56.24835128011908	-0.8078629339506446	32.51430203787488	26.302979975560852	23.860810144535716	-15.038953356821281	-13.455954789627235	-15.4899082564699	-14.214574716868631	6.80811652635146	11.92670555611672	-1.897718625546874	6.741999388431993	-3.3267077362298365	2.168810207792107	1.9913957385765717	-0.2621502123988862
ADRA1D	Not-coupled	Coupled	-	-	Adrenoceptors	classA	-52.25491429697911	-6.548830823143	16.79651255106046	41.68173395907194	23.125882443087658	-1.876297495224774	-4.493203819168335	-9.996566962842069	-4.2361222454296605	-0.11926338738292107	-6.971774312900295	0.15374031175898745	0.05672477200678507	-1.3261251201428779	3.0833330870685973	17.064472378551443	1.981531255100367
ADRA2A	Coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-50.36543640438071	-13.312165720576147	11.58895102547115	40.296680901203636	20.58361499810322	3.682742071832674	3.4547279060096363	-3.5013311661484714	0.8798295988967899	-3.030659051156776	-2.5633780810696405	-6.047313661440003	4.780393492573677	-1.4101833958594225	8.390467776966616	15.844400919551024	9.392745414638698
ADRA2B	Coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-47.86541440023701	-21.388668017302148	8.311247904483324	31.74960981294938	17.586412005243155	-0.7034274878152001	5.320455557898114	-17.13428819814634	-12.592322792889611	5.654027284272326	5.86626737719136	2.113057123856554	-3.1119500080055813	-6.816623616431334	13.012233956194784	17.13218030482263	-5.853787029577353
