Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31
ADCYAP1R1	Not-coupled	Not-coupled	-	-	VIP and PACAP receptors	classB	-3.0728663719839675	-4.6529894009312205	-2.742402822114366	-1.2681177520796811	-1.8907882088942525	-2.9421340124641335	-1.3955215806072152	0.7302488508970963	-0.6676153420894537	1.7722474712604834	4.57413784745135	-1.273312650273907	-0.24823478169120244	-0.9174396378985946	-0.0899087784208997	-1.9607135955934718	0.6188371586472948	1.588162779175344	0.9788551441059737	3.14298810661131	0.08538338184172914	2.919398683951652	0.26348528787165826	0.025224085008081737	-1.8834051093721766	-0.8562434089310205	1.1102539986059619	-0.8015458394475697	-0.4353839930708645	-1.0436558283082495	0.0655435381724992
ADORA1	Coupled	Coupled	Coupled	-	Adenosine receptors	classA	12.533718508218211	3.23024852782239	-1.097277118253098	-1.908084703687809	-1.7121740943625792	0.6805758841685366	-1.7783113756624749	0.7274872118228739	-4.996476661170851	1.326628307491686	0.30308688389694843	0.5991503932988782	-0.3712783984786142	-1.4366395412347557	1.2848719180082475	-1.4568830869266751	1.0961366907311414	1.3153935120938347	1.4540524132532286	2.3211610065026815	-0.4616150476492394	0.9606244259190839	-0.38629728741396674	-0.016987229496605017	-0.571210583822146	0.19266905581846877	1.5470586600933218	-0.506078786417821	1.3455585782774577	0.3145570525231918	-0.6632861737312514
ADORA2A	Not-coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	3.5717144373683603	-3.6621996037225397	-3.7995210329370717	-2.411236260690909	-2.8574174517559485	-3.2941517774920364	0.419800042730048	3.4193378948953623	-1.2408498027178052	1.8516118564707194	-0.30682158627426187	1.3932871954352817	0.3759260516993714	-1.4850103908554628	1.4850000741674325	0.11192042003180225	1.7819552098259603	0.7565946388638547	0.329421815369269	1.6338993044380625	0.5022882673355509	1.1918118481581113	-0.572509453658501	1.4490430460764088	-1.319140866360752	0.010630306790095497	-0.3667250795475227	-0.5129873393727431	2.3445619056746283	-0.33616620031068456	-0.7877845572055481
ADORA2B	Not-coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-2.464764196537256	-8.28103579880578	-4.367869222932743	-0.2605030947988997	-2.671831418949436	-4.553725765816155	-1.7538264996067983	0.2923387499120769	-1.119739187565143	-1.3218546198245127	2.981760782181033	-1.7337993675200123	-1.3993628518597812	-0.946117161419577	1.2449745908642658	-1.4256479372522048	-0.9035439210577759	0.9612462447166151	0.46352649009236363	-0.030177869799798834	0.10271090026801288	2.6183690426998143	-0.504567456272557	0.3486883805637052	0.7830822370484178	-1.1412131834013828	1.0157315359114727	-1.7833116709582257	-1.0669637289428486	-2.131270288191187	-0.800611362208515
ADORA3	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	10.601584762581968	6.451111314637538	-2.678655970622052	-1.1111546246323045	-3.1506101018853596	1.4128841767285376	1.0495568065090088	-0.3249169084952638	-3.2722002814827267	1.1726645535875495	0.13723219294564373	0.5852227534355537	1.0495843591185694	-2.028627152860436	-0.541591444157974	0.7948921097171504	-0.47891334914782496	-0.40571977763320854	0.1371193810077426	0.46843080684907734	2.9603186094370284	-1.0489749733311888	-0.7207910313073888	-1.418557103212912	-1.658223889445051	0.854687409662076	0.8914795855725421	1.1621975924999242	-0.7912532823884195	-0.002487128653103818	-0.08600774876148985
ADRA1A	Not-coupled	Not-coupled	Not-coupled	-	Adrenoceptors	classA	10.857558625478152	11.364644954913135	-0.5163066142249315	-1.6211216851832313	-1.0047320468852856	2.616827336894971	-0.7061781149577958	0.20133458905240129	-2.921202891983018	-0.21367181717101988	-1.146033921488028	0.8473392207622523	-0.6345095449722437	-1.5877299381145662	-0.09798701411717704	-0.2302798581883992	-0.7343687640596505	0.20781472072544144	-0.09055233627375496	-0.2237230270626354	1.8996567130247897	-0.46520815439108004	0.3047150491113153	-1.0810995921135869	-1.1552644259469185	0.4550458576810817	2.1801637241575698	1.140463010713638	-0.626233809317041	1.8255671047136146	0.7173983574624517
ADRA1B	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	21.367632737525636	11.57998750644058	-0.42231239420879735	-4.14250886638699	2.9235684565741056	2.5732067504320764	-4.08638619992301	4.54651594445205	-0.005261393454916638	-2.785446205118357	-2.091699296565186	-1.1219055458566864	-2.793170802739591	-1.2364449674599882	-0.39333447424685153	0.14844510641081524	-0.01835644291353222	-0.4401504912756217	-0.28958396934716907	1.2109695662401156	2.8326159708084186	-1.8162626329178209	-0.10042423594158152	0.5180243970334683	-0.8071713456470119	0.49115476513438394	0.617891234810273	0.6241523182964047	-1.309341503529692	1.0087767928657603	-0.39246250149768985
ADRA1D	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	-9.399828907028741	16.968897293493207	3.509378386257441	-1.7984180949895598	-2.49717017274637	1.987747459890427	1.845532199478009	-0.6149376625962796	0.1855118277999722	-4.157325532789267	3.2435110583926354	1.0091163390584061	-2.462959147894686	-2.66302527418861	-2.8615029067786217	-1.4941673328484104	1.2207448256336255	-1.2396770301080369	-0.5618973903081068	-0.09862144853530129	0.39008790272476124	-0.6649226087318837	1.1779471535163597	1.3411665752263355	1.3093256562626339	-2.2917811929512135	0.38594240431078797	0.06344641547801404	1.4503040654558426	-1.0711348040764348	2.061507138525422
ADRA2A	Coupled	Coupled	Coupled	-	Adrenoceptors	classA	-5.236006815057702	14.96160422873406	3.2892242429992935	-1.428494037117946	-2.5451100243145057	-0.7256977632980836	3.4806305900783006	-1.8139748098662554	-0.35949461498308727	-1.8846585954101815	2.154822840050784	0.03726267171676622	-0.9299767884486071	-0.9203540766455551	-1.9104736855696314	-0.6323941231585145	0.025893911115902245	-1.0055374485029145	0.8985191380823816	1.7713138290763477	1.3355412940063056	-1.7679551642205182	0.9639915183681373	0.49220698307811017	0.8012830548471257	-2.3146024294988514	1.0839291844024135	0.3285406158990809	2.059323538348524	-1.352732033580267	1.9788852400202779
ADRA2B	Coupled	Coupled	Coupled	-	Adrenoceptors	classA	-8.381507435775795	13.893693702031284	-0.3601103866584029	-3.005983001560769	4.227187863000212	-1.5978997018813192	-1.0084871738657821	2.702867107254391	2.645887506208122	-3.567629477069162	0.9514551476277301	-0.14042271022488062	-3.2314456592165968	0.3366930444573688	-0.9354601478269519	-1.8106768933860888	1.6294117017237477	1.1534848883111324	0.7846166932125097	-0.29698676844382565	1.746703459269708	-2.4365103659212792	-0.22468887528804973	0.5987597121717505	1.9224697197278244	-0.6910482341518015	-0.5647609355092009	0.2534757966132442	-0.4523005671541588	-0.8625750141310702	0.7284225358970954
