Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21
ADCYAP1R1	Coupled	Coupled	-	-	VIP and PACAP receptors	classB	-8.403169665599016	0.7212094419027718	-4.40906214085463	-0.6399375444297217	0.9367342783554772	-5.686416890704827	-0.82333786062826	2.663599379969224	0.022771121767502754	1.9104862276006045	0.9277010542508228	-2.507455394500038	-0.6578511113618335	0.8553679128264355	0.39303384518469586	0.2675205885291078	-1.8718176717252317	0.008181278204705981	1.5248532188451112	-1.408160270650218	-1.0313977510436143
ADORA1	Coupled	Not-coupled	Coupled	-	Adenosine receptors	classA	7.799543925682943	-0.5416728323140088	0.7235065684501372	-1.2195039391170976	-5.7860044658480145	-1.807965931986589	5.0749585717748555	1.1024848879627585	1.6430121850247854	1.127262987467649	1.968223812767334	-1.9810433400084535	0.390949303405074	1.1907313520289797	0.36741884691522303	-0.44376649760096976	-2.197499668144206	-0.1345348004874776	0.3915222978742171	-2.1089125948797904	-1.10517922452347
ADORA2A	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-14.43894411203236	-2.9924381215857427	-3.6218373470691176	-1.8095445729946904	-1.0524041818770404	-4.213458606272948	1.9005725807917921	0.7352133985819095	1.7387691729460182	0.660682078227742	3.9263671134772746	-0.44929452556968635	1.6658605737503163	-0.5784951102576411	0.4158986873698246	0.0022195665434481086	-0.7805947867048121	-0.08365920976646847	0.2343894681489461	-1.6031823546428454	-1.1345153811661899
ADORA2B	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-11.133593055430564	4.772147600382164	-6.698506131619263	-1.6664305209024626	1.9025599900043648	-6.019405526263529	0.3570777757595837	2.5501627839866314	3.173724846805087	0.9404584669722498	-0.8263636378222426	-1.7926156237891389	-0.11048669633536791	0.9989394954791342	1.4326749118292152	-0.10308106023573979	-1.7081222514468064	-0.26418484549274507	1.7876121111760241	-0.3985682197257999	0.3316809399441456
ADORA3	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	13.212273836697056	-5.155894696520857	-1.371518448723657	-2.4440368121039726	-1.9212098912826598	-1.0349776715062677	5.930381002368813	-0.6790488807866728	-0.5120433719296332	-0.36214764365469554	0.3985191188962991	-0.6173335164875365	2.0288130668644686	1.720775851090382	1.13540197372264	-2.5851357252717313	0.46872663392244884	0.5544559307074617	-0.05407367649799142	0.40659430273439123	-1.132980994395678
ADRA1A	Coupled	Coupled	Not-coupled	-	Adrenoceptors	classA	18.852821860187227	-8.68935552587199	2.7349077253289003	-0.9494253737635492	-5.302588668910249	1.0569119389391646	4.53245308026729	0.30632501070452245	0.6597965466717666	-1.0238159908211928	0.3779606118417796	-0.26327880457462266	2.1446283080802315	2.1493199582231943	0.26557933753182866	-2.388980716286471	0.014412974475440618	0.11514233318652389	-0.16946488964704343	-0.49456766672449753	0.8742332630608505
ADRA1B	Coupled	Coupled	-	-	Adrenoceptors	classA	26.36629515172405	-4.156770070225548	6.516419220628577	-2.3816291402642005	-4.3777913150574825	3.3889660189992825	-0.9091946003988965	2.516343545389278	6.220316826192648	2.4361063039295154	0.49261772009087534	-0.5920482146860129	2.948907303340243	2.1507038073976568	0.2794825682477419	-0.7982791220706564	0.9486411623953949	-0.33314711962523946	-0.8468647789064352	-0.7305845391933031	-1.4862130488800704
ADRA1D	Coupled	Coupled	-	-	Adrenoceptors	classA	11.21501574958813	-17.575042530371007	6.362874449079349	-0.46669393708873375	4.002693813419958	1.2394599110085427	-2.2087538676849925	-4.420645484347574	0.2936574522250762	-2.970076079133571	-0.18750960636816916	-4.4064880170044685	-1.253358355377813	0.30498789533154036	-3.0330446777047895	-0.4638458177623859	0.6948222169466026	0.16838483209044894	-0.2046921933519462	-1.5061722128423296	0.9798376629568512
ADRA2A	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	13.074686234896962	-14.633177499918954	5.580678119583123	-1.1843592991006904	4.748995777950253	-3.421539327408529	-0.588401099327055	-4.464881481777134	-0.6058822673295793	-0.20075799740180506	-1.1524152676715216	-3.177348166763773	-0.25188945618438685	0.7726041587530853	-2.4371057281734303	0.36349931307421285	1.369923472195812	0.5611737495006873	-0.8663354937128981	-1.8238153206462218	-0.47877908994842644
ADRA2B	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	8.50926641694173	-18.439762575828084	5.997409165217496	-0.7692904292954389	0.7896520748545356	0.5639399083275305	-8.15652744874762	-0.5307487181215383	2.75124339468711	-2.48854288996659	0.41488120108600496	-1.6175114532846278	-0.7205797665223462	2.0071585228049944	0.3496907515441761	0.7041493735384919	0.544815689814609	-0.21140737976978807	-3.2414782232880412	-1.7158407621504927	-0.15670805538424187
