Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.8167330026626587	0.23585280776023865
LGR6	-	-	-	-	NA	classA	0.7021185159683228	0.4372125267982483
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.7596207857131958	0.129153311252594
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	0.636640191078186	0.12565851211547852
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	0.7007009387016296	0.43376827239990234
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	0.679293155670166	0.17085778713226318
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	0.647244930267334	0.11647802591323853
GRM7	Coupled	-	-	-	Metabotropic glutamate receptors	classC	0.6292511820793152	0.1722506582736969
GRM4	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.6306366920471191	0.16891980171203613
ADGRF1	-	-	-	-	NA	classB	0.7526015639305115	0.12838932871818542
GRM8	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.6293308734893799	0.17382565140724182
LGR5	-	-	-	-	NA	classA	0.6756162643432617	0.45094814896583557
ADGRE1	-	-	-	-	NA	classB	0.6774517297744751	0.145664244890213
GRM3	Coupled	-	-	-	Metabotropic glutamate receptors	classC	0.6028399467468262	0.14447250962257385
GRM6	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.6164966225624084	0.16579961776733398
ADGRD1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.7121688723564148	0.1146935522556305
GRM2	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.5954879522323608	0.1451757848262787
TAS1R3	-	-	-	-	NA	classC	0.6256765127182007	0.0997772216796875
TAS1R1	-	-	-	-	NA	classC	0.5916072130203247	0.0937252938747406
TAS1R2	-	-	-	-	NA	classC	0.6164488792419434	0.09873953461647034
ADGRE5	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.6631914377212524	0.12855494022369385
ADGRE2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.6563559770584106	0.15098050236701965
GPR156	-	-	-	-	NA	classC	1.0	0.3105553388595581
ADGRG7	-	-	-	-	NA	classB	0.7223862409591675	0.12488165497779846
SMO	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.8627320528030396	0.13445958495140076
TSHR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	0.6948205232620239	0.4468603730201721
RXFP1	Coupled	-	-	-	Relaxin family peptide receptors	classA	0.5994218587875366	0.4443439543247223
RXFP2	Coupled	-	-	-	Relaxin family peptide receptors	classA	0.5952562689781189	0.433931827545166
GPR149	-	-	-	-	NA	classA	0.9014601707458496	0.472573846578598
ADGRF2	-	-	-	-	NA	classB	0.7543190717697144	0.08722954988479614
FZD6	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.7678514719009399	0.11327141523361206
