Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
ADGRG2	Coupled	-	-	-	Adhesion Class GPCRs	classB	0.787314772605896	0.4785575866699219
LGR6	-	-	-	-	NA	classA	0.39790642261505127	0.6576686501502991
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.6560124754905701	0.6348226070404053
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	0.5367625951766968	0.8058696389198303
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	0.4046425223350525	0.6674628257751465
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	0.6230373382568359	0.6835194826126099
GPRC6A	Coupled	-	-	-	Calcium-sensing receptors	classC	0.6085866689682007	0.7341762781143188
GRM7	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	0.4645211696624756	0.8817631006240845
GRM4	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.4431465268135071	0.9117938280105591
ADGRF1	-	-	-	-	NA	classB	0.6727451086044312	0.6472761034965515
GRM8	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.475217342376709	0.8771319389343262
LGR5	-	-	-	-	NA	classA	0.36393535137176514	0.6873406171798706
ADGRE1	-	-	-	-	NA	classB	0.35363680124282837	0.9524506330490112
GRM3	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	0.4649260342121124	0.8752379417419434
GRM6	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.4614149332046509	0.8833025097846985
ADGRD1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.6502225995063782	0.6614866852760315
GRM2	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.4411102533340454	0.8843808770179749
TAS1R3	-	-	-	-	NA	classC	0.5898851156234741	0.7604987621307373
TAS1R1	-	-	-	-	NA	classC	0.5027623772621155	0.856472373008728
TAS1R2	-	-	-	-	NA	classC	0.5403982400894165	0.8160354495048523
ADGRE5	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.3490521311759949	0.9698019027709961
ADGRE2	Coupled	-	-	-	Adhesion Class GPCRs	classB	0.32559922337532043	0.974235475063324
GPR156	-	-	-	-	NA	classC	1.0	0.16432464122772217
ADGRG7	-	-	-	-	NA	classB	0.6324695348739624	0.6782664060592651
SMO	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.7569856643676758	0.5001444816589355
TSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	0.4695475101470947	0.5356298685073853
RXFP1	Not-coupled	-	-	-	Relaxin family peptide receptors	classA	0.32593244314193726	0.699699342250824
RXFP2	Not-coupled	-	-	-	Relaxin family peptide receptors	classA	0.3193150758743286	0.6979814767837524
GPR149	-	-	-	-	NA	classA	0.974789559841156	0.0
ADGRF2	-	-	-	-	NA	classB	0.7879140973091125	0.5373014211654663
FZD6	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.6768798828125	0.5677299499511719
LHCGR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	0.39931198954582214	0.5861140489578247
ADGRF4	-	-	-	-	NA	classB	0.6710309982299805	0.630341649055481
FSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	0.3726775050163269	0.5966125726699829
FZD8	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.5159152746200562	0.6851904392242432
ADGRG1	Coupled	-	-	-	Adhesion Class GPCRs	classB	0.7554134130477905	0.5077843070030212
ADGRL4	-	-	-	-	NA	classB	0.4900926351547241	0.8607431650161743
FZD3	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.5886883735656738	0.6553265452384949
ADGRE3	-	-	-	-	NA	classB	0.3911699056625366	0.9124507904052734
FZD1	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.5496411323547363	0.6659373641014099
GPR50	-	-	-	-	NA	classA	0.4029666781425476	0.4118127226829529
GPR37	Not-coupled	-	-	-	Class A Orphans	classA	0.6121516227722168	0.1645018756389618
GPR153	-	-	-	-	NA	classA	0.8478292226791382	0.08562833070755005
GPR107	-	-	-	-	NA	Other	0.771445631980896	0.49350157380104065
PTH1R	Coupled	-	Coupled	-	Parathyroid hormone receptors	classB	0.527959942817688	0.6264714002609253
FZD9	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.5271140336990356	0.6886417865753174
CHRM3	Coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.4862878918647766	0.36330699920654297
GPR162	-	-	-	-	NA	classA	0.8433142304420471	0.09572184085845947
FZD5	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.45764726400375366	0.7391093969345093
FZD10	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.5134691596031189	0.7164649963378906
FZD7	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.4746890068054199	0.7615430355072021
ADRA1D	Coupled	-	-	-	Adrenoceptors	classA	0.4648803770542145	0.338066041469574
FZD2	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.470104455947876	0.7674850821495056
ADGRA1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.7334169149398804	0.5093307495117188
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	0.518790066242218	0.6058098077774048
PTH2R	-	-	-	-	NA	classB	0.4966232180595398	0.6640356183052063
ADGRG3	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.554587721824646	0.6898952126502991
GPR75	Coupled	-	-	-	Class A Orphans	classA	0.6403164267539978	0.10313791036605835
FZD4	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.45374464988708496	0.7677621841430664
