Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.7833564281463623	0.42118847370147705
LGR6	-	-	-	-	NA	classA	0.5096020102500916	0.48242732882499695
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.6307705640792847	0.6267902851104736
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	0.5315817594528198	0.7806766629219055
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	0.5054553747177124	0.503993809223175
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	0.5818304419517517	0.6789505481719971
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	0.5262165069580078	0.8303571939468384
GRM7	Coupled	-	-	-	Metabotropic glutamate receptors	classC	0.41749849915504456	0.9135473370552063
GRM4	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.4140486717224121	0.9205387830734253
ADGRF1	-	-	-	-	NA	classB	0.640971302986145	0.6915901899337769
GRM8	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.4193378984928131	0.9148606657981873
LGR5	-	-	-	-	NA	classA	0.45461660623550415	0.5490102171897888
ADGRE1	-	-	-	-	NA	classB	0.43150317668914795	0.869849443435669
GRM3	Coupled	-	-	-	Metabotropic glutamate receptors	classC	0.4004870653152466	0.9380795955657959
GRM6	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.3996042311191559	0.9314898252487183
ADGRD1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.6110304594039917	0.6617258191108704
GRM2	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.3923790454864502	0.9351791739463806
TAS1R3	-	-	-	-	NA	classC	0.49967092275619507	0.8742252588272095
TAS1R1	-	-	-	-	NA	classC	0.44131484627723694	0.9334585666656494
TAS1R2	-	-	-	-	NA	classC	0.45705872774124146	0.9237669706344604
ADGRE5	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.4266144037246704	0.874279797077179
ADGRE2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.3887646496295929	0.8853361010551453
GPR156	-	-	-	-	NA	classC	1.0	0.12388870120048523
ADGRG7	-	-	-	-	NA	classB	0.591744065284729	0.7198748588562012
SMO	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.7749281525611877	0.4549948573112488
TSHR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	0.5400420427322388	0.4370294511318207
RXFP1	Coupled	-	-	-	Relaxin family peptide receptors	classA	0.39398425817489624	0.6094355583190918
RXFP2	Coupled	-	-	-	Relaxin family peptide receptors	classA	0.3892265856266022	0.6138241291046143
GPR149	-	-	-	-	NA	classA	0.9306578636169434	0.0
ADGRF2	-	-	-	-	NA	classB	0.7212444543838501	0.6155420541763306
FZD6	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.6789904236793518	0.5301311612129211
LHCGR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	0.4652319550514221	0.5050044655799866
ADGRF4	-	-	-	-	NA	classB	0.6244792342185974	0.6847784519195557
FSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	0.4284977316856384	0.5160810351371765
FZD8	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.5428913831710815	0.6401699781417847
ADGRG1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.74029141664505	0.5294157266616821
ADGRL4	-	-	-	-	NA	classB	0.46345409750938416	0.8800060749053955
FZD3	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.5727077126502991	0.6417174339294434
ADGRE3	-	-	-	-	NA	classB	0.3912738859653473	0.8854721188545227
FZD1	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.5748763680458069	0.6309722661972046
GPR50	-	-	-	-	NA	classA	0.375205397605896	0.33125343918800354
GPR37	Coupled	-	-	-	Class A Orphans	classA	0.6520088911056519	0.09773150086402893
GPR153	-	-	-	-	NA	classA	0.7981069087982178	0.09916001558303833
GPR107	-	-	-	-	NA	Other	0.8111041784286499	0.4595148265361786
PTH1R	Not-coupled	Not-coupled	Coupled	-	Parathyroid hormone receptors	classB	0.5413932800292969	0.5573202967643738
FZD9	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.5159048438072205	0.7001937627792358
CHRM3	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.497967004776001	0.23286086320877075
GPR162	-	-	-	-	NA	classA	0.7817016839981079	0.11288967728614807
FZD5	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.4670180678367615	0.7317072153091431
FZD10	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.5152336955070496	0.7184546589851379
FZD7	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.4911225736141205	0.7450419068336487
ADRA1D	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	0.44797658920288086	0.25042468309402466
FZD2	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.47195741534233093	0.767574667930603
ADGRA1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.7575339078903198	0.37700775265693665
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	0.5346776247024536	0.5442652702331543
PTH2R	-	Coupled	-	-	NA	classB	0.501721978187561	0.606406033039093
ADGRG3	Coupled	-	-	-	Adhesion Class GPCRs	classB	0.5497162342071533	0.7043436765670776
GPR75	Not-coupled	-	-	-	Class A Orphans	classA	0.6196808815002441	0.10389909148216248
FZD4	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.4497080445289612	0.782755970954895
CHRM5	Not-coupled	Coupled	-	-	Acetylcholine receptors (muscarinic)	classA	0.46218419075012207	0.25225627422332764
GPR161	-	-	-	-	NA	classA	0.4880370497703552	0.2312270849943161
ADGRG5	-	-	-	-	NA	classB	0.4968228340148926	0.749254047870636
NPFFR2	Coupled	Coupled	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	0.4536806046962738	0.2244955450296402
ADRA1B	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	0.4093184471130371	0.27193570137023926
GPR176	-	-	-	-	NA	classA	0.5608339309692383	0.16545113921165466
GPR101	Not-coupled	-	-	-	Class A Orphans	classA	0.371849000453949	0.29091233015060425
GPR135	-	-	-	-	NA	classA	0.4728948473930359	0.18387660384178162
PTGER4	Coupled	Not-coupled	Coupled	-	Prostanoid receptors	classA	0.4538266956806183	0.20720180869102478
HRH1	Not-coupled	Coupled	Coupled	-	Histamine receptors	classA	0.41047582030296326	0.28565627336502075
C3AR1	Not-coupled	-	-	-	Complement peptide receptors	classA	0.4624200165271759	0.1888388991355896
HTR2B	Not-coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	0.3880396783351898	0.3089912533760071
GPR37L1	Coupled	-	-	-	Class A Orphans	classA	0.48858046531677246	0.2493419051170349
CHRM4	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.3404861092567444	0.3232975900173187
HTR7	Not-coupled	Coupled	-	-	5-Hydroxytryptamine receptors	classA	0.35127219557762146	0.3051157295703888
OPN4	Coupled	-	-	-	Class A Orphans	classA	0.38663291931152344	0.28254443407058716
GCGR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	0.3588922321796417	0.7131658792495728
DRD5	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	0.36982208490371704	0.34409987926483154
ADRB1	Coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	0.2862137258052826	0.3606249988079071
CALCR	Not-coupled	-	Coupled	-	Calcitonin receptors	classB	0.38209277391433716	0.7352410554885864
CNR1	Coupled	Coupled	Coupled	-	Cannabinoid receptors	classA	0.48248010873794556	0.25083282589912415
HTR2A	Coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	0.37149351835250854	0.3025364875793457
