DimR	Family	Layer	Score
UMAP	Glycoprotein hormone receptors	7	0.064
UMAP	Glycoprotein hormone receptors	4	0.053
UMAP	Glycoprotein hormone receptors	1	0.041
UMAP	Glycoprotein hormone receptors	10	0.04
UMAP	Glycoprotein hormone receptors	11	0.04
UMAP	Glycoprotein hormone receptors	12	0.04
UMAP	Glycoprotein hormone receptors	22	0.039
UMAP	Glycoprotein hormone receptors	15	0.039
UMAP	Glycoprotein hormone receptors	0	0.037
UMAP	Glycoprotein hormone receptors	2	0.037
UMAP	Glycoprotein hormone receptors	14	0.037
UMAP	Glycoprotein hormone receptors	16	0.029
UMAP	Glycoprotein hormone receptors	20	0.029
UMAP	Glycoprotein hormone receptors	18	0.029
UMAP	Glycoprotein hormone receptors	21	0.028
UMAP	Glycoprotein hormone receptors	19	0.028
UMAP	Glycoprotein hormone receptors	17	0.028
UMAP	Glycoprotein hormone receptors	13	0.028
UMAP	Glycoprotein hormone receptors	6	0.028
UMAP	Glycoprotein hormone receptors	24	0.027
UMAP	Glycoprotein hormone receptors	8	0.027
UMAP	Glycoprotein hormone receptors	28	0.019
UMAP	Glycoprotein hormone receptors	9	0.019
UMAP	Glycoprotein hormone receptors	30	0.016
UMAP	Glycoprotein hormone receptors	33	0.015
UMAP	Glycoprotein hormone receptors	26	0.014
UMAP	Glycoprotein hormone receptors	27	0.014
UMAP	Glycoprotein hormone receptors	29	0.014
UMAP	Glycoprotein hormone receptors	31	0.014
UMAP	Glycoprotein hormone receptors	32	0.014
UMAP	Glycoprotein hormone receptors	23	0.012
UMAP	Glycoprotein hormone receptors	3	0.01
UMAP	Glycoprotein hormone receptors	5	0.002
UMAP	Glycoprotein hormone receptors	25	0.001
