DimR	Family	Layer	Score
PCA	VIP and PACAP receptors	23	0.085
PCA	VIP and PACAP receptors	22	0.083
PCA	VIP and PACAP receptors	9	0.081
PCA	VIP and PACAP receptors	28	0.081
PCA	VIP and PACAP receptors	11	0.081
PCA	VIP and PACAP receptors	10	0.081
PCA	VIP and PACAP receptors	12	0.077
PCA	VIP and PACAP receptors	19	0.075
PCA	VIP and PACAP receptors	13	0.075
PCA	VIP and PACAP receptors	20	0.075
PCA	VIP and PACAP receptors	24	0.075
PCA	VIP and PACAP receptors	8	0.07
PCA	VIP and PACAP receptors	14	0.069
PCA	VIP and PACAP receptors	16	0.063
PCA	VIP and PACAP receptors	17	0.06
PCA	VIP and PACAP receptors	15	0.057
PCA	VIP and PACAP receptors	7	0.056
PCA	VIP and PACAP receptors	5	0.036
PCA	VIP and PACAP receptors	33	0.033
PCA	VIP and PACAP receptors	4	0.032
PCA	VIP and PACAP receptors	6	0.026
PCA	VIP and PACAP receptors	3	0.026
PCA	VIP and PACAP receptors	25	0.024
PCA	VIP and PACAP receptors	27	0.024
PCA	VIP and PACAP receptors	26	0.022
PCA	VIP and PACAP receptors	21	0.021
PCA	VIP and PACAP receptors	29	0.018
PCA	VIP and PACAP receptors	30	0.018
PCA	VIP and PACAP receptors	31	0.017
PCA	VIP and PACAP receptors	32	0.017
PCA	VIP and PACAP receptors	1	0.013
PCA	VIP and PACAP receptors	18	0.012
PCA	VIP and PACAP receptors	0	0.008
PCA	VIP and PACAP receptors	2	0.001
