DimR	Family	Layer	Score
UMAP	Complement peptide receptors	6	0.016
UMAP	Complement peptide receptors	4	0.01
UMAP	Complement peptide receptors	7	0.009
UMAP	Complement peptide receptors	9	0.009
UMAP	Complement peptide receptors	17	0.008
UMAP	Complement peptide receptors	16	0.008
UMAP	Complement peptide receptors	21	0.008
UMAP	Complement peptide receptors	20	0.008
UMAP	Complement peptide receptors	19	0.008
UMAP	Complement peptide receptors	18	0.008
UMAP	Complement peptide receptors	13	0.008
UMAP	Complement peptide receptors	8	0.008
UMAP	Complement peptide receptors	11	0.007
UMAP	Complement peptide receptors	12	0.007
UMAP	Complement peptide receptors	14	0.007
UMAP	Complement peptide receptors	15	0.007
UMAP	Complement peptide receptors	10	0.007
UMAP	Complement peptide receptors	22	0.007
UMAP	Complement peptide receptors	23	0.006
UMAP	Complement peptide receptors	5	0.002
UMAP	Complement peptide receptors	25	0.001
UMAP	Complement peptide receptors	28	0.001
UMAP	Complement peptide receptors	27	0.0
UMAP	Complement peptide receptors	30	0.0
UMAP	Complement peptide receptors	31	0.0
UMAP	Complement peptide receptors	32	0.0
UMAP	Complement peptide receptors	29	0.0
UMAP	Complement peptide receptors	0	0.0
UMAP	Complement peptide receptors	26	0.0
UMAP	Complement peptide receptors	24	0.0
UMAP	Complement peptide receptors	1	0.0
UMAP	Complement peptide receptors	3	0.0
UMAP	Complement peptide receptors	2	0.0
UMAP	Complement peptide receptors	33	0.0
