DimR	Family	Layer	Score
UMAP	Acetylcholine receptors (muscarinic)	0	0.059
UMAP	Acetylcholine receptors (muscarinic)	1	0.029
UMAP	Acetylcholine receptors (muscarinic)	25	0.029
UMAP	Acetylcholine receptors (muscarinic)	2	0.025
UMAP	Acetylcholine receptors (muscarinic)	30	0.025
UMAP	Acetylcholine receptors (muscarinic)	32	0.023
UMAP	Acetylcholine receptors (muscarinic)	31	0.023
UMAP	Acetylcholine receptors (muscarinic)	29	0.023
UMAP	Acetylcholine receptors (muscarinic)	27	0.023
UMAP	Acetylcholine receptors (muscarinic)	33	0.023
UMAP	Acetylcholine receptors (muscarinic)	26	0.022
UMAP	Acetylcholine receptors (muscarinic)	24	0.015
UMAP	Acetylcholine receptors (muscarinic)	10	0.011
UMAP	Acetylcholine receptors (muscarinic)	11	0.011
UMAP	Acetylcholine receptors (muscarinic)	12	0.011
UMAP	Acetylcholine receptors (muscarinic)	3	0.01
UMAP	Acetylcholine receptors (muscarinic)	23	0.01
UMAP	Acetylcholine receptors (muscarinic)	28	0.008
UMAP	Acetylcholine receptors (muscarinic)	9	0.006
UMAP	Acetylcholine receptors (muscarinic)	5	0.001
UMAP	Acetylcholine receptors (muscarinic)	22	0.001
UMAP	Acetylcholine receptors (muscarinic)	15	0.001
UMAP	Acetylcholine receptors (muscarinic)	14	0.001
UMAP	Acetylcholine receptors (muscarinic)	21	0.0
UMAP	Acetylcholine receptors (muscarinic)	20	0.0
UMAP	Acetylcholine receptors (muscarinic)	19	0.0
UMAP	Acetylcholine receptors (muscarinic)	18	0.0
UMAP	Acetylcholine receptors (muscarinic)	8	0.0
UMAP	Acetylcholine receptors (muscarinic)	16	0.0
UMAP	Acetylcholine receptors (muscarinic)	7	0.0
UMAP	Acetylcholine receptors (muscarinic)	6	0.0
UMAP	Acetylcholine receptors (muscarinic)	4	0.0
UMAP	Acetylcholine receptors (muscarinic)	13	0.0
UMAP	Acetylcholine receptors (muscarinic)	17	0.0
