DimR	Family	Layer	Score
PCA	Oxoglutarate receptor	29	0.009
PCA	Oxoglutarate receptor	6	0.009
PCA	Oxoglutarate receptor	32	0.009
PCA	Oxoglutarate receptor	31	0.009
PCA	Oxoglutarate receptor	30	0.008
PCA	Oxoglutarate receptor	25	0.008
PCA	Oxoglutarate receptor	26	0.008
PCA	Oxoglutarate receptor	27	0.008
PCA	Oxoglutarate receptor	21	0.007
PCA	Oxoglutarate receptor	2	0.006
PCA	Oxoglutarate receptor	3	0.006
PCA	Oxoglutarate receptor	33	0.005
PCA	Oxoglutarate receptor	5	0.005
PCA	Oxoglutarate receptor	4	0.005
PCA	Oxoglutarate receptor	7	0.004
PCA	Oxoglutarate receptor	1	0.004
PCA	Oxoglutarate receptor	18	0.004
PCA	Oxoglutarate receptor	28	0.003
PCA	Oxoglutarate receptor	24	0.003
PCA	Oxoglutarate receptor	23	0.003
PCA	Oxoglutarate receptor	22	0.003
PCA	Oxoglutarate receptor	0	0.003
PCA	Oxoglutarate receptor	20	0.003
PCA	Oxoglutarate receptor	19	0.003
PCA	Oxoglutarate receptor	16	0.003
PCA	Oxoglutarate receptor	15	0.003
PCA	Oxoglutarate receptor	14	0.003
PCA	Oxoglutarate receptor	13	0.003
PCA	Oxoglutarate receptor	12	0.003
PCA	Oxoglutarate receptor	11	0.003
PCA	Oxoglutarate receptor	10	0.003
PCA	Oxoglutarate receptor	9	0.003
PCA	Oxoglutarate receptor	8	0.003
PCA	Oxoglutarate receptor	17	0.003
