DimR	Family	Layer	Score
UMAP	Lysophospholipid (LPA) receptors	24	0.032
UMAP	Lysophospholipid (LPA) receptors	6	0.03
UMAP	Lysophospholipid (LPA) receptors	0	0.025
UMAP	Lysophospholipid (LPA) receptors	2	0.025
UMAP	Lysophospholipid (LPA) receptors	3	0.023
UMAP	Lysophospholipid (LPA) receptors	1	0.023
UMAP	Lysophospholipid (LPA) receptors	4	0.019
UMAP	Lysophospholipid (LPA) receptors	9	0.018
UMAP	Lysophospholipid (LPA) receptors	7	0.017
UMAP	Lysophospholipid (LPA) receptors	16	0.015
UMAP	Lysophospholipid (LPA) receptors	21	0.015
UMAP	Lysophospholipid (LPA) receptors	20	0.015
UMAP	Lysophospholipid (LPA) receptors	19	0.015
UMAP	Lysophospholipid (LPA) receptors	18	0.015
UMAP	Lysophospholipid (LPA) receptors	17	0.015
UMAP	Lysophospholipid (LPA) receptors	5	0.015
UMAP	Lysophospholipid (LPA) receptors	8	0.015
UMAP	Lysophospholipid (LPA) receptors	13	0.015
UMAP	Lysophospholipid (LPA) receptors	14	0.013
UMAP	Lysophospholipid (LPA) receptors	22	0.013
UMAP	Lysophospholipid (LPA) receptors	15	0.013
UMAP	Lysophospholipid (LPA) receptors	10	0.013
UMAP	Lysophospholipid (LPA) receptors	11	0.013
UMAP	Lysophospholipid (LPA) receptors	12	0.013
UMAP	Lysophospholipid (LPA) receptors	23	0.011
UMAP	Lysophospholipid (LPA) receptors	28	0.005
UMAP	Lysophospholipid (LPA) receptors	31	0.002
UMAP	Lysophospholipid (LPA) receptors	25	0.001
UMAP	Lysophospholipid (LPA) receptors	30	0.001
UMAP	Lysophospholipid (LPA) receptors	26	0.0
UMAP	Lysophospholipid (LPA) receptors	27	0.0
UMAP	Lysophospholipid (LPA) receptors	29	0.0
UMAP	Lysophospholipid (LPA) receptors	32	0.0
UMAP	Lysophospholipid (LPA) receptors	33	0.0
