DimR	Family	Layer	Score
UMAP	Adenosine receptors	0	0.017
UMAP	Adenosine receptors	2	0.017
UMAP	Adenosine receptors	6	0.01
UMAP	Adenosine receptors	24	0.009
UMAP	Adenosine receptors	23	0.007
UMAP	Adenosine receptors	5	0.005
UMAP	Adenosine receptors	28	0.004
UMAP	Adenosine receptors	12	0.004
UMAP	Adenosine receptors	11	0.004
UMAP	Adenosine receptors	10	0.004
UMAP	Adenosine receptors	14	0.003
UMAP	Adenosine receptors	15	0.003
UMAP	Adenosine receptors	22	0.003
UMAP	Adenosine receptors	30	0.002
UMAP	Adenosine receptors	21	0.001
UMAP	Adenosine receptors	29	0.001
UMAP	Adenosine receptors	27	0.001
UMAP	Adenosine receptors	26	0.001
UMAP	Adenosine receptors	31	0.001
UMAP	Adenosine receptors	32	0.001
UMAP	Adenosine receptors	17	0.001
UMAP	Adenosine receptors	20	0.001
UMAP	Adenosine receptors	19	0.001
UMAP	Adenosine receptors	18	0.001
UMAP	Adenosine receptors	16	0.001
UMAP	Adenosine receptors	13	0.001
UMAP	Adenosine receptors	8	0.001
UMAP	Adenosine receptors	33	0.001
UMAP	Adenosine receptors	1	0.0
UMAP	Adenosine receptors	25	0.0
UMAP	Adenosine receptors	9	0.0
UMAP	Adenosine receptors	7	0.0
UMAP	Adenosine receptors	4	0.0
UMAP	Adenosine receptors	3	0.0
