DimR	Family	Layer	Score
PCA	Free fatty acid receptors	1	0.061
PCA	Free fatty acid receptors	32	0.044
PCA	Free fatty acid receptors	31	0.042
PCA	Free fatty acid receptors	2	0.041
PCA	Free fatty acid receptors	29	0.04
PCA	Free fatty acid receptors	30	0.039
PCA	Free fatty acid receptors	33	0.023
PCA	Free fatty acid receptors	4	0.023
PCA	Free fatty acid receptors	5	0.021
PCA	Free fatty acid receptors	18	0.019
PCA	Free fatty acid receptors	15	0.016
PCA	Free fatty acid receptors	16	0.015
PCA	Free fatty acid receptors	17	0.015
PCA	Free fatty acid receptors	8	0.014
PCA	Free fatty acid receptors	14	0.014
PCA	Free fatty acid receptors	13	0.013
PCA	Free fatty acid receptors	20	0.013
PCA	Free fatty acid receptors	28	0.013
PCA	Free fatty acid receptors	24	0.013
PCA	Free fatty acid receptors	22	0.013
PCA	Free fatty acid receptors	0	0.013
PCA	Free fatty acid receptors	19	0.013
PCA	Free fatty acid receptors	9	0.013
PCA	Free fatty acid receptors	10	0.013
PCA	Free fatty acid receptors	11	0.013
PCA	Free fatty acid receptors	12	0.013
PCA	Free fatty acid receptors	25	0.012
PCA	Free fatty acid receptors	27	0.012
PCA	Free fatty acid receptors	23	0.012
PCA	Free fatty acid receptors	26	0.01
PCA	Free fatty acid receptors	21	0.009
PCA	Free fatty acid receptors	3	0.006
PCA	Free fatty acid receptors	7	0.0
PCA	Free fatty acid receptors	6	0.0
