DimR	Family	Layer	Score
tSNE	Vasopressin and oxytocin receptors	3	0.03
tSNE	Vasopressin and oxytocin receptors	25	0.03
tSNE	Vasopressin and oxytocin receptors	33	0.028
tSNE	Vasopressin and oxytocin receptors	19	0.024
tSNE	Vasopressin and oxytocin receptors	16	0.022
tSNE	Vasopressin and oxytocin receptors	6	0.022
tSNE	Vasopressin and oxytocin receptors	30	0.018
tSNE	Vasopressin and oxytocin receptors	18	0.01
tSNE	Vasopressin and oxytocin receptors	0	0.009
tSNE	Vasopressin and oxytocin receptors	1	0.007
tSNE	Vasopressin and oxytocin receptors	10	0.007
tSNE	Vasopressin and oxytocin receptors	22	0.006
tSNE	Vasopressin and oxytocin receptors	11	0.005
tSNE	Vasopressin and oxytocin receptors	28	0.005
tSNE	Vasopressin and oxytocin receptors	5	0.005
tSNE	Vasopressin and oxytocin receptors	20	0.005
tSNE	Vasopressin and oxytocin receptors	4	0.004
tSNE	Vasopressin and oxytocin receptors	14	0.004
tSNE	Vasopressin and oxytocin receptors	26	0.004
tSNE	Vasopressin and oxytocin receptors	23	0.004
tSNE	Vasopressin and oxytocin receptors	24	0.004
tSNE	Vasopressin and oxytocin receptors	21	0.003
tSNE	Vasopressin and oxytocin receptors	12	0.003
tSNE	Vasopressin and oxytocin receptors	29	0.002
tSNE	Vasopressin and oxytocin receptors	15	0.002
tSNE	Vasopressin and oxytocin receptors	17	0.001
tSNE	Vasopressin and oxytocin receptors	7	0.001
tSNE	Vasopressin and oxytocin receptors	27	0.0
tSNE	Vasopressin and oxytocin receptors	8	0.0
tSNE	Vasopressin and oxytocin receptors	13	0.0
tSNE	Vasopressin and oxytocin receptors	2	0.0
tSNE	Vasopressin and oxytocin receptors	31	0.0
tSNE	Vasopressin and oxytocin receptors	32	0.0
tSNE	Vasopressin and oxytocin receptors	9	0.0
