DimR	Family	Layer	Score
PCA	Vasopressin and oxytocin receptors	25	0.031
PCA	Vasopressin and oxytocin receptors	26	0.028
PCA	Vasopressin and oxytocin receptors	21	0.028
PCA	Vasopressin and oxytocin receptors	30	0.024
PCA	Vasopressin and oxytocin receptors	29	0.024
PCA	Vasopressin and oxytocin receptors	6	0.023
PCA	Vasopressin and oxytocin receptors	32	0.022
PCA	Vasopressin and oxytocin receptors	31	0.022
PCA	Vasopressin and oxytocin receptors	1	0.017
PCA	Vasopressin and oxytocin receptors	18	0.015
PCA	Vasopressin and oxytocin receptors	33	0.013
PCA	Vasopressin and oxytocin receptors	15	0.013
PCA	Vasopressin and oxytocin receptors	7	0.013
PCA	Vasopressin and oxytocin receptors	16	0.012
PCA	Vasopressin and oxytocin receptors	17	0.012
PCA	Vasopressin and oxytocin receptors	14	0.012
PCA	Vasopressin and oxytocin receptors	10	0.011
PCA	Vasopressin and oxytocin receptors	28	0.011
PCA	Vasopressin and oxytocin receptors	8	0.011
PCA	Vasopressin and oxytocin receptors	9	0.011
PCA	Vasopressin and oxytocin receptors	13	0.011
PCA	Vasopressin and oxytocin receptors	24	0.011
PCA	Vasopressin and oxytocin receptors	20	0.011
PCA	Vasopressin and oxytocin receptors	19	0.011
PCA	Vasopressin and oxytocin receptors	11	0.011
PCA	Vasopressin and oxytocin receptors	12	0.011
PCA	Vasopressin and oxytocin receptors	0	0.011
PCA	Vasopressin and oxytocin receptors	23	0.01
PCA	Vasopressin and oxytocin receptors	3	0.008
PCA	Vasopressin and oxytocin receptors	2	0.008
PCA	Vasopressin and oxytocin receptors	5	0.003
PCA	Vasopressin and oxytocin receptors	4	0.002
PCA	Vasopressin and oxytocin receptors	22	0.001
PCA	Vasopressin and oxytocin receptors	27	0.0
