DimR	Family	Layer	Score
UMAP	Adrenoceptors	30	0.043
UMAP	Adrenoceptors	12	0.041
UMAP	Adrenoceptors	10	0.041
UMAP	Adrenoceptors	11	0.041
UMAP	Adrenoceptors	33	0.04
UMAP	Adrenoceptors	31	0.039
UMAP	Adrenoceptors	29	0.039
UMAP	Adrenoceptors	22	0.039
UMAP	Adrenoceptors	15	0.039
UMAP	Adrenoceptors	32	0.038
UMAP	Adrenoceptors	27	0.038
UMAP	Adrenoceptors	26	0.038
UMAP	Adrenoceptors	0	0.038
UMAP	Adrenoceptors	14	0.037
UMAP	Adrenoceptors	9	0.03
UMAP	Adrenoceptors	23	0.029
UMAP	Adrenoceptors	1	0.027
UMAP	Adrenoceptors	16	0.026
UMAP	Adrenoceptors	18	0.026
UMAP	Adrenoceptors	20	0.026
UMAP	Adrenoceptors	21	0.025
UMAP	Adrenoceptors	13	0.025
UMAP	Adrenoceptors	19	0.025
UMAP	Adrenoceptors	17	0.025
UMAP	Adrenoceptors	8	0.024
UMAP	Adrenoceptors	4	0.023
UMAP	Adrenoceptors	2	0.022
UMAP	Adrenoceptors	7	0.016
UMAP	Adrenoceptors	3	0.013
UMAP	Adrenoceptors	24	0.01
UMAP	Adrenoceptors	6	0.004
UMAP	Adrenoceptors	28	0.003
UMAP	Adrenoceptors	25	0.002
UMAP	Adrenoceptors	5	0.0
