DimR	Family	Layer	Score
PCA	5-Hydroxytryptamine receptors	21	0.074
PCA	5-Hydroxytryptamine receptors	26	0.072
PCA	5-Hydroxytryptamine receptors	25	0.067
PCA	5-Hydroxytryptamine receptors	27	0.065
PCA	5-Hydroxytryptamine receptors	30	0.065
PCA	5-Hydroxytryptamine receptors	29	0.064
PCA	5-Hydroxytryptamine receptors	6	0.062
PCA	5-Hydroxytryptamine receptors	31	0.06
PCA	5-Hydroxytryptamine receptors	32	0.058
PCA	5-Hydroxytryptamine receptors	7	0.034
PCA	5-Hydroxytryptamine receptors	17	0.032
PCA	5-Hydroxytryptamine receptors	16	0.031
PCA	5-Hydroxytryptamine receptors	14	0.03
PCA	5-Hydroxytryptamine receptors	8	0.029
PCA	5-Hydroxytryptamine receptors	20	0.028
PCA	5-Hydroxytryptamine receptors	12	0.028
PCA	5-Hydroxytryptamine receptors	13	0.028
PCA	5-Hydroxytryptamine receptors	24	0.028
PCA	5-Hydroxytryptamine receptors	19	0.028
PCA	5-Hydroxytryptamine receptors	28	0.027
PCA	5-Hydroxytryptamine receptors	0	0.027
PCA	5-Hydroxytryptamine receptors	11	0.027
PCA	5-Hydroxytryptamine receptors	10	0.027
PCA	5-Hydroxytryptamine receptors	9	0.027
PCA	5-Hydroxytryptamine receptors	22	0.026
PCA	5-Hydroxytryptamine receptors	23	0.026
PCA	5-Hydroxytryptamine receptors	1	0.019
PCA	5-Hydroxytryptamine receptors	2	0.018
PCA	5-Hydroxytryptamine receptors	15	0.01
PCA	5-Hydroxytryptamine receptors	3	0.005
PCA	5-Hydroxytryptamine receptors	5	0.002
PCA	5-Hydroxytryptamine receptors	18	0.001
PCA	5-Hydroxytryptamine receptors	4	0.001
PCA	5-Hydroxytryptamine receptors	33	0.0
