DimR	Family	Layer	Score
PCA	Complement peptide receptors	32	0.027
PCA	Complement peptide receptors	29	0.025
PCA	Complement peptide receptors	26	0.022
PCA	Complement peptide receptors	33	0.014
PCA	Complement peptide receptors	7	0.01
PCA	Complement peptide receptors	15	0.01
PCA	Complement peptide receptors	17	0.01
PCA	Complement peptide receptors	16	0.009
PCA	Complement peptide receptors	8	0.009
PCA	Complement peptide receptors	14	0.009
PCA	Complement peptide receptors	20	0.008
PCA	Complement peptide receptors	28	0.008
PCA	Complement peptide receptors	24	0.008
PCA	Complement peptide receptors	23	0.008
PCA	Complement peptide receptors	22	0.008
PCA	Complement peptide receptors	19	0.008
PCA	Complement peptide receptors	0	0.008
PCA	Complement peptide receptors	13	0.008
PCA	Complement peptide receptors	12	0.008
PCA	Complement peptide receptors	11	0.008
PCA	Complement peptide receptors	10	0.008
PCA	Complement peptide receptors	9	0.008
PCA	Complement peptide receptors	31	0.004
PCA	Complement peptide receptors	25	0.003
PCA	Complement peptide receptors	2	0.003
PCA	Complement peptide receptors	30	0.003
PCA	Complement peptide receptors	27	0.003
PCA	Complement peptide receptors	21	0.002
PCA	Complement peptide receptors	3	0.001
PCA	Complement peptide receptors	6	0.001
PCA	Complement peptide receptors	4	0.0
PCA	Complement peptide receptors	18	0.0
PCA	Complement peptide receptors	5	0.0
PCA	Complement peptide receptors	1	0.0
