DimR	Family	Layer	Score
tSNE	Neuromedin U receptors	0	0.018
tSNE	Neuromedin U receptors	21	0.018
tSNE	Neuromedin U receptors	16	0.018
tSNE	Neuromedin U receptors	12	0.017
tSNE	Neuromedin U receptors	14	0.016
tSNE	Neuromedin U receptors	24	0.016
tSNE	Neuromedin U receptors	2	0.015
tSNE	Neuromedin U receptors	3	0.015
tSNE	Neuromedin U receptors	32	0.015
tSNE	Neuromedin U receptors	28	0.015
tSNE	Neuromedin U receptors	27	0.015
tSNE	Neuromedin U receptors	23	0.015
tSNE	Neuromedin U receptors	11	0.015
tSNE	Neuromedin U receptors	22	0.014
tSNE	Neuromedin U receptors	33	0.014
tSNE	Neuromedin U receptors	13	0.013
tSNE	Neuromedin U receptors	31	0.013
tSNE	Neuromedin U receptors	26	0.013
tSNE	Neuromedin U receptors	25	0.013
tSNE	Neuromedin U receptors	10	0.013
tSNE	Neuromedin U receptors	9	0.013
tSNE	Neuromedin U receptors	19	0.012
tSNE	Neuromedin U receptors	15	0.011
tSNE	Neuromedin U receptors	7	0.011
tSNE	Neuromedin U receptors	18	0.011
tSNE	Neuromedin U receptors	29	0.01
tSNE	Neuromedin U receptors	30	0.009
tSNE	Neuromedin U receptors	17	0.009
tSNE	Neuromedin U receptors	8	0.0
tSNE	Neuromedin U receptors	20	0.0
tSNE	Neuromedin U receptors	6	0.0
tSNE	Neuromedin U receptors	5	0.0
tSNE	Neuromedin U receptors	1	0.0
tSNE	Neuromedin U receptors	4	0.0
