DimR	Family	Layer	Score
UMAP	Chemokine receptors	0	0.065
UMAP	Chemokine receptors	2	0.064
UMAP	Chemokine receptors	1	0.059
UMAP	Chemokine receptors	4	0.049
UMAP	Chemokine receptors	7	0.043
UMAP	Chemokine receptors	33	0.042
UMAP	Chemokine receptors	8	0.038
UMAP	Chemokine receptors	17	0.037
UMAP	Chemokine receptors	13	0.037
UMAP	Chemokine receptors	21	0.037
UMAP	Chemokine receptors	19	0.037
UMAP	Chemokine receptors	18	0.036
UMAP	Chemokine receptors	16	0.036
UMAP	Chemokine receptors	20	0.036
UMAP	Chemokine receptors	26	0.033
UMAP	Chemokine receptors	14	0.032
UMAP	Chemokine receptors	3	0.032
UMAP	Chemokine receptors	32	0.032
UMAP	Chemokine receptors	12	0.031
UMAP	Chemokine receptors	11	0.031
UMAP	Chemokine receptors	10	0.031
UMAP	Chemokine receptors	31	0.031
UMAP	Chemokine receptors	22	0.031
UMAP	Chemokine receptors	15	0.031
UMAP	Chemokine receptors	23	0.026
UMAP	Chemokine receptors	30	0.024
UMAP	Chemokine receptors	27	0.022
UMAP	Chemokine receptors	29	0.021
UMAP	Chemokine receptors	25	0.016
UMAP	Chemokine receptors	24	0.014
UMAP	Chemokine receptors	28	0.013
UMAP	Chemokine receptors	9	0.007
UMAP	Chemokine receptors	6	0.005
UMAP	Chemokine receptors	5	0.004
