DimR	Family	Layer	Score
UMAP	Metabotropic glutamate receptors	23	0.16
UMAP	Metabotropic glutamate receptors	11	0.123
UMAP	Metabotropic glutamate receptors	12	0.123
UMAP	Metabotropic glutamate receptors	10	0.123
UMAP	Metabotropic glutamate receptors	7	0.121
UMAP	Metabotropic glutamate receptors	4	0.1
UMAP	Metabotropic glutamate receptors	16	0.093
UMAP	Metabotropic glutamate receptors	18	0.093
UMAP	Metabotropic glutamate receptors	20	0.093
UMAP	Metabotropic glutamate receptors	19	0.09
UMAP	Metabotropic glutamate receptors	13	0.09
UMAP	Metabotropic glutamate receptors	17	0.09
UMAP	Metabotropic glutamate receptors	21	0.09
UMAP	Metabotropic glutamate receptors	8	0.088
UMAP	Metabotropic glutamate receptors	1	0.078
UMAP	Metabotropic glutamate receptors	3	0.077
UMAP	Metabotropic glutamate receptors	2	0.07
UMAP	Metabotropic glutamate receptors	0	0.069
UMAP	Metabotropic glutamate receptors	9	0.066
UMAP	Metabotropic glutamate receptors	6	0.054
UMAP	Metabotropic glutamate receptors	28	0.036
UMAP	Metabotropic glutamate receptors	33	0.028
UMAP	Metabotropic glutamate receptors	31	0.027
UMAP	Metabotropic glutamate receptors	32	0.027
UMAP	Metabotropic glutamate receptors	26	0.026
UMAP	Metabotropic glutamate receptors	25	0.019
UMAP	Metabotropic glutamate receptors	5	0.013
UMAP	Metabotropic glutamate receptors	15	0.012
UMAP	Metabotropic glutamate receptors	14	0.012
UMAP	Metabotropic glutamate receptors	22	0.012
UMAP	Metabotropic glutamate receptors	27	0.003
UMAP	Metabotropic glutamate receptors	29	0.003
UMAP	Metabotropic glutamate receptors	24	0.001
UMAP	Metabotropic glutamate receptors	30	0.001
