DimR	Family	Layer	Score
PCA	Adhesion Class GPCRs	23	0.203
PCA	Adhesion Class GPCRs	22	0.198
PCA	Adhesion Class GPCRs	0	0.194
PCA	Adhesion Class GPCRs	28	0.194
PCA	Adhesion Class GPCRs	9	0.194
PCA	Adhesion Class GPCRs	10	0.194
PCA	Adhesion Class GPCRs	11	0.194
PCA	Adhesion Class GPCRs	12	0.185
PCA	Adhesion Class GPCRs	24	0.181
PCA	Adhesion Class GPCRs	20	0.181
PCA	Adhesion Class GPCRs	19	0.181
PCA	Adhesion Class GPCRs	13	0.181
PCA	Adhesion Class GPCRs	8	0.169
PCA	Adhesion Class GPCRs	14	0.166
PCA	Adhesion Class GPCRs	16	0.153
PCA	Adhesion Class GPCRs	17	0.147
PCA	Adhesion Class GPCRs	15	0.139
PCA	Adhesion Class GPCRs	7	0.136
PCA	Adhesion Class GPCRs	18	0.107
PCA	Adhesion Class GPCRs	5	0.089
PCA	Adhesion Class GPCRs	4	0.08
PCA	Adhesion Class GPCRs	3	0.064
PCA	Adhesion Class GPCRs	27	0.059
PCA	Adhesion Class GPCRs	25	0.058
PCA	Adhesion Class GPCRs	26	0.054
PCA	Adhesion Class GPCRs	29	0.045
PCA	Adhesion Class GPCRs	30	0.045
PCA	Adhesion Class GPCRs	31	0.042
PCA	Adhesion Class GPCRs	32	0.041
PCA	Adhesion Class GPCRs	33	0.025
PCA	Adhesion Class GPCRs	21	0.024
PCA	Adhesion Class GPCRs	6	0.016
PCA	Adhesion Class GPCRs	1	0.008
PCA	Adhesion Class GPCRs	2	0.006
