DimR	Family	Layer	Score
tSNE	Lysophospholipid (LPA) receptors	4	0.042
tSNE	Lysophospholipid (LPA) receptors	0	0.032
tSNE	Lysophospholipid (LPA) receptors	22	0.013
tSNE	Lysophospholipid (LPA) receptors	1	0.012
tSNE	Lysophospholipid (LPA) receptors	15	0.009
tSNE	Lysophospholipid (LPA) receptors	6	0.009
tSNE	Lysophospholipid (LPA) receptors	7	0.008
tSNE	Lysophospholipid (LPA) receptors	18	0.008
tSNE	Lysophospholipid (LPA) receptors	30	0.005
tSNE	Lysophospholipid (LPA) receptors	24	0.005
tSNE	Lysophospholipid (LPA) receptors	10	0.005
tSNE	Lysophospholipid (LPA) receptors	13	0.005
tSNE	Lysophospholipid (LPA) receptors	28	0.004
tSNE	Lysophospholipid (LPA) receptors	23	0.004
tSNE	Lysophospholipid (LPA) receptors	20	0.003
tSNE	Lysophospholipid (LPA) receptors	33	0.003
tSNE	Lysophospholipid (LPA) receptors	11	0.003
tSNE	Lysophospholipid (LPA) receptors	5	0.003
tSNE	Lysophospholipid (LPA) receptors	25	0.002
tSNE	Lysophospholipid (LPA) receptors	26	0.002
tSNE	Lysophospholipid (LPA) receptors	31	0.002
tSNE	Lysophospholipid (LPA) receptors	19	0.002
tSNE	Lysophospholipid (LPA) receptors	3	0.002
tSNE	Lysophospholipid (LPA) receptors	9	0.002
tSNE	Lysophospholipid (LPA) receptors	8	0.002
tSNE	Lysophospholipid (LPA) receptors	14	0.002
tSNE	Lysophospholipid (LPA) receptors	16	0.001
tSNE	Lysophospholipid (LPA) receptors	21	0.001
tSNE	Lysophospholipid (LPA) receptors	12	0.001
tSNE	Lysophospholipid (LPA) receptors	27	0.0
tSNE	Lysophospholipid (LPA) receptors	29	0.0
tSNE	Lysophospholipid (LPA) receptors	2	0.0
tSNE	Lysophospholipid (LPA) receptors	32	0.0
tSNE	Lysophospholipid (LPA) receptors	17	0.0
