DimR	Family	Layer	Score
PCA	Parathyroid hormone receptors	23	0.03
PCA	Parathyroid hormone receptors	0	0.029
PCA	Parathyroid hormone receptors	28	0.029
PCA	Parathyroid hormone receptors	22	0.029
PCA	Parathyroid hormone receptors	9	0.029
PCA	Parathyroid hormone receptors	10	0.029
PCA	Parathyroid hormone receptors	11	0.029
PCA	Parathyroid hormone receptors	24	0.027
PCA	Parathyroid hormone receptors	20	0.027
PCA	Parathyroid hormone receptors	19	0.027
PCA	Parathyroid hormone receptors	12	0.027
PCA	Parathyroid hormone receptors	13	0.027
PCA	Parathyroid hormone receptors	8	0.025
PCA	Parathyroid hormone receptors	14	0.024
PCA	Parathyroid hormone receptors	16	0.022
PCA	Parathyroid hormone receptors	17	0.021
PCA	Parathyroid hormone receptors	15	0.02
PCA	Parathyroid hormone receptors	7	0.02
PCA	Parathyroid hormone receptors	18	0.015
PCA	Parathyroid hormone receptors	5	0.013
PCA	Parathyroid hormone receptors	4	0.011
PCA	Parathyroid hormone receptors	33	0.011
PCA	Parathyroid hormone receptors	6	0.009
PCA	Parathyroid hormone receptors	3	0.009
PCA	Parathyroid hormone receptors	26	0.008
PCA	Parathyroid hormone receptors	27	0.008
PCA	Parathyroid hormone receptors	25	0.008
PCA	Parathyroid hormone receptors	21	0.007
PCA	Parathyroid hormone receptors	2	0.006
PCA	Parathyroid hormone receptors	29	0.006
PCA	Parathyroid hormone receptors	30	0.006
PCA	Parathyroid hormone receptors	31	0.006
PCA	Parathyroid hormone receptors	32	0.006
PCA	Parathyroid hormone receptors	1	0.004
