DimR	Family	Layer	Score
tSNE	Motilin receptor	30	0.012
tSNE	Motilin receptor	29	0.01
tSNE	Motilin receptor	0	0.009
tSNE	Motilin receptor	16	0.009
tSNE	Motilin receptor	6	0.009
tSNE	Motilin receptor	21	0.009
tSNE	Motilin receptor	12	0.009
tSNE	Motilin receptor	19	0.009
tSNE	Motilin receptor	22	0.008
tSNE	Motilin receptor	14	0.008
tSNE	Motilin receptor	1	0.008
tSNE	Motilin receptor	23	0.008
tSNE	Motilin receptor	26	0.008
tSNE	Motilin receptor	28	0.008
tSNE	Motilin receptor	27	0.007
tSNE	Motilin receptor	20	0.007
tSNE	Motilin receptor	32	0.007
tSNE	Motilin receptor	25	0.007
tSNE	Motilin receptor	33	0.007
tSNE	Motilin receptor	13	0.007
tSNE	Motilin receptor	11	0.007
tSNE	Motilin receptor	10	0.007
tSNE	Motilin receptor	9	0.007
tSNE	Motilin receptor	5	0.007
tSNE	Motilin receptor	4	0.007
tSNE	Motilin receptor	3	0.007
tSNE	Motilin receptor	2	0.007
tSNE	Motilin receptor	18	0.006
tSNE	Motilin receptor	15	0.006
tSNE	Motilin receptor	24	0.006
tSNE	Motilin receptor	8	0.006
tSNE	Motilin receptor	7	0.006
tSNE	Motilin receptor	31	0.006
tSNE	Motilin receptor	17	0.005
