DimR	Family	Layer	Score
tSNE	Succinate receptor	19	0.009
tSNE	Succinate receptor	8	0.009
tSNE	Succinate receptor	22	0.008
tSNE	Succinate receptor	31	0.008
tSNE	Succinate receptor	9	0.008
tSNE	Succinate receptor	10	0.008
tSNE	Succinate receptor	23	0.008
tSNE	Succinate receptor	13	0.008
tSNE	Succinate receptor	14	0.007
tSNE	Succinate receptor	20	0.007
tSNE	Succinate receptor	25	0.007
tSNE	Succinate receptor	1	0.007
tSNE	Succinate receptor	26	0.007
tSNE	Succinate receptor	27	0.007
tSNE	Succinate receptor	33	0.007
tSNE	Succinate receptor	28	0.007
tSNE	Succinate receptor	32	0.007
tSNE	Succinate receptor	5	0.007
tSNE	Succinate receptor	4	0.007
tSNE	Succinate receptor	3	0.007
tSNE	Succinate receptor	2	0.007
tSNE	Succinate receptor	11	0.007
tSNE	Succinate receptor	24	0.006
tSNE	Succinate receptor	0	0.006
tSNE	Succinate receptor	21	0.006
tSNE	Succinate receptor	18	0.006
tSNE	Succinate receptor	16	0.006
tSNE	Succinate receptor	15	0.006
tSNE	Succinate receptor	12	0.006
tSNE	Succinate receptor	7	0.006
tSNE	Succinate receptor	6	0.006
tSNE	Succinate receptor	29	0.005
tSNE	Succinate receptor	30	0.005
tSNE	Succinate receptor	17	0.005
