DimR	Family	Layer	Score
UMAP	Vasopressin and oxytocin receptors	0	0.017
UMAP	Vasopressin and oxytocin receptors	2	0.017
UMAP	Vasopressin and oxytocin receptors	1	0.016
UMAP	Vasopressin and oxytocin receptors	32	0.014
UMAP	Vasopressin and oxytocin receptors	27	0.014
UMAP	Vasopressin and oxytocin receptors	26	0.014
UMAP	Vasopressin and oxytocin receptors	31	0.013
UMAP	Vasopressin and oxytocin receptors	29	0.013
UMAP	Vasopressin and oxytocin receptors	33	0.013
UMAP	Vasopressin and oxytocin receptors	4	0.013
UMAP	Vasopressin and oxytocin receptors	30	0.011
UMAP	Vasopressin and oxytocin receptors	11	0.009
UMAP	Vasopressin and oxytocin receptors	12	0.009
UMAP	Vasopressin and oxytocin receptors	10	0.009
UMAP	Vasopressin and oxytocin receptors	23	0.008
UMAP	Vasopressin and oxytocin receptors	25	0.008
UMAP	Vasopressin and oxytocin receptors	28	0.007
UMAP	Vasopressin and oxytocin receptors	14	0.003
UMAP	Vasopressin and oxytocin receptors	15	0.003
UMAP	Vasopressin and oxytocin receptors	24	0.003
UMAP	Vasopressin and oxytocin receptors	22	0.003
UMAP	Vasopressin and oxytocin receptors	21	0.001
UMAP	Vasopressin and oxytocin receptors	6	0.001
UMAP	Vasopressin and oxytocin receptors	17	0.001
UMAP	Vasopressin and oxytocin receptors	20	0.001
UMAP	Vasopressin and oxytocin receptors	19	0.001
UMAP	Vasopressin and oxytocin receptors	18	0.001
UMAP	Vasopressin and oxytocin receptors	8	0.001
UMAP	Vasopressin and oxytocin receptors	16	0.001
UMAP	Vasopressin and oxytocin receptors	13	0.001
UMAP	Vasopressin and oxytocin receptors	7	0.0
UMAP	Vasopressin and oxytocin receptors	5	0.0
UMAP	Vasopressin and oxytocin receptors	3	0.0
UMAP	Vasopressin and oxytocin receptors	9	0.0
