DimR	Family	Layer	Score
PCA	Neuropeptide FF/neuropeptide AF receptors	3	0.018
PCA	Neuropeptide FF/neuropeptide AF receptors	26	0.014
PCA	Neuropeptide FF/neuropeptide AF receptors	27	0.013
PCA	Neuropeptide FF/neuropeptide AF receptors	25	0.013
PCA	Neuropeptide FF/neuropeptide AF receptors	31	0.012
PCA	Neuropeptide FF/neuropeptide AF receptors	6	0.012
PCA	Neuropeptide FF/neuropeptide AF receptors	32	0.011
PCA	Neuropeptide FF/neuropeptide AF receptors	0	0.009
PCA	Neuropeptide FF/neuropeptide AF receptors	1	0.009
PCA	Neuropeptide FF/neuropeptide AF receptors	15	0.007
PCA	Neuropeptide FF/neuropeptide AF receptors	17	0.007
PCA	Neuropeptide FF/neuropeptide AF receptors	7	0.007
PCA	Neuropeptide FF/neuropeptide AF receptors	11	0.006
PCA	Neuropeptide FF/neuropeptide AF receptors	19	0.006
PCA	Neuropeptide FF/neuropeptide AF receptors	28	0.006
PCA	Neuropeptide FF/neuropeptide AF receptors	8	0.006
PCA	Neuropeptide FF/neuropeptide AF receptors	24	0.006
PCA	Neuropeptide FF/neuropeptide AF receptors	12	0.006
PCA	Neuropeptide FF/neuropeptide AF receptors	20	0.006
PCA	Neuropeptide FF/neuropeptide AF receptors	22	0.006
PCA	Neuropeptide FF/neuropeptide AF receptors	9	0.006
PCA	Neuropeptide FF/neuropeptide AF receptors	16	0.006
PCA	Neuropeptide FF/neuropeptide AF receptors	10	0.006
PCA	Neuropeptide FF/neuropeptide AF receptors	14	0.006
PCA	Neuropeptide FF/neuropeptide AF receptors	13	0.006
PCA	Neuropeptide FF/neuropeptide AF receptors	23	0.005
PCA	Neuropeptide FF/neuropeptide AF receptors	18	0.002
PCA	Neuropeptide FF/neuropeptide AF receptors	5	0.001
PCA	Neuropeptide FF/neuropeptide AF receptors	4	0.001
PCA	Neuropeptide FF/neuropeptide AF receptors	33	0.001
PCA	Neuropeptide FF/neuropeptide AF receptors	21	0.0
PCA	Neuropeptide FF/neuropeptide AF receptors	29	0.0
PCA	Neuropeptide FF/neuropeptide AF receptors	30	0.0
PCA	Neuropeptide FF/neuropeptide AF receptors	2	0.0
