DimR	Family	Layer	Score
tSNE	Melatonin receptors	31	0.016
tSNE	Melatonin receptors	9	0.016
tSNE	Melatonin receptors	10	0.016
tSNE	Melatonin receptors	13	0.016
tSNE	Melatonin receptors	4	0.015
tSNE	Melatonin receptors	22	0.015
tSNE	Melatonin receptors	11	0.014
tSNE	Melatonin receptors	32	0.014
tSNE	Melatonin receptors	27	0.014
tSNE	Melatonin receptors	28	0.014
tSNE	Melatonin receptors	3	0.013
tSNE	Melatonin receptors	24	0.013
tSNE	Melatonin receptors	26	0.013
tSNE	Melatonin receptors	1	0.013
tSNE	Melatonin receptors	14	0.013
tSNE	Melatonin receptors	16	0.012
tSNE	Melatonin receptors	0	0.012
tSNE	Melatonin receptors	12	0.012
tSNE	Melatonin receptors	6	0.012
tSNE	Melatonin receptors	21	0.012
tSNE	Melatonin receptors	29	0.01
tSNE	Melatonin receptors	30	0.009
tSNE	Melatonin receptors	17	0.001
tSNE	Melatonin receptors	23	0.0
tSNE	Melatonin receptors	20	0.0
tSNE	Melatonin receptors	25	0.0
tSNE	Melatonin receptors	19	0.0
tSNE	Melatonin receptors	18	0.0
tSNE	Melatonin receptors	15	0.0
tSNE	Melatonin receptors	8	0.0
tSNE	Melatonin receptors	7	0.0
tSNE	Melatonin receptors	5	0.0
tSNE	Melatonin receptors	2	0.0
tSNE	Melatonin receptors	33	0.0
