DimR	Family	Layer	Score
PCA	Bradykinin receptors	32	0.018
PCA	Bradykinin receptors	31	0.018
PCA	Bradykinin receptors	6	0.017
PCA	Bradykinin receptors	29	0.017
PCA	Bradykinin receptors	30	0.016
PCA	Bradykinin receptors	27	0.016
PCA	Bradykinin receptors	25	0.016
PCA	Bradykinin receptors	26	0.015
PCA	Bradykinin receptors	21	0.014
PCA	Bradykinin receptors	3	0.012
PCA	Bradykinin receptors	33	0.01
PCA	Bradykinin receptors	4	0.01
PCA	Bradykinin receptors	5	0.009
PCA	Bradykinin receptors	18	0.008
PCA	Bradykinin receptors	15	0.007
PCA	Bradykinin receptors	17	0.007
PCA	Bradykinin receptors	7	0.007
PCA	Bradykinin receptors	16	0.006
PCA	Bradykinin receptors	24	0.006
PCA	Bradykinin receptors	8	0.006
PCA	Bradykinin receptors	9	0.006
PCA	Bradykinin receptors	28	0.006
PCA	Bradykinin receptors	10	0.006
PCA	Bradykinin receptors	11	0.006
PCA	Bradykinin receptors	12	0.006
PCA	Bradykinin receptors	22	0.006
PCA	Bradykinin receptors	13	0.006
PCA	Bradykinin receptors	20	0.006
PCA	Bradykinin receptors	19	0.006
PCA	Bradykinin receptors	14	0.006
PCA	Bradykinin receptors	0	0.006
PCA	Bradykinin receptors	23	0.005
PCA	Bradykinin receptors	1	0.002
PCA	Bradykinin receptors	2	0.0
