DimR	Family	Layer	Score
tSNE	Cholecystokinin receptors	0	0.018
tSNE	Cholecystokinin receptors	16	0.018
tSNE	Cholecystokinin receptors	6	0.018
tSNE	Cholecystokinin receptors	21	0.018
tSNE	Cholecystokinin receptors	12	0.017
tSNE	Cholecystokinin receptors	24	0.016
tSNE	Cholecystokinin receptors	1	0.016
tSNE	Cholecystokinin receptors	2	0.015
tSNE	Cholecystokinin receptors	3	0.015
tSNE	Cholecystokinin receptors	32	0.015
tSNE	Cholecystokinin receptors	23	0.015
tSNE	Cholecystokinin receptors	11	0.015
tSNE	Cholecystokinin receptors	22	0.014
tSNE	Cholecystokinin receptors	20	0.014
tSNE	Cholecystokinin receptors	33	0.014
tSNE	Cholecystokinin receptors	4	0.014
tSNE	Cholecystokinin receptors	10	0.013
tSNE	Cholecystokinin receptors	13	0.013
tSNE	Cholecystokinin receptors	9	0.013
tSNE	Cholecystokinin receptors	15	0.011
tSNE	Cholecystokinin receptors	17	0.009
tSNE	Cholecystokinin receptors	29	0.001
tSNE	Cholecystokinin receptors	30	0.001
tSNE	Cholecystokinin receptors	19	0.0
tSNE	Cholecystokinin receptors	8	0.0
tSNE	Cholecystokinin receptors	7	0.0
tSNE	Cholecystokinin receptors	14	0.0
tSNE	Cholecystokinin receptors	25	0.0
tSNE	Cholecystokinin receptors	26	0.0
tSNE	Cholecystokinin receptors	27	0.0
tSNE	Cholecystokinin receptors	28	0.0
tSNE	Cholecystokinin receptors	31	0.0
tSNE	Cholecystokinin receptors	18	0.0
tSNE	Cholecystokinin receptors	5	0.0
