DimR	Family	Layer	Score
tSNE	Thyrotropin-releasing hormone receptors	30	0.012
tSNE	Thyrotropin-releasing hormone receptors	29	0.01
tSNE	Thyrotropin-releasing hormone receptors	15	0.01
tSNE	Thyrotropin-releasing hormone receptors	0	0.009
tSNE	Thyrotropin-releasing hormone receptors	16	0.009
tSNE	Thyrotropin-releasing hormone receptors	19	0.009
tSNE	Thyrotropin-releasing hormone receptors	4	0.008
tSNE	Thyrotropin-releasing hormone receptors	28	0.008
tSNE	Thyrotropin-releasing hormone receptors	26	0.008
tSNE	Thyrotropin-releasing hormone receptors	23	0.008
tSNE	Thyrotropin-releasing hormone receptors	22	0.008
tSNE	Thyrotropin-releasing hormone receptors	1	0.008
tSNE	Thyrotropin-releasing hormone receptors	32	0.007
tSNE	Thyrotropin-releasing hormone receptors	27	0.007
tSNE	Thyrotropin-releasing hormone receptors	25	0.007
tSNE	Thyrotropin-releasing hormone receptors	20	0.007
tSNE	Thyrotropin-releasing hormone receptors	33	0.007
tSNE	Thyrotropin-releasing hormone receptors	14	0.007
tSNE	Thyrotropin-releasing hormone receptors	10	0.007
tSNE	Thyrotropin-releasing hormone receptors	2	0.007
tSNE	Thyrotropin-releasing hormone receptors	3	0.007
tSNE	Thyrotropin-releasing hormone receptors	5	0.007
tSNE	Thyrotropin-releasing hormone receptors	9	0.007
tSNE	Thyrotropin-releasing hormone receptors	11	0.007
tSNE	Thyrotropin-releasing hormone receptors	13	0.007
tSNE	Thyrotropin-releasing hormone receptors	24	0.006
tSNE	Thyrotropin-releasing hormone receptors	18	0.006
tSNE	Thyrotropin-releasing hormone receptors	8	0.006
tSNE	Thyrotropin-releasing hormone receptors	7	0.006
tSNE	Thyrotropin-releasing hormone receptors	6	0.006
tSNE	Thyrotropin-releasing hormone receptors	21	0.006
tSNE	Thyrotropin-releasing hormone receptors	12	0.006
tSNE	Thyrotropin-releasing hormone receptors	31	0.006
tSNE	Thyrotropin-releasing hormone receptors	17	0.005
