DimR	Family	Layer	Score
PCA	Adrenoceptors	33	0.09
PCA	Adrenoceptors	4	0.088
PCA	Adrenoceptors	3	0.071
PCA	Adrenoceptors	5	0.061
PCA	Adrenoceptors	21	0.058
PCA	Adrenoceptors	26	0.056
PCA	Adrenoceptors	25	0.052
PCA	Adrenoceptors	30	0.051
PCA	Adrenoceptors	27	0.051
PCA	Adrenoceptors	29	0.049
PCA	Adrenoceptors	6	0.048
PCA	Adrenoceptors	31	0.047
PCA	Adrenoceptors	32	0.045
PCA	Adrenoceptors	1	0.041
PCA	Adrenoceptors	16	0.031
PCA	Adrenoceptors	17	0.029
PCA	Adrenoceptors	7	0.027
PCA	Adrenoceptors	15	0.026
PCA	Adrenoceptors	8	0.023
PCA	Adrenoceptors	13	0.022
PCA	Adrenoceptors	24	0.022
PCA	Adrenoceptors	12	0.022
PCA	Adrenoceptors	20	0.022
PCA	Adrenoceptors	19	0.022
PCA	Adrenoceptors	22	0.021
PCA	Adrenoceptors	23	0.021
PCA	Adrenoceptors	11	0.021
PCA	Adrenoceptors	10	0.021
PCA	Adrenoceptors	28	0.021
PCA	Adrenoceptors	9	0.021
PCA	Adrenoceptors	2	0.02
PCA	Adrenoceptors	18	0.006
PCA	Adrenoceptors	14	0.003
PCA	Adrenoceptors	0	0.001
