DimR	Family	Layer	Score
PCA	Apelin receptor	29	0.009
PCA	Apelin receptor	2	0.009
PCA	Apelin receptor	3	0.009
PCA	Apelin receptor	32	0.009
PCA	Apelin receptor	31	0.009
PCA	Apelin receptor	30	0.008
PCA	Apelin receptor	26	0.008
PCA	Apelin receptor	27	0.008
PCA	Apelin receptor	25	0.007
PCA	Apelin receptor	21	0.007
PCA	Apelin receptor	6	0.006
PCA	Apelin receptor	33	0.005
PCA	Apelin receptor	5	0.005
PCA	Apelin receptor	4	0.005
PCA	Apelin receptor	7	0.004
PCA	Apelin receptor	1	0.004
PCA	Apelin receptor	18	0.004
PCA	Apelin receptor	28	0.003
PCA	Apelin receptor	24	0.003
PCA	Apelin receptor	23	0.003
PCA	Apelin receptor	22	0.003
PCA	Apelin receptor	0	0.003
PCA	Apelin receptor	20	0.003
PCA	Apelin receptor	19	0.003
PCA	Apelin receptor	16	0.003
PCA	Apelin receptor	15	0.003
PCA	Apelin receptor	14	0.003
PCA	Apelin receptor	13	0.003
PCA	Apelin receptor	12	0.003
PCA	Apelin receptor	11	0.003
PCA	Apelin receptor	10	0.003
PCA	Apelin receptor	9	0.003
PCA	Apelin receptor	8	0.003
PCA	Apelin receptor	17	0.003
