DimR	Family	Layer	Score
PCA	Chemokine receptors	32	0.136
PCA	Chemokine receptors	31	0.131
PCA	Chemokine receptors	29	0.124
PCA	Chemokine receptors	30	0.121
PCA	Chemokine receptors	27	0.121
PCA	Chemokine receptors	25	0.118
PCA	Chemokine receptors	26	0.109
PCA	Chemokine receptors	21	0.106
PCA	Chemokine receptors	4	0.071
PCA	Chemokine receptors	33	0.07
PCA	Chemokine receptors	5	0.065
PCA	Chemokine receptors	3	0.057
PCA	Chemokine receptors	18	0.056
PCA	Chemokine receptors	15	0.047
PCA	Chemokine receptors	7	0.047
PCA	Chemokine receptors	17	0.045
PCA	Chemokine receptors	16	0.044
PCA	Chemokine receptors	14	0.041
PCA	Chemokine receptors	8	0.041
PCA	Chemokine receptors	24	0.039
PCA	Chemokine receptors	19	0.039
PCA	Chemokine receptors	20	0.039
PCA	Chemokine receptors	13	0.039
PCA	Chemokine receptors	12	0.038
PCA	Chemokine receptors	11	0.037
PCA	Chemokine receptors	10	0.037
PCA	Chemokine receptors	28	0.037
PCA	Chemokine receptors	9	0.037
PCA	Chemokine receptors	0	0.037
PCA	Chemokine receptors	23	0.036
PCA	Chemokine receptors	22	0.036
PCA	Chemokine receptors	1	0.02
PCA	Chemokine receptors	6	0.008
PCA	Chemokine receptors	2	0.004
