DimR	Family	Layer	Score
UMAP	Urotensin receptor	32	0.012
UMAP	Urotensin receptor	27	0.012
UMAP	Urotensin receptor	26	0.012
UMAP	Urotensin receptor	33	0.011
UMAP	Urotensin receptor	31	0.011
UMAP	Urotensin receptor	29	0.011
UMAP	Urotensin receptor	30	0.01
UMAP	Urotensin receptor	25	0.009
UMAP	Urotensin receptor	28	0.008
UMAP	Urotensin receptor	5	0.007
UMAP	Urotensin receptor	24	0.006
UMAP	Urotensin receptor	6	0.006
UMAP	Urotensin receptor	0	0.005
UMAP	Urotensin receptor	2	0.005
UMAP	Urotensin receptor	3	0.004
UMAP	Urotensin receptor	1	0.004
UMAP	Urotensin receptor	4	0.004
UMAP	Urotensin receptor	13	0.003
UMAP	Urotensin receptor	12	0.003
UMAP	Urotensin receptor	7	0.003
UMAP	Urotensin receptor	8	0.003
UMAP	Urotensin receptor	9	0.003
UMAP	Urotensin receptor	10	0.003
UMAP	Urotensin receptor	11	0.003
UMAP	Urotensin receptor	17	0.003
UMAP	Urotensin receptor	14	0.003
UMAP	Urotensin receptor	22	0.003
UMAP	Urotensin receptor	21	0.003
UMAP	Urotensin receptor	20	0.003
UMAP	Urotensin receptor	19	0.003
UMAP	Urotensin receptor	18	0.003
UMAP	Urotensin receptor	16	0.003
UMAP	Urotensin receptor	15	0.003
UMAP	Urotensin receptor	23	0.002
