DimR	Family	Layer	Score
tSNE	Glycoprotein hormone receptors	17	0.034
tSNE	Glycoprotein hormone receptors	15	0.029
tSNE	Glycoprotein hormone receptors	18	0.028
tSNE	Glycoprotein hormone receptors	7	0.028
tSNE	Glycoprotein hormone receptors	6	0.026
tSNE	Glycoprotein hormone receptors	21	0.026
tSNE	Glycoprotein hormone receptors	0	0.026
tSNE	Glycoprotein hormone receptors	24	0.024
tSNE	Glycoprotein hormone receptors	1	0.023
tSNE	Glycoprotein hormone receptors	3	0.023
tSNE	Glycoprotein hormone receptors	5	0.021
tSNE	Glycoprotein hormone receptors	2	0.021
tSNE	Glycoprotein hormone receptors	33	0.021
tSNE	Glycoprotein hormone receptors	4	0.02
tSNE	Glycoprotein hormone receptors	22	0.02
tSNE	Glycoprotein hormone receptors	23	0.019
tSNE	Glycoprotein hormone receptors	30	0.007
tSNE	Glycoprotein hormone receptors	16	0.004
tSNE	Glycoprotein hormone receptors	31	0.003
tSNE	Glycoprotein hormone receptors	19	0.003
tSNE	Glycoprotein hormone receptors	9	0.002
tSNE	Glycoprotein hormone receptors	32	0.002
tSNE	Glycoprotein hormone receptors	27	0.002
tSNE	Glycoprotein hormone receptors	13	0.002
tSNE	Glycoprotein hormone receptors	14	0.002
tSNE	Glycoprotein hormone receptors	11	0.002
tSNE	Glycoprotein hormone receptors	20	0.002
tSNE	Glycoprotein hormone receptors	25	0.001
tSNE	Glycoprotein hormone receptors	26	0.001
tSNE	Glycoprotein hormone receptors	10	0.001
tSNE	Glycoprotein hormone receptors	28	0.001
tSNE	Glycoprotein hormone receptors	8	0.001
tSNE	Glycoprotein hormone receptors	12	0.001
tSNE	Glycoprotein hormone receptors	29	0.0
