DimR	Family	Layer	Score
UMAP	Histamine receptors	28	0.03
UMAP	Histamine receptors	24	0.022
UMAP	Histamine receptors	6	0.021
UMAP	Histamine receptors	2	0.016
UMAP	Histamine receptors	7	0.012
UMAP	Histamine receptors	9	0.012
UMAP	Histamine receptors	17	0.011
UMAP	Histamine receptors	21	0.011
UMAP	Histamine receptors	8	0.011
UMAP	Histamine receptors	19	0.011
UMAP	Histamine receptors	13	0.011
UMAP	Histamine receptors	16	0.01
UMAP	Histamine receptors	20	0.01
UMAP	Histamine receptors	18	0.01
UMAP	Histamine receptors	22	0.009
UMAP	Histamine receptors	12	0.009
UMAP	Histamine receptors	15	0.009
UMAP	Histamine receptors	14	0.009
UMAP	Histamine receptors	11	0.009
UMAP	Histamine receptors	10	0.009
UMAP	Histamine receptors	23	0.008
UMAP	Histamine receptors	5	0.006
UMAP	Histamine receptors	1	0.004
UMAP	Histamine receptors	3	0.004
UMAP	Histamine receptors	0	0.003
UMAP	Histamine receptors	26	0.002
UMAP	Histamine receptors	27	0.002
UMAP	Histamine receptors	29	0.002
UMAP	Histamine receptors	31	0.002
UMAP	Histamine receptors	32	0.002
UMAP	Histamine receptors	33	0.002
UMAP	Histamine receptors	30	0.001
UMAP	Histamine receptors	25	0.0
UMAP	Histamine receptors	4	0.0
