DimR	Family	Layer	Score
tSNE	Neuropeptide S receptor	6	0.009
tSNE	Neuropeptide S receptor	8	0.009
tSNE	Neuropeptide S receptor	22	0.008
tSNE	Neuropeptide S receptor	3	0.008
tSNE	Neuropeptide S receptor	4	0.008
tSNE	Neuropeptide S receptor	25	0.008
tSNE	Neuropeptide S receptor	32	0.008
tSNE	Neuropeptide S receptor	23	0.008
tSNE	Neuropeptide S receptor	27	0.008
tSNE	Neuropeptide S receptor	13	0.008
tSNE	Neuropeptide S receptor	28	0.007
tSNE	Neuropeptide S receptor	20	0.007
tSNE	Neuropeptide S receptor	26	0.007
tSNE	Neuropeptide S receptor	1	0.007
tSNE	Neuropeptide S receptor	33	0.007
tSNE	Neuropeptide S receptor	14	0.007
tSNE	Neuropeptide S receptor	10	0.007
tSNE	Neuropeptide S receptor	9	0.007
tSNE	Neuropeptide S receptor	5	0.007
tSNE	Neuropeptide S receptor	2	0.007
tSNE	Neuropeptide S receptor	11	0.007
tSNE	Neuropeptide S receptor	31	0.006
tSNE	Neuropeptide S receptor	24	0.006
tSNE	Neuropeptide S receptor	0	0.006
tSNE	Neuropeptide S receptor	21	0.006
tSNE	Neuropeptide S receptor	19	0.006
tSNE	Neuropeptide S receptor	18	0.006
tSNE	Neuropeptide S receptor	16	0.006
tSNE	Neuropeptide S receptor	15	0.006
tSNE	Neuropeptide S receptor	12	0.006
tSNE	Neuropeptide S receptor	7	0.006
tSNE	Neuropeptide S receptor	29	0.005
tSNE	Neuropeptide S receptor	30	0.005
tSNE	Neuropeptide S receptor	17	0.005
