DimR	Family	Layer	Score
UMAP	Neuropeptide Y receptors	6	0.021
UMAP	Neuropeptide Y receptors	7	0.012
UMAP	Neuropeptide Y receptors	9	0.012
UMAP	Neuropeptide Y receptors	17	0.011
UMAP	Neuropeptide Y receptors	21	0.011
UMAP	Neuropeptide Y receptors	19	0.011
UMAP	Neuropeptide Y receptors	8	0.011
UMAP	Neuropeptide Y receptors	13	0.011
UMAP	Neuropeptide Y receptors	20	0.01
UMAP	Neuropeptide Y receptors	18	0.01
UMAP	Neuropeptide Y receptors	16	0.01
UMAP	Neuropeptide Y receptors	14	0.009
UMAP	Neuropeptide Y receptors	22	0.009
UMAP	Neuropeptide Y receptors	15	0.009
UMAP	Neuropeptide Y receptors	12	0.009
UMAP	Neuropeptide Y receptors	11	0.009
UMAP	Neuropeptide Y receptors	10	0.009
UMAP	Neuropeptide Y receptors	23	0.008
UMAP	Neuropeptide Y receptors	28	0.007
UMAP	Neuropeptide Y receptors	24	0.003
UMAP	Neuropeptide Y receptors	26	0.002
UMAP	Neuropeptide Y receptors	27	0.002
UMAP	Neuropeptide Y receptors	29	0.002
UMAP	Neuropeptide Y receptors	31	0.002
UMAP	Neuropeptide Y receptors	32	0.002
UMAP	Neuropeptide Y receptors	33	0.002
UMAP	Neuropeptide Y receptors	30	0.001
UMAP	Neuropeptide Y receptors	2	0.001
UMAP	Neuropeptide Y receptors	0	0.001
UMAP	Neuropeptide Y receptors	25	0.0
UMAP	Neuropeptide Y receptors	1	0.0
UMAP	Neuropeptide Y receptors	5	0.0
UMAP	Neuropeptide Y receptors	4	0.0
UMAP	Neuropeptide Y receptors	3	0.0
