DimR	Family	Layer	Score
tSNE	Opioid receptors	5	0.027
tSNE	Opioid receptors	15	0.021
tSNE	Opioid receptors	30	0.018
tSNE	Opioid receptors	13	0.007
tSNE	Opioid receptors	9	0.007
tSNE	Opioid receptors	2	0.005
tSNE	Opioid receptors	22	0.005
tSNE	Opioid receptors	3	0.004
tSNE	Opioid receptors	31	0.004
tSNE	Opioid receptors	1	0.004
tSNE	Opioid receptors	24	0.004
tSNE	Opioid receptors	14	0.004
tSNE	Opioid receptors	0	0.003
tSNE	Opioid receptors	16	0.003
tSNE	Opioid receptors	12	0.003
tSNE	Opioid receptors	6	0.003
tSNE	Opioid receptors	29	0.002
tSNE	Opioid receptors	17	0.002
tSNE	Opioid receptors	7	0.002
tSNE	Opioid receptors	18	0.001
tSNE	Opioid receptors	19	0.0
tSNE	Opioid receptors	20	0.0
tSNE	Opioid receptors	21	0.0
tSNE	Opioid receptors	11	0.0
tSNE	Opioid receptors	23	0.0
tSNE	Opioid receptors	10	0.0
tSNE	Opioid receptors	25	0.0
tSNE	Opioid receptors	26	0.0
tSNE	Opioid receptors	27	0.0
tSNE	Opioid receptors	28	0.0
tSNE	Opioid receptors	8	0.0
tSNE	Opioid receptors	4	0.0
tSNE	Opioid receptors	32	0.0
tSNE	Opioid receptors	33	0.0
