DimR	Family	Layer	Score
PCA	GPR18, GPR55 and GPR119	3	0.017
PCA	GPR18, GPR55 and GPR119	33	0.014
PCA	GPR18, GPR55 and GPR119	4	0.014
PCA	GPR18, GPR55 and GPR119	5	0.013
PCA	GPR18, GPR55 and GPR119	18	0.012
PCA	GPR18, GPR55 and GPR119	15	0.01
PCA	GPR18, GPR55 and GPR119	17	0.01
PCA	GPR18, GPR55 and GPR119	16	0.009
PCA	GPR18, GPR55 and GPR119	8	0.009
PCA	GPR18, GPR55 and GPR119	14	0.009
PCA	GPR18, GPR55 and GPR119	20	0.008
PCA	GPR18, GPR55 and GPR119	28	0.008
PCA	GPR18, GPR55 and GPR119	24	0.008
PCA	GPR18, GPR55 and GPR119	23	0.008
PCA	GPR18, GPR55 and GPR119	22	0.008
PCA	GPR18, GPR55 and GPR119	19	0.008
PCA	GPR18, GPR55 and GPR119	0	0.008
PCA	GPR18, GPR55 and GPR119	13	0.008
PCA	GPR18, GPR55 and GPR119	12	0.008
PCA	GPR18, GPR55 and GPR119	11	0.008
PCA	GPR18, GPR55 and GPR119	10	0.008
PCA	GPR18, GPR55 and GPR119	9	0.008
PCA	GPR18, GPR55 and GPR119	31	0.004
PCA	GPR18, GPR55 and GPR119	32	0.004
PCA	GPR18, GPR55 and GPR119	25	0.003
PCA	GPR18, GPR55 and GPR119	6	0.003
PCA	GPR18, GPR55 and GPR119	27	0.003
PCA	GPR18, GPR55 and GPR119	29	0.003
PCA	GPR18, GPR55 and GPR119	30	0.003
PCA	GPR18, GPR55 and GPR119	21	0.002
PCA	GPR18, GPR55 and GPR119	26	0.002
PCA	GPR18, GPR55 and GPR119	7	0.001
PCA	GPR18, GPR55 and GPR119	2	0.001
PCA	GPR18, GPR55 and GPR119	1	0.0
