DimR	Family	Layer	Score
PCA	Angiotensin receptors	32	0.018
PCA	Angiotensin receptors	31	0.018
PCA	Angiotensin receptors	29	0.017
PCA	Angiotensin receptors	30	0.016
PCA	Angiotensin receptors	27	0.016
PCA	Angiotensin receptors	25	0.016
PCA	Angiotensin receptors	26	0.015
PCA	Angiotensin receptors	21	0.014
PCA	Angiotensin receptors	2	0.012
PCA	Angiotensin receptors	3	0.012
PCA	Angiotensin receptors	33	0.01
PCA	Angiotensin receptors	4	0.01
PCA	Angiotensin receptors	1	0.009
PCA	Angiotensin receptors	5	0.009
PCA	Angiotensin receptors	18	0.008
PCA	Angiotensin receptors	17	0.007
PCA	Angiotensin receptors	15	0.007
PCA	Angiotensin receptors	7	0.007
PCA	Angiotensin receptors	16	0.006
PCA	Angiotensin receptors	8	0.006
PCA	Angiotensin receptors	9	0.006
PCA	Angiotensin receptors	28	0.006
PCA	Angiotensin receptors	10	0.006
PCA	Angiotensin receptors	11	0.006
PCA	Angiotensin receptors	12	0.006
PCA	Angiotensin receptors	24	0.006
PCA	Angiotensin receptors	22	0.006
PCA	Angiotensin receptors	13	0.006
PCA	Angiotensin receptors	20	0.006
PCA	Angiotensin receptors	19	0.006
PCA	Angiotensin receptors	14	0.006
PCA	Angiotensin receptors	0	0.006
PCA	Angiotensin receptors	23	0.005
PCA	Angiotensin receptors	6	0.0
