DimR	Family	Layer	Score
tSNE	Dopamine receptors	21	0.043
tSNE	Dopamine receptors	24	0.039
tSNE	Dopamine receptors	14	0.037
tSNE	Dopamine receptors	32	0.035
tSNE	Dopamine receptors	22	0.033
tSNE	Dopamine receptors	13	0.031
tSNE	Dopamine receptors	9	0.031
tSNE	Dopamine receptors	10	0.03
tSNE	Dopamine receptors	0	0.015
tSNE	Dopamine receptors	3	0.011
tSNE	Dopamine receptors	23	0.011
tSNE	Dopamine receptors	2	0.01
tSNE	Dopamine receptors	33	0.009
tSNE	Dopamine receptors	11	0.009
tSNE	Dopamine receptors	17	0.007
tSNE	Dopamine receptors	19	0.007
tSNE	Dopamine receptors	31	0.007
tSNE	Dopamine receptors	8	0.007
tSNE	Dopamine receptors	30	0.003
tSNE	Dopamine receptors	6	0.003
tSNE	Dopamine receptors	16	0.003
tSNE	Dopamine receptors	1	0.002
tSNE	Dopamine receptors	12	0.002
tSNE	Dopamine receptors	20	0.001
tSNE	Dopamine receptors	5	0.001
tSNE	Dopamine receptors	27	0.001
tSNE	Dopamine receptors	28	0.001
tSNE	Dopamine receptors	4	0.001
tSNE	Dopamine receptors	18	0.0
tSNE	Dopamine receptors	7	0.0
tSNE	Dopamine receptors	25	0.0
tSNE	Dopamine receptors	26	0.0
tSNE	Dopamine receptors	29	0.0
tSNE	Dopamine receptors	15	0.0
