DimR	Family	Layer	Score
PCA	Cannabinoid receptors	26	0.014
PCA	Cannabinoid receptors	21	0.014
PCA	Cannabinoid receptors	30	0.013
PCA	Cannabinoid receptors	27	0.013
PCA	Cannabinoid receptors	25	0.013
PCA	Cannabinoid receptors	31	0.012
PCA	Cannabinoid receptors	29	0.012
PCA	Cannabinoid receptors	32	0.011
PCA	Cannabinoid receptors	33	0.01
PCA	Cannabinoid receptors	14	0.007
PCA	Cannabinoid receptors	15	0.007
PCA	Cannabinoid receptors	17	0.007
PCA	Cannabinoid receptors	12	0.006
PCA	Cannabinoid receptors	20	0.006
PCA	Cannabinoid receptors	28	0.006
PCA	Cannabinoid receptors	8	0.006
PCA	Cannabinoid receptors	24	0.006
PCA	Cannabinoid receptors	13	0.006
PCA	Cannabinoid receptors	22	0.006
PCA	Cannabinoid receptors	9	0.006
PCA	Cannabinoid receptors	0	0.006
PCA	Cannabinoid receptors	19	0.006
PCA	Cannabinoid receptors	16	0.006
PCA	Cannabinoid receptors	10	0.006
PCA	Cannabinoid receptors	11	0.006
PCA	Cannabinoid receptors	23	0.005
PCA	Cannabinoid receptors	7	0.004
PCA	Cannabinoid receptors	18	0.002
PCA	Cannabinoid receptors	1	0.002
PCA	Cannabinoid receptors	5	0.001
PCA	Cannabinoid receptors	4	0.001
PCA	Cannabinoid receptors	6	0.0
PCA	Cannabinoid receptors	3	0.0
PCA	Cannabinoid receptors	2	0.0
