DimR	Family	Layer	Score
UMAP	Angiotensin receptors	28	0.013
UMAP	Angiotensin receptors	30	0.011
UMAP	Angiotensin receptors	33	0.01
UMAP	Angiotensin receptors	26	0.01
UMAP	Angiotensin receptors	32	0.01
UMAP	Angiotensin receptors	31	0.01
UMAP	Angiotensin receptors	29	0.01
UMAP	Angiotensin receptors	27	0.01
UMAP	Angiotensin receptors	0	0.009
UMAP	Angiotensin receptors	2	0.009
UMAP	Angiotensin receptors	3	0.008
UMAP	Angiotensin receptors	1	0.008
UMAP	Angiotensin receptors	4	0.007
UMAP	Angiotensin receptors	9	0.006
UMAP	Angiotensin receptors	19	0.006
UMAP	Angiotensin receptors	7	0.006
UMAP	Angiotensin receptors	8	0.006
UMAP	Angiotensin receptors	20	0.006
UMAP	Angiotensin receptors	21	0.006
UMAP	Angiotensin receptors	18	0.006
UMAP	Angiotensin receptors	16	0.006
UMAP	Angiotensin receptors	13	0.006
UMAP	Angiotensin receptors	17	0.006
UMAP	Angiotensin receptors	10	0.005
UMAP	Angiotensin receptors	22	0.005
UMAP	Angiotensin receptors	15	0.005
UMAP	Angiotensin receptors	14	0.005
UMAP	Angiotensin receptors	12	0.005
UMAP	Angiotensin receptors	11	0.005
UMAP	Angiotensin receptors	23	0.004
UMAP	Angiotensin receptors	24	0.0
UMAP	Angiotensin receptors	25	0.0
UMAP	Angiotensin receptors	6	0.0
UMAP	Angiotensin receptors	5	0.0
