DimR	Family	Layer	Score
tSNE	Neuropeptide Y receptors	32	0.028
tSNE	Neuropeptide Y receptors	15	0.021
tSNE	Neuropeptide Y receptors	6	0.009
tSNE	Neuropeptide Y receptors	5	0.005
tSNE	Neuropeptide Y receptors	22	0.005
tSNE	Neuropeptide Y receptors	3	0.004
tSNE	Neuropeptide Y receptors	26	0.004
tSNE	Neuropeptide Y receptors	10	0.004
tSNE	Neuropeptide Y receptors	1	0.004
tSNE	Neuropeptide Y receptors	14	0.004
tSNE	Neuropeptide Y receptors	0	0.003
tSNE	Neuropeptide Y receptors	16	0.003
tSNE	Neuropeptide Y receptors	7	0.002
tSNE	Neuropeptide Y receptors	29	0.002
tSNE	Neuropeptide Y receptors	30	0.001
tSNE	Neuropeptide Y receptors	18	0.001
tSNE	Neuropeptide Y receptors	17	0.001
tSNE	Neuropeptide Y receptors	13	0.0
tSNE	Neuropeptide Y receptors	9	0.0
tSNE	Neuropeptide Y receptors	2	0.0
tSNE	Neuropeptide Y receptors	31	0.0
tSNE	Neuropeptide Y receptors	4	0.0
tSNE	Neuropeptide Y receptors	8	0.0
tSNE	Neuropeptide Y receptors	28	0.0
tSNE	Neuropeptide Y receptors	27	0.0
tSNE	Neuropeptide Y receptors	25	0.0
tSNE	Neuropeptide Y receptors	12	0.0
tSNE	Neuropeptide Y receptors	24	0.0
tSNE	Neuropeptide Y receptors	23	0.0
tSNE	Neuropeptide Y receptors	11	0.0
tSNE	Neuropeptide Y receptors	21	0.0
tSNE	Neuropeptide Y receptors	20	0.0
tSNE	Neuropeptide Y receptors	19	0.0
tSNE	Neuropeptide Y receptors	33	0.0
